"Uniprot_ID","Start_Coverage","End_Coverage"
"P39905",78,211
"P40121",1,348
"P40126",180,188
"P40189",23,612
"P40198",34,141
"P40199",34,141
"P40200",21,139
"P40225",22,184
"P40227",1,531
"P40259",26,159
"P40261",1,264
"P40306",1,273
"P40337",1,213
"P40394",14,386
"P40424",233,319
"P40429",1,203
"P40616",14,181
"P40692",1,347
"P40692",467,476
"P40692",486,751
"P40763",81,92
"P40763",127,715
"P40818",1,142
"P40818",174,318
"P40818",712,724
"P40818",734,1110
"P40855",1,44
"P40855",66,77
"P40855",161,299
"P40926",19,338
"P40933",49,162
"P40939",1,763
"P40967",25,33
"P40967",44,59
"P40967",209,217
"P40967",280,288
"P41091",1,472
"P41143",36,338
"P41145",43,358
"P41146",43,339
"P41159",22,167
"P41161",365,462
"P41180",20,607
"P41181",1,271
"P41182",1,129
"P41182",515,654
"P41208",1,172
"P41212",10,39
"P41212",47,124
"P41212",338,442
"P41214",1,584
"P41218",1,98
"P41220",71,209
"P41222",1,190
"P41223",1,144
"P41227",1,235
"P41229",73,188
"P41229",384,772
"P41235",55,135
"P41235",142,391
"P41240",1,71
"P41240",73,450
"P41250",55,739
"P41271",2,140
"P41273",58,254
"P41279",66,395
"P41567",1,113
"P41586",22,143
"P41587",26,118
"P41594",18,865
"P41595",36,248
"P41595",308,308
"P41595",313,405
"P41597",2,318
"P41743",25,108
"P41743",233,596
"P42081",26,134
"P42126",43,302
"P42127",80,132
"P42166",1,168
"P42224",1,126
"P42224",136,750
"P42226",113,658
"P42226",783,814
"P42262",25,527
"P42262",653,812
"P42285",1,1042
"P42330",1,323
"P42331",47,151
"P42336",1,1068
"P42345",1,2549
"P42356",932,2102
"P42566",121,215
"P42566",217,311
"P42566",615,637
"P42566",640,654
"P42566",719,730
"P42566",846,854
"P42568",1,138
"P42568",490,568
"P42574",1,277
"P42575",135,143
"P42575",161,333
"P42575",348,452
"P42658",127,849
"P42677",1,84
"P42679",41,108
"P42679",117,213
"P42680",1,154
"P42681",140,251
"P42684",110,273
"P42684",279,546
"P42684",563,579
"P42684",1058,1182
"P42702",52,534
"P42765",1,397
"P42766",1,123
"P42768",230,310
"P42768",430,458
"P42768",488,502
"P42771",1,156
"P42773",1,168
"P42785",46,491
"P42830",37,114
"P42858",1,3142
"P42892",101,770
"P42898",37,644
"P43003",1,45
"P43003",47,49
"P43003",59,61
"P43003",66,72
"P43003",76,95
"P43003",100,100
"P43003",102,104
"P43003",106,109
"P43003",114,117
"P43003",121,136
"P43003",139,140
"P43003",142,142
"P43003",144,148
"P43003",250,251
"P43003",255,255
"P43003",258,258
"P43003",260,260
"P43003",262,265
"P43003",274,277
"P43003",283,309
"P43003",311,314
"P43003",316,328
"P43003",331,335
"P43003",347,351
"P43003",353,385
"P43003",387,407
"P43003",411,421
"P43003",424,456
"P43003",459,473
"P43003",475,487
"P43003",493,508
"P43003",510,542
"P43026",382,501
"P43115",2,359
"P43146",419,524
"P43146",528,818
"P43146",833,1044
"P43146",1390,1447
"P43155",35,626
"P43166",1,264
"P43220",21,463
"P43235",16,329
"P43246",1,934
"P43250",1,576
"P43268",338,470
"P43320",2,205
"P43351",1,212
"P43354",328,598
"P43355",161,169
"P43357",104,314
"P43358",99,317
"P43366",99,347
"P43378",277,582
"P43403",1,606
"P43405",1,635
"P43487",1,201
"P43489",29,170
"P43489",261,266
"P43490",1,491
"P43626",22,245
"P43627",22,221
"P43628",22,245
"P43629",22,320
"P43631",22,221
"P43632",27,221
"P43652",22,599
"P43681",27,364
"P43681",586,627
"P43686",1,418
"P43694",262,321
"P43897",45,95
"P45379",97,298
"P45381",1,313
"P45452",25,50
"P45452",103,471
"P45877",24,212
"P45954",51,432
"P45973",18,75
"P45973",110,173
"P45974",1,858
"P45983",1,379
"P45984",1,364
"P45985",80,399
"P46013",1,120
"P46013",496,536
"P46060",418,587
"P46063",48,619
"P46100",159,296
"P46100",1027,1037
"P46100",1256,1289
"P46108",1,304
"P46109",1,303
"P46199",78,727
"P46379",1,101
"P46379",1008,1123
"P46527",1,198
"P46531",140,294
"P46531",410,529
"P46531",1446,2127
"P46597",1,345
"P46736",1,316
"P46776",1,148
"P46777",1,297
"P46778",1,160
"P46779",1,137
"P46781",1,194
"P46782",1,204
"P46783",1,165
"P46926",1,289
"P46934",517,571
"P46934",834,878
"P46934",938,1319
"P46937",50,100
"P46937",124,133
"P46937",164,218
"P46937",229,287
"P46939",31,261
"P46940",1,210
"P46940",962,1345
"P46940",1559,1657
"P46952",1,286
"P46976",1,262
"P46977",1,705
"P47224",1,123
"P47712",1,749
"P47736",75,415
"P47813",1,144
"P47870",25,331
"P47870",486,512
"P47871",27,434
"P47895",1,512
"P47897",1,775
"P47900",2,247
"P47900",253,373
"P47902",153,215
"P47914",1,159
"P47929",1,136
"P47974",151,220
"P47985",1,57
"P47985",79,274
"P47989",1,1333
"P47992",22,114
"P48023",130,281
"P48039",12,218
"P48039",228,325
"P48050",436,445
"P48052",16,419
"P48059",1,68
"P48059",71,325
"P48060",22,220
"P48061",22,89
"P48147",2,710
"P48163",1,572
"P48307",28,90
"P48357",428,633
"P48357",863,933
"P48382",24,90
"P48382",167,183
"P48426",35,405
"P48431",39,121
"P48436",98,181
"P48443",227,463
"P48449",1,732
"P48539",3,62
"P48546",22,138
"P48551",28,237
"P48552",366,390
"P48552",493,512
"P48556",1,350
"P48637",1,474
"P48643",1,541
"P48728",29,403
"P48729",1,337
"P48730",1,317
"P48735",1,452
"P48736",144,1102
"P48740",20,699
"P48775",18,389
"P48788",116,132
"P48960",22,32
"P49005",1,469
"P49023",1,20
"P49023",45,54
"P49023",141,160
"P49023",259,277
"P49023",279,280
"P49023",527,591
"P49116",348,596
"P49137",1,400
"P49189",1,494
"P49207",1,117
"P49257",31,285
"P49281",545,568
"P49286",35,231
"P49286",241,340
"P49327",2,963
"P49327",1108,1867
"P49327",1877,2511
"P49336",1,404
"P49354",1,379
"P49356",1,437
"P49366",1,369
"P49368",2,545
"P49406",1,292
"P49407",1,402
"P49418",1,242
"P49418",322,331
"P49418",349,360
"P49418",379,387
"P49419",29,539
"P49427",7,184
"P49448",54,558
"P49450",1,140
"P49458",1,86
"P49459",1,152
"P49588",1,455
"P49588",757,965
"P49591",1,514
"P49638",1,278
"P49642",1,420
"P49643",1,509
"P49674",1,294
"P49675",54,62
"P49675",66,284
"P49711",1,727
"P49715",51,75
"P49720",1,205
"P49721",1,201
"P49736",61,138
"P49747",225,757
"P49748",69,655
"P49753",46,483
"P49756",734,843
"P49757",20,175
"P49758",325,470
"P49759",1,484
"P49760",1,499
"P49761",149,638
"P49763",19,144
"P49765",22,129
"P49765",137,149
"P49767",103,215
"P49768",1,467
"P49770",1,351
"P49771",27,160
"P49773",1,126
"P49789",1,147
"P49790",722,761
"P49790",773,822
"P49790",851,890
"P49790",1407,1429
"P49792",1,145
"P49792",1155,1321
"P49792",2027,2154
"P49792",2629,2695
"P49792",2705,2717
"P49792",2907,3050
"P49792",3057,3224
"P49795",79,214
"P49796",134,276
"P49796",299,384
"P49796",1064,1190
"P49802",320,463
"P49821",27,457
"P49841",1,420
"P49848",1,677
"P49862",30,253
"P49863",25,264
"P49888",1,294
"P49902",1,561
"P49903",1,392
"P49913",31,95
"P49913",134,170
"P49914",1,203
"P49915",11,693
"P49916",88,204
"P49916",257,833
"P49916",924,1009
"P49917",1,620
"P49917",654,911
"P49959",1,411
"P50052",35,346
"P50053",1,298
"P50120",1,134
"P50135",1,292
"P50213",28,366
"P50225",1,295
"P50226",1,295
"P50281",112,292
"P50281",316,511
"P50281",563,582
"P50336",1,477
"P50402",2,54
"P50416",1,42
"P50440",1,423
"P50461",7,66
"P50461",119,176
"P50479",1,87
"P50542",57,71
"P50542",108,127
"P50542",272,639
"P50549",326,434
"P50552",1,115
"P50552",199,245
"P50552",336,380
"P50570",520,625
"P50579",1,478
"P50583",1,147
"P50591",91,281
"P50607",234,506
"P50613",1,346
"P50616",1,345
"P50750",1,372
"P50851",2076,2489
"P50876",20,100
"P50895",32,262
"P50897",22,306
"P50914",1,215
"P50990",1,548
"P50991",1,539
"P51114",2,132
"P51114",212,289
"P51116",13,136
"P51124",26,257
"P51148",18,182
"P51149",1,207
"P51151",1,177
"P51157",11,184
"P51159",2,192
"P51160",746,785
"P51160",851,855
"P51161",1,128
"P51168",73,515
"P51170",78,524
"P51398",1,398
"P51449",259,518
"P51452",2,185
"P51460",25,55
"P51460",106,131
"P51512",124,292
"P51513",49,246
"P51513",421,492
"P51530",5,17
"P51531",705,955
"P51531",1373,1511
"P51532",1448,1580
"P51532",1591,1602
"P51553",40,393
"P51570",2,392
"P51572",168,233
"P51580",14,245
"P51587",21,39
"P51587",194,210
"P51587",1226,1253
"P51587",1517,1551
"P51587",2054,2064
"P51608",77,168
"P51610",360,402
"P51610",1072,1097
"P51610",1806,2035
"P51617",194,530
"P51648",1,460
"P51649",49,535
"P51659",1,304
"P51659",318,615
"P51659",618,736
"P51665",1,324
"P51668",1,147
"P51671",24,97
"P51681",1,223
"P51681",227,352
"P51686",23,341
"P51687",79,160
"P51688",1,502
"P51692",136,703
"P51693",285,499
"P51784",67,288
"P51787",75,539
"P51787",574,622
"P51795",570,746
"P51800",533,687
"P51809",1,118
"P51812",39,366
"P51812",399,740
"P51813",113,149
"P51813",291,393
"P51813",411,675
"P51825",738,779
"P51843",140,154
"P51857",1,326
"P51858",1,100
"P51911",20,142
"P51946",1,323
"P51948",1,309
"P51955",1,271
"P51965",1,193
"P51970",4,172
"P52179",510,739
"P52179",1141,1667
"P52209",1,483
"P52272",41,70
"P52272",196,296
"P52272",652,730
"P52292",11,54
"P52292",60,529
"P52294",66,512
"P52298",1,156
"P52306",61,607
"P52333",806,1124
"P52434",1,150
"P52435",1,117
"P52564",1,334
"P52565",1,204
"P52566",23,201
"P52594",4,134
"P52594",136,175
"P52597",1,8
"P52597",103,194
"P52597",277,381
"P52630",786,838
"P52655",1,376
"P52657",1,109
"P52701",68,201
"P52701",341,1360
"P52732",1,391
"P52735",659,782
"P52735",819,878
"P52756",181,210
"P52756",231,316
"P52756",451,511
"P52757",7,468
"P52758",2,137
"P52788",5,366
"P52789",17,917
"P52790",480,922
"P52799",25,170
"P52803",4,171
"P52848",558,882
"P52888",16,689
"P52895",1,323
"P52907",265,276
"P52943",1,63
"P52945",223,233
"P52948",116,123
"P52948",157,213
"P52948",695,1817
"P52952",138,194
"P53004",7,296
"P53041",16,499
"P53350",13,330
"P53350",345,603
"P53355",1,334
"P53355",1334,1344
"P53365",118,341
"P53370",45,134
"P53370",141,316
"P53396",1,1101
"P53420",1461,1690
"P53539",153,219
"P53582",1,386
"P53597",42,346
"P53602",1,400
"P53611",1,331
"P53621",1,320
"P53621",835,1224
"P53634",25,463
"P53667",329,638
"P53671",62,129
"P53671",330,632
"P53673",8,196
"P53674",43,252
"P53778",1,367
"P53779",1,464
"P53803",1,58
"P53814",801,905
"P53816",1,134
"P53990",1,189
"P53990",238,364
"P53992",329,1094
"P53999",63,127
"P54098",25,1239
"P54132",297,309
"P54132",362,414
"P54132",636,1298
"P54136",1,660
"P54198",425,472
"P54198",644,1017
"P54252",1,185
"P54252",222,263
"P54252",278,329
"P54253",561,693
"P54274",1,55
"P54274",58,268
"P54274",370,439
"P54277",571,649
"P54278",1,365
"P54278",573,583
"P54315",18,467
"P54317",18,469
"P54368",69,228
"P54577",1,342
"P54577",359,528
"P54578",1,494
"P54619",1,331
"P54646",1,552
"P54652",2,639
"P54687",1,386
"P54710",9,66
"P54725",1,363
"P54727",1,87
"P54727",275,342
"P54753",39,211
"P54753",616,910
"P54756",59,235
"P54756",653,939
"P54760",17,196
"P54760",434,529
"P54760",598,892
"P54760",896,977
"P54762",434,528
"P54762",602,896
"P54762",899,984
"P54764",20,547
"P54802",24,743
"P54819",1,239
"P54829",277,563
"P54855",284,451
"P54868",49,508
"P54886",362,795
"P54922",1,357
"P55000",23,103
"P55008",2,147
"P55010",1,170
"P55010",232,431
"P55036",1,377
"P55040",62,261
"P55042",87,260
"P55055",72,460
"P55064",1,265
"P55072",1,806
"P55075",52,204
"P55081",1,439
"P55084",1,474
"P55085",55,269
"P55085",276,377
"P55087",32,254
"P55089",83,122
"P55145",25,182
"P55196",1001,1096
"P55196",1709,1746
"P55197",1,208
"P55197",699,782
"P55199",200,292
"P55201",271,454
"P55201",622,742
"P55201",1076,1207
"P55210",1,303
"P55211",1,128
"P55211",139,416
"P55212",1,293
"P55263",17,362
"P55265",125,209
"P55265",294,366
"P55265",708,801
"P55273",1,166
"P55285",490,608
"P55290",139,243
"P55318",115,215
"P55345",33,87
"P55347",260,319
"P55735",1,322
"P55769",1,128
"P55773",44,120
"P55774",21,89
"P55789",81,205
"P55795",94,194
"P55795",281,369
"P55809",40,520
"P55854",2,103
"P55884",170,745
"P55899",1,365
"P55957",1,195
"P56159",25,426
"P56178",135,198
"P56181",74,106
"P56192",1,900
"P56199",166,366
"P56199",1135,1179
"P56277",1,68
"P56278",1,107
"P56279",1,114
"P56282",1,527
"P56373",6,364
"P56470",1,155
"P56470",171,323
"P56524",62,153
"P56524",343,359
"P56524",648,1057
"P56545",31,364
"P56556",16,128
"P56589",41,373
"P56696",336,362
"P56696",522,593
"P56696",610,640
"P56703",42,355
"P56817",1,501
"P56915",161,217
"P56945",3,73
"P56945",645,870
"P56962",170,227
"P57052",1,82
"P57060",34,172
"P57075",20,70
"P57075",394,658
"P57105",1,107
"P57729",1,181
"P57730",2,90
"P57735",7,180
"P57739",224,230
"P57740",1,925
"P57764",1,484
"P57768",100,278
"P57771",42,180
"P57772",1,596
"P57789",62,335
"P58004",1,480
"P58062",20,85
"P58335",35,218
"P58340",29,42
"P58400",85,296
"P58401",659,666
"P58546",1,118
"P58753",15,35
"P58753",72,221
"P59044",1,106
"P59046",1,106
"P59095",1,220
"P59665",65,94
"P59666",65,94
"P59768",1,71
"P60006",1,121
"P60022",33,68
"P60033",2,236
"P60174",38,286
"P60201",45,53
"P60228",1,445
"P60484",7,351
"P60484",354,368
"P60484",391,403
"P60508",375,468
"P60520",1,117
"P60568",8,153
"P60604",1,165
"P60709",1,375
"P60763",1,192
"P60842",1,406
"P60866",1,119
"P60880",7,83
"P60880",111,120
"P60880",131,206
"P60891",1,318
"P60896",1,70
"P60900",1,246
"P60903",1,97
"P60953",1,191
"P61006",1,207
"P61011",1,441
"P61018",6,183
"P61019",2,170
"P61020",15,191
"P61024",1,79
"P61026",1,200
"P61073",1,228
"P61073",230,325
"P61077",1,147
"P61081",1,183
"P61086",1,200
"P61088",1,152
"P61106",1,180
"P61165",1,79
"P61201",1,443
"P61204",13,176
"P61218",1,127
"P61224",1,167
"P61244",4,107
"P61247",1,264
"P61254",1,145
"P61278",103,116
"P61313",1,204
"P61326",1,146
"P61328",1,243
"P61353",1,136
"P61513",1,92
"P61586",1,193
"P61587",1,200
"P61587",232,241
"P61604",1,102
"P61626",15,148
"P61758",49,180
"P61769",1,119
"P61803",1,113
"P61812",303,414
"P61916",20,151
"P61923",1,150
"P61925",1,76
"P61927",1,97
"P61956",1,95
"P61960",1,85
"P61964",1,334
"P61966",1,158
"P61968",18,82
"P61970",1,127
"P61978",375,463
"P61981",1,247
"P62068",8,366
"P62070",12,181
"P62072",1,90
"P62081",1,194
"P62136",1,330
"P62166",1,190
"P62191",1,440
"P62195",1,406
"P62241",1,208
"P62244",1,130
"P62249",1,146
"P62253",1,170
"P62256",1,160
"P62258",1,234
"P62263",1,151
"P62266",1,143
"P62269",1,152
"P62273",1,56
"P62277",1,151
"P62280",1,158
"P62304",1,92
"P62306",1,86
"P62308",1,76
"P62310",1,102
"P62312",1,80
"P62314",1,119
"P62316",1,118
"P62318",1,126
"P62328",2,44
"P62330",1,175
"P62333",1,389
"P62424",1,266
"P62487",1,172
"P62491",1,216
"P62495",1,437
"P62508",221,458
"P62701",1,263
"P62745",1,187
"P62750",1,156
"P62753",1,249
"P62805",1,103
"P62807",1,126
"P62820",1,191
"P62826",1,216
"P62829",1,140
"P62834",1,167
"P62837",1,147
"P62841",1,145
"P62847",1,133
"P62851",1,125
"P62854",1,115
"P62857",1,69
"P62861",1,59
"P62873",1,340
"P62875",1,67
"P62877",1,108
"P62888",1,115
"P62891",1,51
"P62899",1,125
"P62906",1,217
"P62910",1,135
"P62913",1,178
"P62917",1,257
"P62937",1,165
"P62942",1,108
"P62945",1,25
"P62979",1,156
"P62987",1,128
"P62993",1,217
"P62995",106,201
"P63000",1,192
"P63010",1,651
"P63010",700,937
"P63027",22,60
"P63092",1,394
"P63096",1,354
"P63098",1,170
"P63104",1,245
"P63128",282,433
"P63145",283,528
"P63146",1,152
"P63151",1,447
"P63165",1,101
"P63167",1,89
"P63172",1,113
"P63173",1,70
"P63208",1,163
"P63220",1,83
"P63241",15,154
"P63244",1,317
"P63252",422,427
"P63261",1,375
"P63272",1,117
"P63279",1,158
"P63316",1,161
"P67775",1,309
"P67809",50,130
"P67870",1,215
"P68036",1,154
"P68106",1,108
"P68363",1,451
"P68400",1,391
"P68402",1,229
"P68431",1,136
"P68871",1,147
"P69891",2,147
"P69892",2,147
"P69905",1,142
"P78310",13,236
"P78314",410,425
"P78314",446,558
"P78317",120,190
"P78318",2,234
"P78324",31,350
"P78325",196,403
"P78330",1,225
"P78344",61,323
"P78344",540,897
"P78345",1,283
"P78346",1,268
"P78347",102,197
"P78347",361,446
"P78347",466,551
"P78347",854,954
"P78352",1,19
"P78352",55,249
"P78352",302,413
"P78356",1,416
"P78358",60,72
"P78358",157,165
"P78362",50,688
"P78364",783,828
"P78368",43,353
"P78371",1,535
"P78380",133,273
"P78406",1,368
"P78410",30,239
"P78417",1,241
"P78423",24,101
"P78504",32,335
"P78504",1120,1130
"P78527",1,4128
"P78536",212,493
"P78536",581,642
"P78540",24,329
"P78543",7,128
"P78545",48,132
"P78552",23,342
"P78556",27,96
"P78560",1,199
"P78563",299,741
"P79483",30,219
"P80075",24,99
"P80098",24,99
"P80188",1,198
"P80192",135,456
"P80511",1,92
"P81172",60,84
"P81274",14,421
"P81534",23,67
"P81605",63,110
"P81877",1,94
"P82279",1390,1406
"P82650",1,360
"P82663",1,173
"P82664",1,201
"P82673",1,323
"P82675",1,430
"P82912",1,194
"P82914",1,257
"P82921",1,87
"P82930",1,218
"P82932",1,125
"P82933",1,396
"P82979",5,47
"P82980",1,135
"P83110",130,453
"P83731",1,157
"P83876",1,142
"P83881",1,106
"P83916",20,73
"P83916",104,185
"P84022",1,144
"P84022",178,189
"P84022",202,211
"P84022",220,425
"P84074",1,193
"P84077",2,181
"P84085",8,180
"P84090",1,104
"P84098",1,196
"P84103",1,86
"P84243",1,136
"P86397",23,168
"P98066",36,277
"P98073",785,1019
"P98082",24,58
"P98088",4566,4580
"P98155",70,190
"P98160",4197,4391
"P98161",275,354
"P98161",3049,4169
"P98164",1103,1148
"P98170",10,100
"P98170",120,236
"P98170",238,354
"P98170",357,497
"P98171",746,814
"P98172",29,167
"P98175",128,250
"P98175",277,408
"P98175",558,646
"P98177",86,211
"P99999",2,105
"Q00013",69,153
"Q00013",282,460
"Q00059",34,246
"Q00169",1,270
"Q00266",16,395
"Q00341",142,222
"Q00341",346,502
"Q00341",645,726
"Q00341",964,1200
"Q00403",1,316
"Q00532",2,301
"Q00534",1,326
"Q00535",1,292
"Q00536",163,478
"Q00604",25,133
"Q00610",1,364
"Q00613",1,123
"Q00653",35,329
"Q00653",407,859
"Q00688",1,224
"Q00722",1,803
"Q00796",2,357
"Q00872",58,170
"Q00872",252,338
"Q00872",342,431
"Q00872",433,519
"Q00872",718,832
"Q00872",922,1034
"Q00975",1242,1269
"Q00987",1,150
"Q00987",290,403
"Q00987",428,491
"Q01064",142,507
"Q01081",43,146
"Q01082",172,280
"Q01082",1697,2015
"Q01085",1,180
"Q01085",187,282
"Q01094",87,95
"Q01094",104,129
"Q01094",200,301
"Q01094",409,426
"Q01101",2,510
"Q01105",25,238
"Q01130",1,101
"Q01151",18,18
"Q01151",20,131
"Q01167",255,353
"Q01196",50,183
"Q01344",20,335
"Q01344",413,420
"Q01415",1,458
"Q01433",165,173
"Q01469",1,135
"Q01484",28,873
"Q01484",966,3653
"Q01518",319,475
"Q01523",63,94
"Q01524",69,100
"Q01543",100,220
"Q01543",276,399
"Q01581",16,470
"Q01638",19,321
"Q01650",1,507
"Q01658",1,176
"Q01668",502,510
"Q01780",1,648
"Q01780",705,804
"Q01813",1,784
"Q01826",71,171
"Q01826",179,250
"Q01826",353,490
"Q01826",641,707
"Q01831",109,156
"Q01831",847,863
"Q01844",353,453
"Q01955",1441,1670
"Q01968",1,119
"Q01968",215,901
"Q01970",10,1234
"Q01973",311,394
"Q01973",453,752
"Q01974",452,753
"Q02078",2,72
"Q02078",92,95
"Q02078",269,280
"Q02080",1,94
"Q02083",29,359
"Q02108",1,690
"Q02127",1,395
"Q02153",1,619
"Q02156",149,164
"Q02156",342,372
"Q02218",932,940
"Q02223",1,54
"Q02224",2,376
"Q02241",794,911
"Q02246",34,414
"Q02297",175,241
"Q02363",1,82
"Q02410",453,623
"Q02410",655,837
"Q02487",136,680
"Q02535",29,83
"Q02543",1,176
"Q02548",1,149
"Q02643",34,123
"Q02747",22,115
"Q02750",1,393
"Q02763",23,742
"Q02763",802,1124
"Q02779",13,78
"Q02790",1,459
"Q02817",858,1259
"Q02818",228,326
"Q02878",1,288
"Q02880",450,1206
"Q03001",7541,7570
"Q03013",2,218
"Q03014",138,194
"Q03111",1,148
"Q03112",1,12
"Q03154",1,198
"Q03154",321,408
"Q03164",6,25
"Q03164",103,160
"Q03164",1143,1214
"Q03164",1564,1784
"Q03164",2839,2869
"Q03164",3754,3969
"Q03181",72,146
"Q03181",163,441
"Q03188",1,71
"Q03188",426,537
"Q03252",403,415
"Q03252",469,589
"Q03393",7,145
"Q03405",23,335
"Q03426",1,396
"Q03431",27,502
"Q03431",586,593
"Q03468",84,160
"Q03518",61,808
"Q03519",1,686
"Q03591",19,143
"Q03591",205,329
"Q03692",521,680
"Q03721",1,30
"Q03933",7,115
"Q04206",20,320
"Q04206",521,551
"Q04446",1,702
"Q04609",44,750
"Q04637",172,203
"Q04637",592,653
"Q04637",1233,1571
"Q04656",1,79
"Q04656",164,246
"Q04656",275,352
"Q04656",375,446
"Q04656",486,558
"Q04656",562,633
"Q04656",806,924
"Q04656",1051,1231
"Q04721",414,532
"Q04721",1423,1677
"Q04724",1,156
"Q04724",436,770
"Q04756",373,655
"Q04759",1,125
"Q04759",144,213
"Q04759",227,284
"Q04759",361,706
"Q04760",1,184
"Q04771",172,509
"Q04828",1,323
"Q04837",16,148
"Q04912",25,683
"Q04912",1060,1357
"Q04917",1,246
"Q05048",80,431
"Q05066",56,140
"Q05086",24,87
"Q05086",400,418
"Q05086",518,875
"Q05193",1,864
"Q05195",5,28
"Q05195",57,136
"Q05209",1,305
"Q05209",328,344
"Q05315",1,142
"Q05329",88,584
"Q05397",31,405
"Q05397",410,689
"Q05397",805,832
"Q05397",891,1052
"Q05516",6,126
"Q05586",1,847
"Q05586",875,898
"Q05639",343,355
"Q05655",1,123
"Q05655",149,218
"Q05823",1,719
"Q05923",170,314
"Q05BQ5",130,566
"Q06124",1,539
"Q06124",575,587
"Q06141",27,175
"Q06187",2,170
"Q06187",211,659
"Q06190",786,1070
"Q06210",1,699
"Q06265",1,439
"Q06278",1,1338
"Q06323",4,63
"Q06323",104,242
"Q06330",22,466
"Q06418",41,222
"Q06455",119,225
"Q06455",335,403
"Q06455",437,467
"Q06455",505,559
"Q06481",307,320
"Q06481",323,360
"Q06481",373,569
"Q06520",1,285
"Q06609",1,339
"Q06643",86,244
"Q06710",1,143
"Q06787",1,213
"Q06787",216,438
"Q06787",527,544
"Q06828",18,376
"Q06830",1,199
"Q07011",23,180
"Q07020",1,188
"Q07021",74,282
"Q07075",76,957
"Q07108",64,199
"Q07157",18,110
"Q07157",182,273
"Q07157",417,888
"Q07157",1631,1748
"Q07343",122,736
"Q07617",622,742
"Q07654",36,94
"Q07666",97,135
"Q07666",365,419
"Q07699",1,218
"Q07812",1,192
"Q07817",1,20
"Q07817",22,23
"Q07817",29,44
"Q07817",52,91
"Q07817",168,233
"Q07820",73,88
"Q07820",163,350
"Q07864",2142,2286
"Q07866",185,497
"Q07869",192,468
"Q07889",1,1049
"Q07889",1155,1167
"Q07890",562,1047
"Q07912",109,392
"Q07912",446,489
"Q07954",851,893
"Q07954",932,1054
"Q07954",1059,1100
"Q07954",2770,2817
"Q07955",1,96
"Q07955",105,230
"Q07960",1,439
"Q08043",26,273
"Q08050",222,360
"Q08116",63,205
"Q08174",58,503
"Q08188",2,693
"Q08209",1,521
"Q08211",1,91
"Q08211",152,264
"Q08211",329,563
"Q08257",1,329
"Q08334",19,220
"Q08345",1,913
"Q08379",13,60
"Q08379",980,1002
"Q08380",18,250
"Q08493",306,663
"Q08495",341,405
"Q08499",250,280
"Q08499",299,809
"Q08554",135,676
"Q08623",1,228
"Q08722",19,141
"Q08881",113,239
"Q08881",354,620
"Q08945",1,100
"Q08945",174,437
"Q08945",551,617
"Q08999",416,423
"Q08AE8",20,237
"Q08AH3",15,577
"Q09013",10,420
"Q09013",460,537
"Q09028",1,425
"Q09161",1,790
"Q09328",121,741
"Q09428",1,1581
"Q09472",323,423
"Q09472",1040,1168
"Q09472",1287,1519
"Q09472",1581,1713
"Q09472",1723,1836
"Q09666",5654,5673
"Q0D2I5",450,525
"Q0JRZ9",3,274
"Q0VGL1",1,99
"Q0Z7S8",1,132
"Q10469",29,447
"Q10471",1,571
"Q10567",1,584
"Q10570",1,1443
"Q10587",257,295
"Q10588",33,297
"Q10589",1,161
"Q12756",1,361
"Q12756",430,607
"Q12769",1,1436
"Q12772",343,403
"Q12778",19,29
"Q12778",143,272
"Q12791",66,284
"Q12791",394,1236
"Q12794",22,435
"Q12797",330,758
"Q12802",1246,1268
"Q12802",1968,2346
"Q12809",1,1159
"Q12824",2,113
"Q12824",183,265
"Q12824",351,385
"Q12830",2865,3037
"Q12834",1,499
"Q12840",1,340
"Q12849",140,245
"Q12849",400,480
"Q12852",115,402
"Q12860",133,329
"Q12860",798,903
"Q12866",373,483
"Q12866",570,864
"Q12872",189,282
"Q12872",436,522
"Q12874",1,501
"Q12879",1,842
"Q12879",1449,1464
"Q12884",39,757
"Q12888",359,373
"Q12888",663,677
"Q12888",1459,1634
"Q12888",1665,1686
"Q12888",1713,1972
"Q12904",1,312
"Q12906",520,600
"Q12913",366,456
"Q12913",1016,1311
"Q12918",90,225
"Q12923",1086,1178
"Q12923",1358,1459
"Q12923",2163,2477
"Q12929",699,784
"Q12931",60,561
"Q12933",1,133
"Q12933",266,501
"Q12955",4088,4199
"Q12959",2,70
"Q12959",75,75
"Q12959",220,410
"Q12959",457,555
"Q12959",712,904
"Q12962",1,218
"Q12967",775,914
"Q12968",141,154
"Q12972",158,216
"Q12974",1,167
"Q12980",1,569
"Q12983",211,255
"Q12988",1,149
"Q12996",1,717
"Q13002",429,544
"Q13002",667,806
"Q13007",52,206
"Q13009",429,702
"Q13009",835,935
"Q13011",39,322
"Q13017",590,763
"Q13017",1245,1456
"Q13018",1108,1234
"Q13029",1,161
"Q13033",86,131
"Q13033",165,190
"Q13042",1,620
"Q13043",2,311
"Q13043",343,356
"Q13043",358,374
"Q13043",432,480
"Q13049",7,93
"Q13075",139,244
"Q13077",181,416
"Q13084",1,256
"Q13085",1,2346
"Q13093",46,429
"Q13094",1,83
"Q13094",122,136
"Q13094",185,194
"Q13094",232,241
"Q13098",1,491
"Q13105",1,115
"Q13105",304,414
"Q13105",416,581
"Q13105",714,742
"Q13107",1,230
"Q13107",296,490
"Q13107",765,932
"Q13114",43,101
"Q13114",341,568
