"Uniprot_ID","Start_Coverage_IDR","End_Coverage_IDR","Sequence_Length","N_Terminal_Status","C_Terminal_Status","Non_Tail_Status","FD_IDR_terminal_dist","Start_Coverage_FD","End_Coverage_FD","IDR_Length","FD_Length"
"P35613",346,385,385,0,1,0,-39,23,385,39,362
"Q8WZ64",80,171,1704,0,0,1,NA,NA,NA,91,NA
"Q8WZ64",223,242,1704,0,0,1,NA,NA,NA,19,NA
"Q8WZ64",286,306,1704,0,0,1,NA,NA,NA,20,NA
"Q8WZ64",1546,1565,1704,0,0,1,NA,NA,NA,19,NA
"Q8WZ64",1616,1676,1704,0,0,1,NA,NA,NA,60,NA
"Q9UDT6",1,74,1046,1,0,0,-6,68,149,73,81
"Q9UDT6",141,215,1046,0,0,1,NA,NA,NA,74,NA
"Q9UDT6",293,344,1046,0,0,1,NA,NA,NA,51,NA
"Q9UDT6",1011,1046,1046,0,1,0,722,219,289,35,70
"P06681",707,727,752,0,0,1,NA,NA,NA,20,NA
"P01889",62,81,362,0,0,1,NA,NA,NA,19,NA
"P01889",335,362,362,0,1,0,-27,1,362,27,361
"O95822",1,33,493,1,0,0,6,39,493,32,454
"Q9UBX2",1,30,424,1,0,0,-29,1,155,29,154
"Q9UBX2",67,106,424,0,0,1,NA,NA,NA,39,NA
"Q9UBX2",141,424,424,0,1,0,-14,1,155,283,154
"Q13115",20,40,394,0,0,1,NA,NA,NA,20,NA
"Q13115",343,362,394,0,0,1,NA,NA,NA,19,NA
"Q8IX07",1,136,1006,1,0,0,-135,1,15,135,14
"Q8IX07",191,217,1006,0,0,1,NA,NA,NA,26,NA
"Q8IX07",375,518,1006,0,0,1,NA,NA,NA,143,NA
"Q8IX07",604,813,1006,0,0,1,NA,NA,NA,209,NA
"Q8IX07",876,974,1006,0,0,1,NA,NA,NA,98,NA
"O75636",41,85,299,0,0,1,NA,NA,NA,44,NA
"Q9UGP5",1,22,575,1,0,0,12,34,135,21,101
"Q9UGP5",137,212,575,0,0,1,NA,NA,NA,75,NA
"Q6NZ36",1,31,180,1,0,0,109,140,180,30,40
"Q6NZ36",58,90,180,0,0,1,NA,NA,NA,32,NA
"Q6NZ36",106,139,180,0,0,1,NA,NA,NA,33,NA
"P34897",28,55,504,0,0,1,NA,NA,NA,27,NA
"P49005",1,22,469,1,0,0,-21,1,469,21,468
"Q96AC1",133,183,680,0,0,1,NA,NA,NA,50,NA
"Q99418",44,72,400,0,0,1,NA,NA,NA,28,NA
"Q96DC8",31,52,303,0,0,1,NA,NA,NA,21,NA
"Q9BZP6",393,432,476,0,0,1,NA,NA,NA,39,NA
"Q12834",1,115,499,1,0,0,-114,1,499,114,498
"Q12834",477,499,499,0,1,0,-22,1,499,22,498
"Q9BZJ0",77,114,848,0,0,1,NA,NA,NA,37,NA
"Q9BZJ0",763,797,848,0,0,1,NA,NA,NA,34,NA
"Q9BZJ0",824,848,848,0,1,0,-24,1,848,24,847
"Q7Z4H4",21,102,148,0,0,1,NA,NA,NA,81,NA
"Q7Z4H4",129,148,148,0,1,0,-18,129,147,19,18
"Q7L5N1",1,21,327,1,0,0,-20,1,327,20,326
"P10109",21,64,184,0,0,1,NA,NA,NA,43,NA
"Q6P6C2",1,86,394,1,0,0,-20,66,294,85,228
"Q6P6C2",290,394,394,0,1,0,-4,66,294,104,228
"Q8WXD9",347,476,1431,0,0,1,NA,NA,NA,129,NA
"Q8WXD9",613,1431,1431,0,1,0,0,470,613,818,143
"P49761",1,136,638,1,0,0,13,149,638,135,489
"P49761",150,291,638,0,0,1,NA,NA,NA,141,NA
"Q8NHS0",157,232,232,0,1,0,78,1,79,75,78
"P63145",97,128,666,0,0,1,NA,NA,NA,31,NA
"P63145",158,304,666,0,0,1,NA,NA,NA,146,NA
"P63145",596,666,666,0,1,0,68,283,528,70,245
"Q5TDH0",74,139,399,0,0,1,NA,NA,NA,65,NA
"Q5TDH0",369,399,399,0,1,0,9,116,360,30,244
"Q92947",28,47,438,0,0,1,NA,NA,NA,19,NA
"Q92947",181,203,438,0,0,1,NA,NA,NA,22,NA
"Q13480",120,421,694,0,0,1,NA,NA,NA,301,NA
"Q13480",444,694,694,0,1,0,-189,621,633,250,12
"P41161",1,24,510,1,0,0,341,365,462,23,97
"P41161",74,103,510,0,0,1,NA,NA,NA,29,NA
"P41161",125,302,510,0,0,1,NA,NA,NA,177,NA
"Q9UHN1",20,67,485,0,0,1,NA,NA,NA,47,NA
"P20930",89,3997,4061,0,0,1,NA,NA,NA,3908,NA
"Q92841",15,123,729,0,0,1,NA,NA,NA,108,NA
"Q92841",548,632,729,0,0,1,NA,NA,NA,84,NA
"Q92841",655,729,729,0,1,0,99,111,556,74,445
"Q9BX63",94,153,1249,0,0,1,NA,NA,NA,59,NA
"Q9BX63",1015,1049,1249,0,0,1,NA,NA,NA,34,NA
"Q9BX63",1085,1156,1249,0,0,1,NA,NA,NA,71,NA
"Q96N67",133,254,2140,0,0,1,NA,NA,NA,121,NA
"Q96N67",414,459,2140,0,0,1,NA,NA,NA,45,NA
"Q96N67",856,972,2140,0,0,1,NA,NA,NA,116,NA
"Q96N67",1141,1163,2140,0,0,1,NA,NA,NA,22,NA
"Q96N67",1420,1441,2140,0,0,1,NA,NA,NA,21,NA
"P25685",65,93,340,0,0,1,NA,NA,NA,28,NA
"P25685",114,168,340,0,0,1,NA,NA,NA,54,NA
"Q02153",576,619,619,0,1,0,-43,1,619,43,618
"O75521",118,139,394,0,0,1,NA,NA,NA,21,NA
"P55210",1,32,303,1,0,0,-31,1,303,31,302
"Q96LW7",141,160,228,0,0,1,NA,NA,NA,19,NA
"P25440",1,29,801,1,0,0,38,67,200,28,133
"P25440",51,74,801,0,0,1,NA,NA,NA,23,NA
"P25440",250,349,801,0,0,1,NA,NA,NA,99,NA
"P25440",452,691,801,0,0,1,NA,NA,NA,239,NA
"P25440",709,801,801,0,1,0,-41,621,750,92,129
"Q9Y3E2",112,137,137,0,1,0,-25,21,137,25,116
"P51681",332,352,352,0,1,0,-20,227,352,20,125
"O00305",1,90,520,1,0,0,-40,50,92,89,42
"O00305",165,212,520,0,0,1,NA,NA,NA,47,NA
"O00305",404,520,520,0,1,0,312,50,92,116,42
"P40198",187,222,252,0,0,1,NA,NA,NA,35,NA
"P49760",1,149,499,1,0,0,-148,1,499,148,498
"Q9HAZ1",1,49,481,1,0,0,97,146,480,48,334
"Q9HAZ1",77,152,481,0,0,1,NA,NA,NA,75,NA
"O43521",1,77,198,1,0,0,31,108,116,76,8
"O43521",89,121,198,0,0,1,NA,NA,NA,32,NA
"Q9Y478",1,47,270,1,0,0,-46,1,270,46,269
"P49748",17,69,655,0,0,1,NA,NA,NA,52,NA
"Q13439",1,133,2230,1,0,0,2036,2169,2222,132,53
"Q13439",257,278,2230,0,0,1,NA,NA,NA,21,NA
"Q13439",711,741,2230,0,0,1,NA,NA,NA,30,NA
"Q13439",1180,1202,2230,0,0,1,NA,NA,NA,22,NA
"Q13439",1499,1520,2230,0,0,1,NA,NA,NA,21,NA
"Q13439",1660,1682,2230,0,0,1,NA,NA,NA,22,NA
"Q13439",1886,1920,2230,0,0,1,NA,NA,NA,34,NA
"Q08379",1,127,1002,1,0,0,-114,13,60,126,47
"Q08379",407,494,1002,0,0,1,NA,NA,NA,87,NA
"Q08379",656,734,1002,0,0,1,NA,NA,NA,78,NA
"Q08379",774,801,1002,0,0,1,NA,NA,NA,27,NA
"Q08379",903,986,1002,0,0,1,NA,NA,NA,83,NA
"P16591",384,414,822,0,0,1,NA,NA,NA,30,NA
"P57764",171,204,484,0,0,1,NA,NA,NA,33,NA
"P57764",239,258,484,0,0,1,NA,NA,NA,19,NA
"P78352",14,41,724,0,0,1,NA,NA,NA,27,NA
"P78352",275,305,724,0,0,1,NA,NA,NA,30,NA
"P78352",499,519,724,0,0,1,NA,NA,NA,20,NA
"O15372",1,35,352,1,0,0,-34,1,221,34,220
"O15372",261,316,352,0,0,1,NA,NA,NA,55,NA
"O00602",52,116,326,0,0,1,NA,NA,NA,64,NA
"P99999",22,50,105,0,0,1,NA,NA,NA,28,NA
"P56178",1,67,289,1,0,0,68,135,198,66,63
"P56178",108,138,289,0,0,1,NA,NA,NA,30,NA
"P56178",194,289,289,0,1,0,-4,135,198,95,63
"Q07108",1,32,199,1,0,0,32,64,199,31,135
"P20290",1,82,206,1,0,0,15,97,162,81,65
"P20290",169,206,206,0,1,0,7,97,162,37,65
"Q13740",556,583,583,0,1,0,-27,1,583,27,582
"Q9Y4K1",1,541,1723,1,0,0,481,1022,1117,540,95
"Q9Y4K1",557,583,1723,0,0,1,NA,NA,NA,26,NA
"Q9Y4K1",602,699,1723,0,0,1,NA,NA,NA,97,NA
"Q9Y4K1",714,734,1723,0,0,1,NA,NA,NA,20,NA
"Q9Y4K1",755,826,1723,0,0,1,NA,NA,NA,71,NA
"Q9Y4K1",858,957,1723,0,0,1,NA,NA,NA,99,NA
"Q9Y4K1",1425,1447,1723,0,0,1,NA,NA,NA,22,NA
"Q96JM3",84,573,812,0,0,1,NA,NA,NA,489,NA
"Q96JM3",601,681,812,0,0,1,NA,NA,NA,80,NA
"O75366",501,520,819,0,0,1,NA,NA,NA,19,NA
"P55290",151,178,713,0,0,1,NA,NA,NA,27,NA
"Q13625",84,123,1128,0,0,1,NA,NA,NA,39,NA
"Q13625",319,344,1128,0,0,1,NA,NA,NA,25,NA
"Q13625",377,600,1128,0,0,1,NA,NA,NA,223,NA
"Q13625",617,750,1128,0,0,1,NA,NA,NA,133,NA
"Q13625",765,915,1128,0,0,1,NA,NA,NA,150,NA
"Q14055",22,524,689,0,0,1,NA,NA,NA,502,NA
"Q14055",551,666,689,0,0,1,NA,NA,NA,115,NA
"P39060",39,110,1754,0,0,1,NA,NA,NA,71,NA
"P39060",130,259,1754,0,0,1,NA,NA,NA,129,NA
"P39060",636,1445,1754,0,0,1,NA,NA,NA,809,NA
"P39060",1488,1575,1754,0,0,1,NA,NA,NA,87,NA
"Q93088",359,406,406,0,1,0,-47,1,406,47,405
"P02746",31,119,253,0,0,1,NA,NA,NA,88,NA
"Q66K64",1,34,600,1,0,0,-33,1,600,33,599
"Q66K64",274,318,600,0,0,1,NA,NA,NA,44,NA
"Q66K64",334,358,600,0,0,1,NA,NA,NA,24,NA
"Q66K64",365,384,600,0,0,1,NA,NA,NA,19,NA
"Q9H816",346,394,532,0,0,1,NA,NA,NA,48,NA
"Q9H816",444,489,532,0,0,1,NA,NA,NA,45,NA
"Q13255",136,158,1194,0,0,1,NA,NA,NA,22,NA
"Q13255",882,909,1194,0,0,1,NA,NA,NA,27,NA
"Q13255",958,1194,1194,0,1,0,98,581,860,236,279
"O60861",63,190,476,0,0,1,NA,NA,NA,127,NA
"Q9NZT1",1,25,146,1,0,0,51,76,146,24,70
"Q8N8U2",62,194,506,0,0,1,NA,NA,NA,132,NA
"Q15059",1,38,726,1,0,0,-14,24,155,37,131
"Q15059",145,192,726,0,0,1,NA,NA,NA,47,NA
"Q15059",207,308,726,0,0,1,NA,NA,NA,101,NA
"Q15059",416,726,726,0,1,0,0,306,416,310,110
"Q13137",239,304,446,0,0,1,NA,NA,NA,65,NA
"Q13137",359,392,446,0,0,1,NA,NA,NA,33,NA
"O14936",457,483,926,0,0,1,NA,NA,NA,26,NA
"O14936",569,615,926,0,0,1,NA,NA,NA,46,NA
"O14936",766,786,926,0,0,1,NA,NA,NA,20,NA
"P55064",246,265,265,0,1,0,-19,1,265,19,264
"P20849",246,921,921,0,1,0,-22,24,268,675,244
"Q9Y6J0",1,28,2220,1,0,0,2128,2156,2190,27,34
"Q9Y6J0",289,311,2220,0,0,1,NA,NA,NA,22,NA
"Q9Y6J0",350,403,2220,0,0,1,NA,NA,NA,53,NA
"Q9Y6J0",1295,1497,2220,0,0,1,NA,NA,NA,202,NA
"Q9Y6J0",1665,1856,2220,0,0,1,NA,NA,NA,191,NA
"Q9Y6J0",1912,2173,2220,0,0,1,NA,NA,NA,261,NA
"Q9Y6J0",2195,2220,2220,0,1,0,5,2156,2190,25,34
"Q02410",1,151,837,1,0,0,302,453,623,150,170
"Q02410",220,455,837,0,0,1,NA,NA,NA,235,NA
"Q02410",494,517,837,0,0,1,NA,NA,NA,23,NA
"Q4VCS5",1,109,1084,1,0,0,163,272,293,108,21
"Q4VCS5",137,431,1084,0,0,1,NA,NA,NA,294,NA
"Q4VCS5",541,571,1084,0,0,1,NA,NA,NA,30,NA
"Q4VCS5",799,818,1084,0,0,1,NA,NA,NA,19,NA
"Q4VCS5",834,877,1084,0,0,1,NA,NA,NA,43,NA
"Q4VCS5",978,1061,1084,0,0,1,NA,NA,NA,83,NA
"Q9Y6D6",45,68,1849,0,0,1,NA,NA,NA,23,NA
"Q9Y6D6",213,327,1849,0,0,1,NA,NA,NA,114,NA
"Q9Y6D6",346,415,1849,0,0,1,NA,NA,NA,69,NA
"Q9Y6D6",631,692,1849,0,0,1,NA,NA,NA,61,NA
"Q9Y6D6",1542,1563,1849,0,0,1,NA,NA,NA,21,NA
"Q9P2W7",34,57,334,0,0,1,NA,NA,NA,23,NA
"P35670",228,250,1465,0,0,1,NA,NA,NA,22,NA
"P35670",320,355,1465,0,0,1,NA,NA,NA,35,NA
"P35670",433,482,1465,0,0,1,NA,NA,NA,49,NA
"P35670",1429,1465,1465,0,1,0,233,1032,1196,36,164
"Q9BZ11",177,206,813,0,0,1,NA,NA,NA,29,NA
"Q9BZ11",737,813,813,0,1,0,328,204,409,76,205
"P02708",375,412,482,0,0,1,NA,NA,NA,37,NA
"P55318",48,112,350,0,0,1,NA,NA,NA,64,NA
"P55318",181,202,350,0,0,1,NA,NA,NA,21,NA
"P55318",216,287,350,0,0,1,NA,NA,NA,71,NA
"P55318",310,333,350,0,0,1,NA,NA,NA,23,NA
"Q96RT1",460,575,1412,0,0,1,NA,NA,NA,115,NA
"Q96RT1",590,684,1412,0,0,1,NA,NA,NA,94,NA
"Q96RT1",800,871,1412,0,0,1,NA,NA,NA,71,NA
"Q96RT1",946,976,1412,0,0,1,NA,NA,NA,30,NA
"Q96RT1",990,1034,1412,0,0,1,NA,NA,NA,44,NA
"Q96RT1",1069,1286,1412,0,0,1,NA,NA,NA,217,NA
"Q96RT1",1333,1358,1412,0,0,1,NA,NA,NA,25,NA
"P26641",217,282,437,0,0,1,NA,NA,NA,65,NA
"Q9Y3I1",82,161,522,0,0,1,NA,NA,NA,79,NA
"Q9Y3I1",436,522,522,0,1,0,101,180,335,86,155
"P24863",250,283,283,0,1,0,-33,1,283,33,282
"P30281",253,292,292,0,1,0,-39,1,292,39,291
"P38936",71,164,164,0,1,0,-14,9,85,93,76
"Q96DE5",1,35,110,1,0,0,-34,1,110,34,109
"Q92888",1,49,912,1,0,0,-48,1,766,48,765
"Q92888",233,414,912,0,0,1,NA,NA,NA,181,NA
"Q92888",758,805,912,0,0,1,NA,NA,NA,47,NA
"Q92888",839,867,912,0,0,1,NA,NA,NA,28,NA
"P20248",1,97,432,1,0,0,-96,1,432,96,431
"P20248",128,150,432,0,0,1,NA,NA,NA,22,NA
"P83916",1,20,185,1,0,0,0,20,73,19,53
"P83916",42,126,185,0,0,1,NA,NA,NA,84,NA
"Q9H1I8",1,29,757,1,0,0,434,463,525,28,62
"Q9H1I8",406,430,757,0,0,1,NA,NA,NA,24,NA
"Q9H1I8",554,578,757,0,0,1,NA,NA,NA,24,NA
"Q9H1I8",595,757,757,0,1,0,70,463,525,162,62
"Q5H9F3",26,46,1711,0,0,1,NA,NA,NA,20,NA
"Q5H9F3",63,143,1711,0,0,1,NA,NA,NA,80,NA
"Q5H9F3",284,304,1711,0,0,1,NA,NA,NA,20,NA
"Q5H9F3",336,404,1711,0,0,1,NA,NA,NA,68,NA
"Q5H9F3",525,684,1711,0,0,1,NA,NA,NA,159,NA
"Q5H9F3",731,805,1711,0,0,1,NA,NA,NA,74,NA
"Q5H9F3",852,907,1711,0,0,1,NA,NA,NA,55,NA
"Q5H9F3",933,979,1711,0,0,1,NA,NA,NA,46,NA
"Q5H9F3",1085,1428,1711,0,0,1,NA,NA,NA,343,NA
"Q5H9F3",1576,1595,1711,0,0,1,NA,NA,NA,19,NA
"Q5H9F3",1667,1688,1711,0,0,1,NA,NA,NA,21,NA
"P49711",20,49,727,0,0,1,NA,NA,NA,29,NA
"P49711",171,215,727,0,0,1,NA,NA,NA,44,NA
"P49711",244,263,727,0,0,1,NA,NA,NA,19,NA
"P49711",568,727,727,0,1,0,-159,1,727,159,726
"P30533",26,54,357,0,0,1,NA,NA,NA,28,NA
"P30533",129,150,357,0,0,1,NA,NA,NA,21,NA
"P30533",306,325,357,0,0,1,NA,NA,NA,19,NA
"Q9BRD0",1,581,619,1,0,0,-580,1,619,580,618
"O00767",1,33,359,1,0,0,12,45,359,32,314
"P02747",32,117,245,0,0,1,NA,NA,NA,85,NA
"Q6PL18",1,22,1390,1,0,0,959,981,1108,21,127
"Q6PL18",39,129,1390,0,0,1,NA,NA,NA,90,NA
"Q6PL18",184,382,1390,0,0,1,NA,NA,NA,198,NA
"Q6PL18",1105,1259,1390,0,0,1,NA,NA,NA,154,NA
"P29274",333,412,412,0,1,0,15,1,318,79,317
"Q15303",1039,1062,1308,0,0,1,NA,NA,NA,23,NA
"Q15303",1112,1202,1308,0,0,1,NA,NA,NA,90,NA
"Q15303",1289,1308,1308,0,1,0,260,690,1029,19,339
"Q92945",1,150,711,1,0,0,-20,130,218,149,88
"Q92945",170,234,711,0,0,1,NA,NA,NA,64,NA
"Q92945",306,331,711,0,0,1,NA,NA,NA,25,NA
"Q92945",390,431,711,0,0,1,NA,NA,NA,41,NA
"Q92945",492,711,711,0,1,0,-33,423,525,219,102
"O60547",1,22,372,1,0,0,1,23,372,21,349
"Q92731",1,20,530,1,0,0,231,251,530,19,279
"Q92731",60,80,530,0,0,1,NA,NA,NA,20,NA
"Q92731",505,530,530,0,1,0,-25,251,530,25,279
"Q8IVW4",313,332,592,0,0,1,NA,NA,NA,19,NA
"Q8IVW4",367,435,592,0,0,1,NA,NA,NA,68,NA
"Q8IVW4",450,592,592,0,1,0,126,1,324,142,323
"Q9NWT8",93,121,199,0,0,1,NA,NA,NA,28,NA
"Q8N126",149,187,398,0,0,1,NA,NA,NA,38,NA
"Q8N126",367,398,398,0,1,0,232,25,135,31,110
"Q9H1A4",285,354,1944,0,0,1,NA,NA,NA,69,NA
"Q9H1A4",369,398,1944,0,0,1,NA,NA,NA,29,NA
"Q9H1A4",516,538,1944,0,0,1,NA,NA,NA,22,NA
"Q9H1A4",988,1021,1944,0,0,1,NA,NA,NA,33,NA
"Q9H1A4",1102,1124,1944,0,0,1,NA,NA,NA,22,NA
"Q5T280",1,73,376,1,0,0,-9,64,376,72,312
"Q5T280",177,207,376,0,0,1,NA,NA,NA,30,NA
"P17676",42,135,345,0,0,1,NA,NA,NA,93,NA
"P17676",150,201,345,0,0,1,NA,NA,NA,51,NA
"P17676",215,296,345,0,0,1,NA,NA,NA,81,NA
"O14520",303,342,342,0,1,0,-39,1,342,39,341
"Q8N6T3",123,162,406,0,0,1,NA,NA,NA,39,NA
"Q8N6T3",180,200,406,0,0,1,NA,NA,NA,20,NA
"Q8N6T3",223,254,406,0,0,1,NA,NA,NA,31,NA
"Q8N6T3",295,406,406,0,1,0,155,1,140,111,139
"Q9H165",1,44,835,1,0,0,-42,2,16,43,14
"Q9H165",79,101,835,0,0,1,NA,NA,NA,22,NA
"Q9H165",206,230,835,0,0,1,NA,NA,NA,24,NA
"Q9H165",251,277,835,0,0,1,NA,NA,NA,26,NA
"Q9H165",308,378,835,0,0,1,NA,NA,NA,70,NA
"Q9H165",418,536,835,0,0,1,NA,NA,NA,118,NA
"Q9H165",570,655,835,0,0,1,NA,NA,NA,85,NA
"Q9H165",672,742,835,0,0,1,NA,NA,NA,70,NA
"Q9NR09",458,499,4857,0,0,1,NA,NA,NA,41,NA
"Q9NR09",538,559,4857,0,0,1,NA,NA,NA,21,NA
"Q9NR09",575,620,4857,0,0,1,NA,NA,NA,45,NA
"Q9NR09",984,1007,4857,0,0,1,NA,NA,NA,23,NA
"Q9NR09",1049,1078,4857,0,0,1,NA,NA,NA,29,NA
"Q9NR09",1270,1289,4857,0,0,1,NA,NA,NA,19,NA
"Q9NR09",2943,2975,4857,0,0,1,NA,NA,NA,32,NA
"Q9NR09",3569,3601,4857,0,0,1,NA,NA,NA,32,NA
"Q9NR09",3724,3748,4857,0,0,1,NA,NA,NA,24,NA
"Q9NR09",3881,3950,4857,0,0,1,NA,NA,NA,69,NA
"Q9NR09",4017,4051,4857,0,0,1,NA,NA,NA,34,NA
"Q9NR09",4257,4302,4857,0,0,1,NA,NA,NA,45,NA
"Q9NR09",4454,4475,4857,0,0,1,NA,NA,NA,21,NA
"Q9NR09",4708,4728,4857,0,0,1,NA,NA,NA,20,NA
"Q9NR09",4812,4857,4857,0,1,0,-8,4498,4820,45,322
"P10398",158,301,606,0,0,1,NA,NA,NA,143,NA
"P11274",1,31,1271,1,0,0,-30,1,72,30,71
"P11274",64,489,1271,0,0,1,NA,NA,NA,425,NA
"P30622",1,21,1438,1,0,0,-20,1,141,20,140
"P30622",35,54,1438,0,0,1,NA,NA,NA,19,NA
"P30622",119,209,1438,0,0,1,NA,NA,NA,90,NA
"P30622",301,342,1438,0,0,1,NA,NA,NA,41,NA
"P30622",449,472,1438,0,0,1,NA,NA,NA,23,NA
"P30622",983,1041,1438,0,0,1,NA,NA,NA,58,NA
"P30622",1056,1128,1438,0,0,1,NA,NA,NA,72,NA
"P30622",1294,1327,1438,0,0,1,NA,NA,NA,33,NA
"P30622",1346,1414,1438,0,0,1,NA,NA,NA,68,NA
"P15336",122,165,505,0,0,1,NA,NA,NA,43,NA
"P15336",188,215,505,0,0,1,NA,NA,NA,27,NA
"P15336",252,394,505,0,0,1,NA,NA,NA,142,NA
"P15336",420,505,505,0,1,0,6,354,414,85,60
"Q9UBS3",130,155,223,0,0,1,NA,NA,NA,25,NA
"P33316",23,108,252,0,0,1,NA,NA,NA,85,NA
"Q7Z2Z2",187,215,1120,0,0,1,NA,NA,NA,28,NA
"Q7Z2Z2",425,500,1120,0,0,1,NA,NA,NA,75,NA
"Q7Z2Z2",906,951,1120,0,0,1,NA,NA,NA,45,NA
"Q96SD1",363,400,692,0,0,1,NA,NA,NA,37,NA
"Q96SD1",503,668,692,0,0,1,NA,NA,NA,165,NA
"P26378",1,51,385,1,0,0,-2,49,215,50,166
"P26378",196,227,385,0,0,1,NA,NA,NA,31,NA
"Q8N6R0",426,463,699,0,0,1,NA,NA,NA,37,NA
"P12838",20,41,97,0,0,1,NA,NA,NA,21,NA
"P22607",54,77,806,0,0,1,NA,NA,NA,23,NA
"P22607",124,157,806,0,0,1,NA,NA,NA,33,NA
"P22607",759,806,806,0,1,0,0,449,759,47,310
"P51813",181,234,675,0,0,1,NA,NA,NA,53,NA
"P51813",248,290,675,0,0,1,NA,NA,NA,42,NA
"P38398",228,345,1863,0,0,1,NA,NA,NA,117,NA
"P38398",390,409,1863,0,0,1,NA,NA,NA,19,NA
"P38398",494,754,1863,0,0,1,NA,NA,NA,260,NA
"P38398",816,835,1863,0,0,1,NA,NA,NA,19,NA
"P38398",868,921,1863,0,0,1,NA,NA,NA,53,NA
"P38398",1001,1026,1863,0,0,1,NA,NA,NA,25,NA
"P38398",1039,1062,1863,0,0,1,NA,NA,NA,23,NA
"P38398",1128,1156,1863,0,0,1,NA,NA,NA,28,NA
"P38398",1181,1221,1863,0,0,1,NA,NA,NA,40,NA
"P38398",1305,1646,1863,0,0,1,NA,NA,NA,341,NA
"Q07912",86,115,1038,0,0,1,NA,NA,NA,29,NA
"Q07912",489,570,1038,0,0,1,NA,NA,NA,81,NA
"Q07912",600,643,1038,0,0,1,NA,NA,NA,43,NA
"Q07912",655,849,1038,0,0,1,NA,NA,NA,194,NA
"Q07912",873,958,1038,0,0,1,NA,NA,NA,85,NA
"O15194",1,27,276,1,0,0,55,82,267,26,185
"O15194",58,84,276,0,0,1,NA,NA,NA,26,NA
"Q9H6S1",193,212,392,0,0,1,NA,NA,NA,19,NA
"Q9H6S1",321,392,392,0,1,0,66,215,255,71,40
"P78325",688,824,824,0,1,0,285,196,403,136,207
"P12111",1610,1637,3177,0,0,1,NA,NA,NA,27,NA
"P12111",2037,2373,3177,0,0,1,NA,NA,NA,336,NA
"P12111",2850,2990,3177,0,0,1,NA,NA,NA,140,NA
"P12111",3070,3094,3177,0,0,1,NA,NA,NA,24,NA
"P23582",17,74,126,0,0,1,NA,NA,NA,57,NA
"P23582",88,109,126,0,0,1,NA,NA,NA,21,NA
"Q99958",152,294,501,0,0,1,NA,NA,NA,142,NA
"Q99958",352,439,501,0,0,1,NA,NA,NA,87,NA
"Q99958",465,490,501,0,0,1,NA,NA,NA,25,NA
"Q08554",114,138,894,0,0,1,NA,NA,NA,24,NA
"Q8N8Q3",249,282,282,0,1,0,-5,9,254,33,245
"O14490",1,47,977,1,0,0,323,370,384,46,14
"O14490",126,211,977,0,0,1,NA,NA,NA,85,NA
"O14490",324,377,977,0,0,1,NA,NA,NA,53,NA
"O14490",507,588,977,0,0,1,NA,NA,NA,81,NA
"O14490",652,680,977,0,0,1,NA,NA,NA,28,NA
"O14490",715,741,977,0,0,1,NA,NA,NA,26,NA
"O14490",897,977,977,0,1,0,513,370,384,80,14
"P42566",353,377,896,0,0,1,NA,NA,NA,24,NA
"P42566",451,501,896,0,0,1,NA,NA,NA,50,NA
"P42566",528,648,896,0,0,1,NA,NA,NA,120,NA
"P42566",665,896,896,0,1,0,11,640,654,231,14
"Q8IWT3",274,297,2517,0,0,1,NA,NA,NA,23,NA
"Q8IWT3",575,677,2517,0,0,1,NA,NA,NA,102,NA
"Q8IWT3",1431,1469,2517,0,0,1,NA,NA,NA,38,NA
"Q8IWT3",1663,1689,2517,0,0,1,NA,NA,NA,26,NA
"Q8IWT3",1953,1983,2517,0,0,1,NA,NA,NA,30,NA
"Q8IWT3",2441,2517,2517,0,1,0,1975,366,466,76,100
"Q49A26",16,36,553,0,0,1,NA,NA,NA,20,NA
"Q49A26",84,196,553,0,0,1,NA,NA,NA,112,NA
"Q8ND30",321,506,876,0,0,1,NA,NA,NA,185,NA
"Q8ND30",519,553,876,0,0,1,NA,NA,NA,34,NA
"Q8ND30",839,876,876,0,1,0,574,185,265,37,80
"Q13555",319,423,558,0,0,1,NA,NA,NA,104,NA
"Q5VV43",159,330,1072,0,0,1,NA,NA,NA,171,NA
"Q5VV43",1013,1072,1072,0,1,0,585,329,428,59,99
"P54819",148,172,239,0,0,1,NA,NA,NA,24,NA
"Q9BT23",1,31,127,1,0,0,2,33,104,30,71
"Q71DI3",1,49,136,1,0,0,-48,1,136,48,135
"Q9Y5Z4",1,42,205,1,0,0,-41,1,205,41,204
"O94806",23,53,890,0,0,1,NA,NA,NA,30,NA
"O94806",323,375,890,0,0,1,NA,NA,NA,52,NA
"O14964",219,407,777,0,0,1,NA,NA,NA,188,NA
"O14964",581,626,777,0,0,1,NA,NA,NA,45,NA
"O14964",643,700,777,0,0,1,NA,NA,NA,57,NA
"O14964",713,777,777,0,1,0,212,404,501,64,97
"P01876",41,64,353,0,0,1,NA,NA,NA,23,NA
"P01876",92,124,353,0,0,1,NA,NA,NA,32,NA
"Q16666",82,196,785,0,0,1,NA,NA,NA,114,NA
"Q16666",386,574,785,0,0,1,NA,NA,NA,188,NA
"Q9Y2I1",459,502,1504,0,0,1,NA,NA,NA,43,NA
"Q9Y2I1",520,577,1504,0,0,1,NA,NA,NA,57,NA
"Q9Y2I1",621,689,1504,0,0,1,NA,NA,NA,68,NA
"Q9Y2I1",1012,1127,1504,0,0,1,NA,NA,NA,115,NA
"P08473",1,22,750,1,0,0,30,52,750,21,698
