#File Plotted Below: p8_pa_errrors.txt

    #Fit from 0.01-0.15 with polymer MFF
#Initial search parameter for I0 = 0.024195974500000002
#Initial search parameter for Rg = 30.000000000000004
#Initial search parameter for nu = 0.499880565034448
#BestFit for I0 = 0.02865 +- 0.00013
#BestFit for I(0)/I0 = 1.00000 +- 0.00469
#BestFit for Rg = 24.26642 +- 0.10768
#BestFit for nu = 0.53887 +- 0.00971
#BestFit reduced chisquared = 1.43227
#-------------
#-------------

    #q,I(q),Error,fit,I(q)/I0,Error/I0,fit/I0,qRg,((qRg)^2)I(q)/I0,((qRg)^2)*Error/I0,((qRg)^2)*fit/I0
0.19279,0.00195,0.00016,0.00215,0.06818,0.00576,0.07488,4.67821,1.49215,0.12601,1.63882
0.19312,0.00184,0.00016,0.00214,0.06417,0.00562,0.07462,4.68631,1.40935,0.12342,1.63875
0.19345,0.00178,0.00016,0.00213,0.06218,0.00555,0.07436,4.69441,1.37036,0.12230,1.63867
0.19379,0.00174,0.00016,0.00212,0.06087,0.00550,0.07410,4.70251,1.34603,0.12168,1.63859
0.19412,0.00173,0.00016,0.00212,0.06046,0.00549,0.07384,4.71061,1.34165,0.12177,1.63851
0.19445,0.00142,0.00015,0.00211,0.04954,0.00507,0.07358,4.71871,1.10313,0.11283,1.63843
0.19479,0.00153,0.00015,0.00210,0.05355,0.00523,0.07333,4.72682,1.19638,0.11679,1.63835
0.19512,0.00156,0.00015,0.00209,0.05460,0.00527,0.07307,4.73492,1.22414,0.11811,1.63827
0.19546,0.00166,0.00015,0.00209,0.05781,0.00539,0.07282,4.74302,1.30061,0.12126,1.63819
0.19579,0.00215,0.00017,0.00208,0.07500,0.00598,0.07257,4.75112,1.69298,0.13502,1.63810
0.19612,0.00178,0.00016,0.00207,0.06225,0.00555,0.07232,4.75922,1.40994,0.12575,1.63802
0.19646,0.00188,0.00016,0.00206,0.06558,0.00567,0.07207,4.76732,1.49039,0.12884,1.63793
0.19679,0.00155,0.00015,0.00206,0.05423,0.00525,0.07182,4.77542,1.23665,0.11981,1.63785
0.19712,0.00176,0.00016,0.00205,0.06147,0.00552,0.07157,4.78352,1.40646,0.12640,1.63776
0.19746,0.00151,0.00015,0.00204,0.05272,0.00519,0.07133,4.79162,1.21034,0.11927,1.63767
0.19779,0.00175,0.00016,0.00204,0.06094,0.00550,0.07108,4.79972,1.40387,0.12682,1.63758
0.19813,0.00155,0.00015,0.00203,0.05406,0.00525,0.07084,4.80782,1.24955,0.12129,1.63749
0.19846,0.00179,0.00016,0.00202,0.06252,0.00556,0.07060,4.81592,1.44999,0.12899,1.63740
0.19879,0.00178,0.00016,0.00202,0.06230,0.00555,0.07036,4.82402,1.44976,0.12924,1.63731
0.19913,0.00166,0.00015,0.00201,0.05812,0.00540,0.07012,4.83212,1.35710,0.12612,1.63722
0.19946,0.00170,0.00016,0.00200,0.05923,0.00544,0.06988,4.84022,1.38758,0.12751,1.63712
0.19980,0.00156,0.00015,0.00199,0.05455,0.00527,0.06964,4.84833,1.28220,0.12379,1.63703
0.20013,0.00151,0.00015,0.00199,0.05284,0.00520,0.06941,4.85643,1.24613,0.12263,1.63694
0.20046,0.00132,0.00014,0.00198,0.04591,0.00492,0.06917,4.86453,1.08629,0.11631,1.63684
0.20080,0.00174,0.00016,0.00197,0.06087,0.00550,0.06894,4.87263,1.44525,0.13064,1.63674
0.20113,0.00170,0.00016,0.00197,0.05917,0.00544,0.06870,4.88073,1.40955,0.12960,1.63665
0.20146,0.00171,0.00016,0.00196,0.05954,0.00545,0.06847,4.88883,1.42308,0.13035,1.63655
0.20180,0.00157,0.00015,0.00195,0.05470,0.00527,0.06824,4.89693,1.31169,0.12642,1.63645
0.20213,0.00136,0.00014,0.00195,0.04754,0.00498,0.06801,4.90503,1.14368,0.11992,1.63635
0.20247,0.00145,0.00015,0.00194,0.05050,0.00511,0.06778,4.91313,1.21905,0.12326,1.63625
0.20280,0.00150,0.00015,0.00194,0.05237,0.00518,0.06756,4.92123,1.26830,0.12548,1.63615
0.20313,0.00165,0.00015,0.00193,0.05747,0.00538,0.06733,4.92933,1.39653,0.13066,1.63605
0.20347,0.00141,0.00014,0.00192,0.04925,0.00506,0.06711,4.93744,1.20060,0.12324,1.63594
0.20380,0.00143,0.00015,0.00192,0.05009,0.00509,0.06688,4.94554,1.22504,0.12448,1.63584
0.20414,0.00157,0.00015,0.00191,0.05479,0.00528,0.06666,4.95364,1.34450,0.12946,1.63573
0.20447,0.00150,0.00015,0.00190,0.05221,0.00517,0.06644,4.96174,1.28532,0.12740,1.63563
0.20480,0.00150,0.00015,0.00190,0.05221,0.00517,0.06622,4.96984,1.28958,0.12781,1.63552
0.20514,0.00166,0.00015,0.00189,0.05785,0.00539,0.06600,4.97794,1.43349,0.13360,1.63541
0.20547,0.00140,0.00014,0.00188,0.04901,0.00505,0.06578,4.98604,1.21831,0.12543,1.63530
0.20580,0.00132,0.00014,0.00188,0.04609,0.00492,0.06556,4.99414,1.14954,0.12279,1.63519
0.20614,0.00165,0.00015,0.00187,0.05760,0.00538,0.06534,5.00224,1.44132,0.13468,1.63508
0.20647,0.00150,0.00015,0.00187,0.05251,0.00519,0.06513,5.01034,1.31821,0.13020,1.63496
0.20681,0.00128,0.00014,0.00186,0.04472,0.00486,0.06491,5.01844,1.12624,0.12250,1.63485
0.20714,0.00150,0.00015,0.00185,0.05224,0.00518,0.06470,5.02654,1.31998,0.13078,1.63473
0.20747,0.00170,0.00016,0.00185,0.05923,0.00544,0.06449,5.03464,1.50127,0.13795,1.63462
0.20781,0.00137,0.00014,0.00184,0.04798,0.00500,0.06428,5.04274,1.22013,0.12722,1.63450
0.20814,0.00141,0.00014,0.00184,0.04927,0.00506,0.06407,5.05085,1.25698,0.12899,1.63438
0.20848,0.00119,0.00014,0.00183,0.04154,0.00472,0.06386,5.05895,1.06324,0.12087,1.63426
0.20881,0.00123,0.00014,0.00182,0.04306,0.00479,0.06365,5.06705,1.10547,0.12300,1.63414
0.20914,0.00176,0.00016,0.00182,0.06141,0.00552,0.06344,5.07515,1.58176,0.14223,1.63402
0.20948,0.00177,0.00016,0.00181,0.06188,0.00554,0.06323,5.08325,1.59894,0.14312,1.63389
0.20981,0.00136,0.00014,0.00181,0.04764,0.00499,0.06303,5.09135,1.23497,0.12932,1.63377
0.21014,0.00150,0.00015,0.00180,0.05226,0.00518,0.06282,5.09945,1.35893,0.13462,1.63365
0.21048,0.00143,0.00015,0.00179,0.04978,0.00508,0.06262,5.10755,1.29867,0.13245,1.63352
0.21081,0.00132,0.00014,0.00179,0.04597,0.00492,0.06241,5.11565,1.20300,0.12870,1.63339
0.21115,0.00095,0.00012,0.00178,0.03313,0.00431,0.06221,5.12375,0.86967,0.11325,1.63327
0.21148,0.00134,0.00014,0.00178,0.04681,0.00495,0.06201,5.13185,1.23284,0.13046,1.63314
0.21181,0.00125,0.00014,0.00177,0.04357,0.00481,0.06181,5.13995,1.15121,0.12717,1.63301
0.21215,0.00155,0.00015,0.00176,0.05399,0.00524,0.06161,5.14806,1.43079,0.13899,1.63288
0.21248,0.00137,0.00014,0.00176,0.04780,0.00500,0.06141,5.15616,1.27074,0.13280,1.63275
0.21281,0.00097,0.00012,0.00175,0.03393,0.00436,0.06122,5.16426,0.90495,0.11616,1.63262
0.21315,0.00116,0.00013,0.00175,0.04043,0.00467,0.06102,5.17236,1.08175,0.12499,1.63249
0.21348,0.00129,0.00014,0.00174,0.04497,0.00487,0.06082,5.18046,1.20682,0.13082,1.63235
0.21382,0.00145,0.00015,0.00174,0.05062,0.00511,0.06063,5.18856,1.36274,0.13760,1.63222
0.21415,0.00144,0.00015,0.00173,0.05038,0.00510,0.06044,5.19666,1.36051,0.13777,1.63209
0.21448,0.00133,0.00014,0.00173,0.04635,0.00493,0.06024,5.20476,1.25566,0.13367,1.63195
0.21482,0.00126,0.00014,0.00172,0.04403,0.00483,0.06005,5.21286,1.19655,0.13136,1.63182
0.21515,0.00101,0.00013,0.00171,0.03527,0.00442,0.05986,5.22096,0.96147,0.12058,1.63168
0.21549,0.00172,0.00016,0.00171,0.06022,0.00548,0.05967,5.22906,1.64651,0.14980,1.63155
0.21582,0.00122,0.00014,0.00170,0.04258,0.00477,0.05948,5.23716,1.16780,0.13081,1.63141
0.21615,0.00117,0.00013,0.00170,0.04069,0.00468,0.05929,5.24527,1.11939,0.12886,1.63127
0.21649,0.00116,0.00013,0.00169,0.04046,0.00467,0.05910,5.25337,1.11663,0.12897,1.63114
0.21682,0.00121,0.00014,0.00169,0.04223,0.00475,0.05892,5.26147,1.16919,0.13160,1.63100
0.21715,0.00112,0.00013,0.00168,0.03905,0.00461,0.05873,5.26957,1.08424,0.12793,1.63086
0.21749,0.00086,0.00012,0.00168,0.02997,0.00414,0.05855,5.27767,0.83488,0.11544,1.63072
0.21782,0.00157,0.00015,0.00167,0.05497,0.00528,0.05836,5.28577,1.53574,0.14759,1.63058
0.21816,0.00133,0.00014,0.00167,0.04660,0.00494,0.05818,5.29387,1.30592,0.13857,1.63044
0.21849,0.00112,0.00013,0.00166,0.03903,0.00461,0.05800,5.30197,1.09724,0.12949,1.63030
0.21882,0.00107,0.00013,0.00166,0.03721,0.00452,0.05781,5.31007,1.04917,0.12742,1.63016
0.21916,0.00135,0.00014,0.00165,0.04729,0.00497,0.05763,5.31817,1.33749,0.14068,1.63001
0.21949,0.00121,0.00014,0.00165,0.04208,0.00475,0.05745,5.32627,1.19383,0.13467,1.62987
0.21983,0.00122,0.00014,0.00164,0.04265,0.00477,0.05727,5.33437,1.21354,0.13580,1.62973
0.22016,0.00123,0.00014,0.00164,0.04288,0.00478,0.05709,5.34247,1.22393,0.13652,1.62958
0.22049,0.00128,0.00014,0.00163,0.04480,0.00487,0.05692,5.35058,1.28267,0.13935,1.62944
0.22083,0.00118,0.00013,0.00163,0.04122,0.00471,0.05674,5.35868,1.18370,0.13519,1.62930
0.22116,0.00124,0.00014,0.00162,0.04344,0.00481,0.05656,5.36678,1.25128,0.13848,1.62915
0.22149,0.00113,0.00013,0.00162,0.03956,0.00463,0.05639,5.37488,1.14275,0.13379,1.62900
0.22183,0.00111,0.00013,0.00161,0.03873,0.00459,0.05621,5.38298,1.12226,0.13306,1.62886
0.22216,0.00130,0.00014,0.00161,0.04532,0.00489,0.05604,5.39108,1.31716,0.14212,1.62871
0.22250,0.00113,0.00013,0.00160,0.03945,0.00463,0.05587,5.39918,1.14995,0.13485,1.62856
0.22283,0.00084,0.00012,0.00160,0.02927,0.00411,0.05569,5.40728,0.85568,0.12003,1.62841
0.22316,0.00112,0.00013,0.00159,0.03898,0.00460,0.05552,5.41538,1.14327,0.13502,1.62826
0.22350,0.00123,0.00014,0.00159,0.04310,0.00479,0.05535,5.42348,1.26778,0.14097,1.62811
0.22383,0.00117,0.00013,0.00158,0.04082,0.00469,0.05518,5.43158,1.20432,0.13836,1.62796
0.22417,0.00109,0.00013,0.00158,0.03794,0.00455,0.05501,5.43969,1.12255,0.13476,1.62781
0.22450,0.00108,0.00013,0.00157,0.03778,0.00455,0.05484,5.44779,1.12131,0.13494,1.62766
0.22483,0.00132,0.00014,0.00157,0.04614,0.00493,0.05468,5.45589,1.37339,0.14660,1.62751
0.22517,0.00101,0.00013,0.00156,0.03513,0.00442,0.05451,5.46399,1.04869,0.13184,1.62736
0.22550,0.00116,0.00013,0.00156,0.04056,0.00468,0.05434,5.47209,1.21440,0.14006,1.62720
0.22583,0.00109,0.00013,0.00155,0.03793,0.00455,0.05418,5.48019,1.13920,0.13677,1.62705
0.22617,0.00105,0.00013,0.00155,0.03665,0.00449,0.05401,5.48829,1.10400,0.13530,1.62689
0.22650,0.00127,0.00014,0.00154,0.04434,0.00485,0.05385,5.49639,1.33957,0.14644,1.62673
0.22684,0.00119,0.00014,0.00154,0.04142,0.00472,0.05368,5.50449,1.25485,0.14292,1.62658
0.22717,0.00098,0.00012,0.00153,0.03408,0.00436,0.05352,5.51259,1.03551,0.13258,1.62642
0.22750,0.00090,0.00012,0.00153,0.03144,0.00422,0.05336,5.52069,0.95819,0.12875,1.62626
0.22784,0.00114,0.00013,0.00152,0.03972,0.00464,0.05320,5.52879,1.21411,0.14179,1.62610
0.22817,0.00125,0.00014,0.00152,0.04347,0.00481,0.05304,5.53689,1.33256,0.14743,1.62594
0.22850,0.00106,0.00013,0.00151,0.03701,0.00451,0.05288,5.54499,1.13809,0.13866,1.62578
0.22884,0.00101,0.00013,0.00151,0.03523,0.00442,0.05272,5.55309,1.08647,0.13634,1.62562
0.22917,0.00122,0.00014,0.00151,0.04266,0.00477,0.05256,5.56120,1.31919,0.14761,1.62545
0.22951,0.00097,0.00012,0.00150,0.03394,0.00436,0.05240,5.56930,1.05269,0.13510,1.62529
0.22984,0.00132,0.00014,0.00150,0.04603,0.00492,0.05224,5.57740,1.43185,0.15306,1.62513
0.23017,0.00109,0.00013,0.00149,0.03790,0.00455,0.05209,5.58550,1.18246,0.14203,1.62496
0.23051,0.00112,0.00013,0.00149,0.03919,0.00461,0.05193,5.59360,1.22616,0.14436,1.62480
0.23084,0.00106,0.00013,0.00148,0.03700,0.00451,0.05177,5.60170,1.16106,0.14149,1.62463
0.23118,0.00128,0.00014,0.00148,0.04460,0.00486,0.05162,5.60980,1.40357,0.15290,1.62446
0.23151,0.00107,0.00013,0.00147,0.03749,0.00453,0.05147,5.61790,1.18329,0.14306,1.62430
0.23184,0.00105,0.00013,0.00147,0.03677,0.00450,0.05131,5.62600,1.16389,0.14236,1.62413
0.23218,0.00134,0.00014,0.00147,0.04676,0.00495,0.05116,5.63410,1.48439,0.15718,1.62396
0.23251,0.00091,0.00012,0.00146,0.03159,0.00423,0.05101,5.64220,1.00573,0.13475,1.62379
0.23284,0.00094,0.00012,0.00146,0.03268,0.00429,0.05086,5.65031,1.04333,0.13698,1.62362
0.23318,0.00129,0.00014,0.00145,0.04520,0.00488,0.05071,5.65841,1.44708,0.15639,1.62345
0.23351,0.00132,0.00014,0.00145,0.04591,0.00492,0.05055,5.66651,1.47429,0.15783,1.62328
0.23385,0.00115,0.00013,0.00144,0.04008,0.00466,0.05041,5.67461,1.29061,0.14991,1.62311
0.23418,0.00113,0.00013,0.00144,0.03947,0.00463,0.05026,5.68271,1.27468,0.14942,1.62294
0.23451,0.00103,0.00013,0.00144,0.03580,0.00445,0.05011,5.69081,1.15947,0.14411,1.62277
0.23485,0.00097,0.00012,0.00143,0.03385,0.00435,0.04996,5.69891,1.09942,0.14132,1.62260
0.23518,0.00094,0.00012,0.00143,0.03285,0.00430,0.04981,5.70701,1.06998,0.14003,1.62242
0.23552,0.00131,0.00014,0.00142,0.04577,0.00491,0.04967,5.71511,1.49488,0.16035,1.62225
0.23585,0.00139,0.00014,0.00142,0.04867,0.00503,0.04952,5.72321,1.59416,0.16480,1.62208
0.23618,0.00127,0.00014,0.00141,0.04443,0.00485,0.04938,5.73131,1.45959,0.15936,1.62190
0.23652,0.00121,0.00014,0.00141,0.04217,0.00475,0.04923,5.73941,1.38927,0.15651,1.62173
0.23685,0.00109,0.00013,0.00141,0.03793,0.00455,0.04909,5.74751,1.25295,0.15043,1.62156
0.23718,0.00113,0.00013,0.00140,0.03952,0.00463,0.04894,5.75561,1.30925,0.15336,1.62138
0.23752,0.00118,0.00013,0.00140,0.04117,0.00471,0.04880,5.76371,1.36776,0.15633,1.62121
0.23785,0.00099,0.00013,0.00139,0.03440,0.00438,0.04866,5.77182,1.14590,0.14589,1.62103
0.23819,0.00105,0.00013,0.00139,0.03675,0.00450,0.04852,5.77992,1.22757,0.15022,1.62085
0.23852,0.00121,0.00014,0.00139,0.04207,0.00475,0.04838,5.78802,1.40928,0.15901,1.62068
0.23885,0.00094,0.00012,0.00138,0.03275,0.00429,0.04824,5.79612,1.10019,0.14426,1.62050
0.23919,0.00145,0.00015,0.00138,0.05064,0.00511,0.04810,5.80422,1.70595,0.17221,1.62033
0.23952,0.00120,0.00014,0.00137,0.04204,0.00475,0.04796,5.81232,1.42039,0.16031,1.62015
0.23985,0.00117,0.00013,0.00137,0.04083,0.00469,0.04782,5.82042,1.38319,0.15889,1.61997
0.24019,0.00075,0.00011,0.00137,0.02613,0.00392,0.04768,5.82852,0.88770,0.13328,1.61979
0.24052,0.00081,0.00012,0.00136,0.02836,0.00405,0.04754,5.83662,0.96608,0.13810,1.61962
0.24086,0.00097,0.00012,0.00136,0.03383,0.00435,0.04741,5.84472,1.15582,0.14861,1.61944
0.24119,0.00129,0.00014,0.00135,0.04499,0.00488,0.04727,5.85282,1.54125,0.16702,1.61926
0.24152,0.00106,0.00013,0.00135,0.03715,0.00452,0.04713,5.86093,1.27598,0.15513,1.61908
0.24186,0.00108,0.00013,0.00135,0.03775,0.00455,0.04700,5.86903,1.30027,0.15656,1.61890
0.24219,0.00106,0.00013,0.00134,0.03695,0.00451,0.04686,5.87713,1.27637,0.15566,1.61872
0.24253,0.00096,0.00012,0.00134,0.03338,0.00433,0.04673,5.88523,1.15603,0.14986,1.61854
0.24286,0.00103,0.00013,0.00133,0.03598,0.00446,0.04660,5.89333,1.24967,0.15486,1.61836
0.24319,0.00095,0.00012,0.00133,0.03323,0.00432,0.04646,5.90143,1.15723,0.15042,1.61818
0.24353,0.00075,0.00011,0.00133,0.02607,0.00392,0.04633,5.90953,0.91030,0.13688,1.61800
0.24386,0.00107,0.00013,0.00132,0.03741,0.00453,0.04620,5.91763,1.30997,0.15859,1.61782
0.24419,0.00103,0.00013,0.00132,0.03599,0.00446,0.04607,5.92573,1.26365,0.15658,1.61764
0.24453,0.00101,0.00013,0.00132,0.03535,0.00443,0.04594,5.93383,1.24473,0.15589,1.61746
0.24486,0.00090,0.00012,0.00131,0.03143,0.00422,0.04581,5.94193,1.10953,0.14913,1.61728
0.24520,0.00096,0.00012,0.00131,0.03351,0.00433,0.04568,5.95003,1.18630,0.15342,1.61710
0.24553,0.00102,0.00013,0.00130,0.03567,0.00444,0.04555,5.95813,1.26629,0.15774,1.61691
0.24586,0.00110,0.00013,0.00130,0.03847,0.00458,0.04542,5.96624,1.36937,0.16302,1.61673
0.24620,0.00096,0.00012,0.00130,0.03357,0.00434,0.04529,5.97434,1.19810,0.15479,1.61655
0.24653,0.00120,0.00014,0.00129,0.04193,0.00474,0.04516,5.98244,1.50069,0.16965,1.61636
0.24687,0.00084,0.00012,0.00129,0.02921,0.00410,0.04504,5.99054,1.04838,0.14722,1.61618
0.24720,0.00104,0.00013,0.00129,0.03645,0.00448,0.04491,5.99864,1.31165,0.16128,1.61599
0.24753,0.00102,0.00013,0.00128,0.03569,0.00444,0.04478,6.00674,1.28784,0.16036,1.61581
0.24787,0.00103,0.00013,0.00128,0.03602,0.00446,0.04466,6.01484,1.30327,0.16139,1.61562
0.24820,0.00109,0.00013,0.00128,0.03793,0.00455,0.04453,6.02294,1.37591,0.16519,1.61544
0.24853,0.00078,0.00011,0.00127,0.02712,0.00398,0.04441,6.03104,0.98636,0.14484,1.61525
0.24887,0.00106,0.00013,0.00127,0.03717,0.00452,0.04428,6.03914,1.35579,0.16475,1.61506
0.24920,0.00125,0.00014,0.00127,0.04372,0.00482,0.04416,6.04724,1.59877,0.17627,1.61488
0.24954,0.00129,0.00014,0.00126,0.04509,0.00488,0.04404,6.05534,1.65319,0.17893,1.61469
0.24987,0.00081,0.00012,0.00126,0.02813,0.00404,0.04391,6.06345,1.03406,0.14855,1.61450
0.25020,0.00082,0.00012,0.00125,0.02878,0.00408,0.04379,6.07155,1.06094,0.15032,1.61431
0.25054,0.00100,0.00013,0.00125,0.03483,0.00440,0.04367,6.07965,1.28728,0.16267,1.61412
0.25087,0.00109,0.00013,0.00125,0.03822,0.00457,0.04355,6.08775,1.41635,0.16928,1.61393
0.25121,0.00123,0.00014,0.00124,0.04307,0.00479,0.04343,6.09585,1.60053,0.17805,1.61374
0.25154,0.00085,0.00012,0.00124,0.02959,0.00412,0.04331,6.10395,1.10232,0.15362,1.61356
0.25187,0.00115,0.00013,0.00124,0.04017,0.00466,0.04319,6.11205,1.50068,0.17407,1.61337
0.25221,0.00127,0.00014,0.00123,0.04435,0.00485,0.04307,6.12015,1.66103,0.18157,1.61318
0.25254,0.00120,0.00014,0.00123,0.04176,0.00473,0.04295,6.12825,1.56838,0.17774,1.61298
0.25287,0.00138,0.00014,0.00123,0.04834,0.00502,0.04283,6.13635,1.82011,0.18894,1.61279
0.25321,0.00112,0.00013,0.00122,0.03897,0.00460,0.04271,6.14445,1.47135,0.17380,1.61260
0.25354,0.00110,0.00013,0.00122,0.03844,0.00458,0.04260,6.15256,1.45528,0.17331,1.61241
0.25388,0.00123,0.00014,0.00122,0.04303,0.00479,0.04248,6.16066,1.63316,0.18178,1.61222
0.25421,0.00087,0.00012,0.00121,0.03025,0.00416,0.04236,6.16876,1.15103,0.15829,1.61203
0.25454,0.00062,0.00010,0.00121,0.02162,0.00364,0.04225,6.17686,0.82481,0.13876,1.61184
0.25488,0.00104,0.00013,0.00121,0.03631,0.00448,0.04213,6.18496,1.38900,0.17119,1.61165
0.25521,0.00107,0.00013,0.00120,0.03743,0.00453,0.04202,6.19306,1.43547,0.17373,1.61145
0.25554,0.00079,0.00011,0.00120,0.02748,0.00400,0.04190,6.20116,1.05654,0.15393,1.61126
0.25588,0.00095,0.00012,0.00120,0.03326,0.00432,0.04179,6.20926,1.28235,0.16659,1.61107
0.25621,0.00109,0.00013,0.00119,0.03814,0.00456,0.04167,6.21736,1.47424,0.17642,1.61088
0.25655,0.00095,0.00012,0.00119,0.03321,0.00432,0.04156,6.22546,1.28728,0.16736,1.61068
0.25688,0.00089,0.00012,0.00119,0.03109,0.00421,0.04145,6.23356,1.20816,0.16343,1.61049
0.25721,0.00103,0.00013,0.00118,0.03588,0.00445,0.04133,6.24166,1.39765,0.17350,1.61030
0.25755,0.00109,0.00013,0.00118,0.03797,0.00456,0.04122,6.24976,1.48294,0.17794,1.61011
0.25788,0.00039,0.00009,0.00118,0.01374,0.00303,0.04111,6.25786,0.53806,0.11880,1.60991
0.25822,0.00058,0.00010,0.00117,0.02033,0.00355,0.04100,6.26597,0.79817,0.13932,1.60972
0.25855,0.00068,0.00011,0.00117,0.02378,0.00378,0.04089,6.27407,0.93622,0.14873,1.60953
0.25888,0.00090,0.00012,0.00117,0.03136,0.00422,0.04078,6.28217,1.23770,0.16656,1.60933
0.25922,0.00111,0.00013,0.00116,0.03876,0.00459,0.04067,6.29027,1.53380,0.18176,1.60914
0.25955,0.00070,0.00011,0.00116,0.02439,0.00382,0.04056,6.29837,0.96760,0.15141,1.60894
0.25988,0.00085,0.00012,0.00116,0.02952,0.00412,0.04045,6.30647,1.17424,0.16385,1.60875
0.26022,0.00090,0.00012,0.00116,0.03139,0.00422,0.04034,6.31457,1.25164,0.16834,1.60856
0.26055,0.00094,0.00012,0.00115,0.03280,0.00430,0.04023,6.32267,1.31110,0.17176,1.60836
0.26089,0.00087,0.00012,0.00115,0.03020,0.00416,0.04013,6.33077,1.21025,0.16660,1.60817
0.26122,0.00081,0.00012,0.00115,0.02839,0.00406,0.04002,6.33887,1.14081,0.16296,1.60797
0.26155,0.00086,0.00012,0.00114,0.03004,0.00415,0.03991,6.34697,1.21026,0.16712,1.60778
0.26189,0.00086,0.00012,0.00114,0.03017,0.00416,0.03980,6.35508,1.21855,0.16783,1.60758
0.26222,0.00096,0.00012,0.00114,0.03367,0.00434,0.03970,6.36318,1.36350,0.17582,1.60739
0.26256,0.00101,0.00013,0.00113,0.03518,0.00442,0.03959,6.37128,1.42823,0.17938,1.60719
0.26289,0.00073,0.00011,0.00113,0.02531,0.00387,0.03949,6.37938,1.03018,0.15765,1.60700
0.26322,0.00076,0.00011,0.00113,0.02646,0.00394,0.03938,6.38748,1.07937,0.16086,1.60680
0.26356,0.00057,0.00010,0.00113,0.01983,0.00351,0.03928,6.39558,0.81119,0.14371,1.60661
0.26389,0.00077,0.00011,0.00112,0.02679,0.00396,0.03917,6.40368,1.09861,0.16250,1.60641
0.26422,0.00087,0.00012,0.00112,0.03024,0.00416,0.03907,6.41178,1.24303,0.17098,1.60621
0.26456,0.00104,0.00013,0.00112,0.03628,0.00447,0.03897,6.41988,1.49527,0.18438,1.60602
0.26489,0.00081,0.00012,0.00111,0.02819,0.00404,0.03886,6.42798,1.16468,0.16709,1.60582
0.26523,0.00078,0.00011,0.00111,0.02727,0.00399,0.03876,6.43608,1.12977,0.16532,1.60563
0.26556,0.00080,0.00012,0.00111,0.02808,0.00404,0.03866,6.44418,1.16588,0.16767,1.60543
0.26589,0.00061,0.00010,0.00110,0.02139,0.00362,0.03856,6.45228,0.89037,0.15076,1.60523
0.26623,0.00088,0.00012,0.00110,0.03061,0.00418,0.03846,6.46038,1.27762,0.17445,1.60503
0.26656,0.00105,0.00013,0.00110,0.03657,0.00449,0.03836,6.46848,1.53008,0.18778,1.60484
0.26689,0.00105,0.00013,0.00110,0.03667,0.00449,0.03825,6.47659,1.53816,0.18845,1.60464
0.26723,0.00079,0.00011,0.00109,0.02753,0.00401,0.03815,6.48469,1.15767,0.16846,1.60444
0.26756,0.00048,0.00009,0.00109,0.01662,0.00327,0.03805,6.49279,0.70060,0.13801,1.60424
0.26790,0.00112,0.00013,0.00109,0.03912,0.00461,0.03796,6.50089,1.65332,0.19485,1.60404
0.26823,0.00067,0.00011,0.00108,0.02328,0.00375,0.03786,6.50899,0.98628,0.15871,1.60384
0.26856,0.00039,0.00009,0.00108,0.01375,0.00303,0.03776,6.51709,0.58400,0.12889,1.60365
0.26890,0.00070,0.00011,0.00108,0.02457,0.00383,0.03766,6.52519,1.04629,0.16299,1.60345
0.26923,0.00067,0.00011,0.00108,0.02346,0.00376,0.03756,6.53329,1.00117,0.16038,1.60325
0.26957,0.00074,0.00011,0.00107,0.02570,0.00390,0.03746,6.54139,1.09971,0.16676,1.60305
0.26990,0.00076,0.00011,0.00107,0.02669,0.00396,0.03737,6.54949,1.14482,0.16972,1.60285
0.27023,0.00030,0.00008,0.00107,0.01037,0.00271,0.03727,6.55759,0.44602,0.11658,1.60264
0.27057,0.00066,0.00011,0.00106,0.02320,0.00374,0.03717,6.56570,1.00001,0.16126,1.60244
0.27090,0.00051,0.00010,0.00106,0.01771,0.00336,0.03708,6.57380,0.76548,0.14513,1.60224
0.27123,0.00055,0.00010,0.00106,0.01924,0.00347,0.03698,6.58190,0.83338,0.15037,1.60204
0.27157,0.00093,0.00012,0.00106,0.03261,0.00429,0.03688,6.59000,1.41612,0.18616,1.60184
0.27190,0.00066,0.00011,0.00105,0.02303,0.00373,0.03679,6.59810,1.00254,0.16238,1.60164
0.27224,0.00077,0.00011,0.00105,0.02687,0.00397,0.03669,6.60620,1.17262,0.17314,1.60144
0.27257,0.00087,0.00012,0.00105,0.03029,0.00416,0.03660,6.61430,1.32503,0.18208,1.60123
0.27290,0.00126,0.00014,0.00105,0.04382,0.00482,0.03651,6.62240,1.92159,0.21158,1.60103
0.27324,0.00084,0.00012,0.00104,0.02927,0.00411,0.03641,6.63050,1.28665,0.18048,1.60083
0.27357,0.00060,0.00010,0.00104,0.02083,0.00358,0.03632,6.63860,0.91803,0.15792,1.60063
0.27391,0.00058,0.00010,0.00104,0.02013,0.00353,0.03623,6.64670,0.88933,0.15615,1.60043
0.27424,0.00081,0.00012,0.00104,0.02845,0.00406,0.03613,6.65480,1.25974,0.17975,1.60022
0.27457,0.00067,0.00011,0.00103,0.02351,0.00376,0.03604,6.66290,1.04352,0.16695,1.60002
0.27491,0.00075,0.00011,0.00103,0.02635,0.00394,0.03595,6.67100,1.17275,0.17519,1.59982
0.27524,0.00062,0.00010,0.00103,0.02155,0.00363,0.03586,6.67910,0.96140,0.16204,1.59962
