"family,""mean_AFPP"",""sd_AFPP"",""spp"""
"Lewinellaceae,0.0714471428571429,0.0112208209953427,""Lewinella sp. 4G2"""
"Libellulidae,0.31506,NA,""Ladona fulva"""
"Lichenihabitantaceae,0.1203,0.014542382885896,""Lichenibacterium ramalinae"""
"Lichtheimiaceae,0.29675,NA,""Circinella minor"""
"Limisphaeraceae,0.08768,NA,""Limisphaera ngatamarikiensis"""
"Limnochordaceae,0.11011,NA,""Limnochorda pilosa"""
"Lindgomycetaceae,0.30802,NA,""Clohesyomyces aquaticus"""
"Lineolataceae,0.40013,NA,""Lineolata rhizophorae"""
"Lingulidae,0.27163,NA,""Lingula anatina"""
"Linotaeniidae,0.26962,NA,""Strigamia maritima"""
"Liparidae,0.63677,NA,""Liparis tanakae"""
"Lipotidae,0.31934,NA,""Lipotes vexillifer"""
"Listeriaceae,0.0437066666666667,0.00540967959618066,""Listeria booriae"""
"Litorivicinaceae,0.05737,NA,""Litorivicinus lipolyticus"""
"Longimicrobiaceae,0.1396,NA,""Longimicrobium terrae"""
"Lophiotremataceae,0.27345,NA,""Lophiotrema nucula"""
"Lottiidae,0.2454,NA,""Lottia gigantea"""
"Lujinxingiaceae,0.12157,NA,""Lujinxingia litoralis"""
"Luteibaculaceae,0.05068,NA,""Luteibaculum oceani"""
"Lybiidae,0.24054,NA,""Tricholaema leucomelas"""
"Lyophyllaceae,0.310893333333333,0.031607039511265,""Termitomyces sp. J132"""
"Lysobacteraceae,0.09857,0.0210056561090443,""Lysobacter sp. A03"""
"Lythraceae,0.39852,NA,""Punica granatum"""
"Macrostomidae,0.33103,NA,""Macrostomum lignano"""
"Magnetospirillaceae,0.07852,NA,""Paramagnetospirillum marisnigri"""
"Magnetovibrionaceae,0.09101,0.0083155757467538,""Magnetovibrio blakemorei"""
"Majidae,0.38808,NA,""Chionoecetes opilio"""
"Malaconotidae,0.23434,NA,""Dryoscopus gambensis"""
"Malasseziaceae,0.252095,0.0142764859121564,""Malassezia pachydermatis"""
"Maluridae,0.2419,NA,""Malurus elegans"""
"Malvaceae,0.3029604,0.0492320879847009,""Theobroma cacao"""
"Mamiellaceae,0.28195,NA,""Micromonas commoda"""
"Marasmiaceae,0.304276666666667,0.0120771699223507,""Moniliophthora roreri"""
"Maricaulaceae,0.0891811111111111,0.00689267082567499,""Oceanicaulis sp. HTCC2633"""
"Marinifilaceae,0.0525125,0.00571911050776255,""Labilibaculum filiforme"""
"Marinilabiliaceae,0.0694433333333333,0.0141147706322136,""Thermophagus xiamenensis"""
"Marinobacteraceae,0.0775588235294118,0.0155431700765774,""Marinobacter sp. BSs20148"""
"Mariprofundaceae,0.0700433333333333,0.00221161328747441,""Mariprofundus ferrinatatus"""
"Marivirgaceae,0.0595666666666667,0.00734802240969183,""Marivirga lumbricoides"""
"Massarinaceae,0.29407,0.0157826233560837,""Stagonospora sp. SRC1lsM3a"""
"Mastacembelidae,0.22876,NA,""Mastacembelus armatus"""
"Megalaimidae,0.23938,NA,""Psilopogon haemacephalus"""
"Megalopidae,0.33254,NA,""Megalops atlanticus"""
"Megapodiidae,0.23427,NA,""Alectura lathami"""
"Megophryidae,0.26459,NA,""Leptobrachium leishanense"""
"Melanocharitidae,0.2382,NA,""Melanocharis versteri"""
"Melioribacteraceae,0.04879,NA,""Melioribacter sp."""
"Meliphagidae,0.2386,NA,""Grantiella picta"""
"Meloidogynidae,0.320332,0.0163295321427162,""Meloidogyne enterolobii"""
"Menuridae,0.241905,0.00225567063198509,""Menura novaehollandiae"""
"Merlucciidae,0.31613,NA,""Merluccius polli"""
"Mermithidae,0.42065,NA,""Romanomermis culicivorax"""
"Meropidae,0.24212,NA,""Merops nubicus"""
"Meruliaceae,0.34157,NA,""Hermanssonia centrifuga"""
"Mesitornithidae,0.24182,NA,""Mesitornis unicolor"""
"Mesocestoididae,0.34711,NA,""Mesocestoides corti"""
"Metamycoplasmataceae,0.0678026923076923,0.0248482570105337,""Mycoplasmopsis californica"""
"Metastrongylidae,0.249103333333333,0.0144669773392141,""Angiostrongylus cantonensis"""
"Methanobacteriaceae,0.0640583333333333,0.0221878846776926,""Methanobacterium lacus"""
"Methanocalculaceae,0.04899,NA,""Methanocalculus chunghsingensis"""
"Methanococcaceae,0.03076,NA,""Methanothermococcus sp. SCGC AD-155-M21"""
"Methanomassiliicoccaceae,0.05206,NA,""Methanomassiliicoccaceae archaeon DOK"""
"Methanomethylophilaceae,0.09809,NA,""Candidatus Methanomethylophilus sp. 1R26"""
"Methanomicrobiaceae,0.08525,0.0608644506259606,""Methanoculleus bourgensis"""
"Methanonatronarchaeaceae,0.107635,0.051880424535657,""Candidatus Methanohalarchaeum thermophilum"""
"Methanosarcinaceae,0.05512,0.000141421356237309,""Methanolobus halotolerans"""
"Methanospirillaceae,0.07203,NA,""Methanospirillum lacunae"""
"Methylacidiphilaceae,0.36494,NA,""Candidatus Methylacidithermus pantelleriae"""
"Methylobacteriaceae,0.1245621875,0.022940413520245,""Microvirga sp. BSC39"""
"Methylococcaceae,0.0794538888888889,0.0145277596908122,""Methylomonas denitrificans"""
"Methylocystaceae,0.11535125,0.0227572998884816,""Methylosinus sp. 3S-1"""
"Methylophilaceae,0.0707972727272727,0.00977056814203667,""Methylophilaceae bacterium 11"""
"Methylopilaceae,0.1170875,0.0198549927150399,""Methylopila sp. Yamaguchi"""
"Metschnikowiaceae,0.243288571428571,0.0361974117069952,""Sungouiella intermedia"""
"Microascaceae,0.272146666666667,0.0334557160038959,""Scedosporium apiospermum"""
"Microbacteriaceae,0.0957828448275862,0.015271590567194,""Microbacterium oleivorans"""
"Microbotryaceae,0.37964,0.0249256574637461,""Microbotryum intermedium"""
"Microbulbiferaceae,0.081914,0.0117465475779056,""Microbulbifer sp. ZGT114"""
"Micrococcaceae,0.115328,0.0217249016157212,""Arthrobacter sp. FB24"""
"Microcoleaceae,0.12062625,0.0119806986887839,""Lyngbya sp. PCC 8106"""
"Microdochiaceae,0.321295,0.00427799602617861,""Microdochium bolleyi"""
"Micromonosporaceae,0.127278571428571,0.0159053485784519,""Actinoplanes sp. SE50/110"""
"Micropepsaceae,0.088465,0.00183140656327316,""Rhizomicrobium sp. SCGC AG-212-E05"""
"Microthyriaceae,0.28914,NA,""Microthyrium microscopicum"""
"Microvenatoraceae,0.0951,NA,""Microvenator marinus"""
"Mimidae,0.238375,0.0057770624022941,""Toxostoma redivivum"""
"Minwuiaceae,0.08117,NA,""Minwuia thermotolerans"""
"Miridae,0.422195,0.0987757462639488,""Apolygus lucorum"""
"Molidae,0.24863,NA,""Mola mola"""
"Mollisiaceae,0.260125,0.0105288199718677,""Mollisia scopiformis"""
"Molossidae,0.3448,NA,""Molossus molossus"""
"Momotidae,0.23037,NA,""Baryphthengus martii"""
"Monarchidae,0.23934,NA,""Myiagra hebetior"""
"Monodontidae,0.3453,0.00446891485709898,""Delphinapterus leucas"""
"Monodopsidaceae,0.40748,NA,""Nannochloropsis gaditana"""
"Monoglobaceae,0.06141,NA,""Monoglobus pectinilyticus"""
"Moorellaceae,0.0562633333333333,0.00707648453211998,""Moorella thermoacetica"""
"Moraceae,0.35246,NA,""Morus notabilis"""
"Moraxellaceae,0.0821379166666667,0.0206155363488141,""Acinetobacter sp. CIP 102637"""
"Morganellaceae,0.07451,0.0271987473976284,""Candidatus Arsenophonus lipoptenae"""
"Moritellaceae,0.05421,NA,""Moritella sp. Urea-trap-13"""
"Moronidae,0.24649,NA,""Dicentrarchus labrax"""
"Mortierellaceae,0.329673157894737,0.0120566427299696,""Lobosporangium transversale"""
"Moschidae,0.30897,NA,""Moschus moschiferus"""
"Motacillidae,0.23532,NA,""Motacilla alba"""
"Motilibacteraceae,0.12144,0.00226274169979695,""Motilibacter peucedani"""
"Mucoraceae,0.267357142857143,0.0211007849097972,""Mucor ambiguus"""
"Muraenolepididae,0.45296,NA,""Muraenolepis orangiensis"""
"Muribaculaceae,0.068085,0.00807404427217803,""Muribaculum intestinale"""
"Muridae,0.3279,0.0239572932527863,""Mus musculus"""
"Musaceae,0.41923,0.0772196140886498,""Ensete ventricosum"""
"Muscicapidae,0.263655,0.0385992404933914,""Ficedula albicollis"""
"Muscidae,0.35304,NA,""Musca domestica"""
"Musophagidae,0.23773,0.00426031688962218,""Tauraco erythrolophus"""
"Mustelidae,0.37655,0.0911602062305697,""Gulo gulo"""
"Mycenaceae,0.256948,0.0138717832307169,""Mycena kentingensis (nom. inval.)"""
"Mycobacteriaceae,0.1099125,0.0217868473501862,""Mycolicibacter sinensis"""
"Mycoplasmataceae,0.0724590909090909,0.0333685884384146,""Mycoplasma sp. CAG:611"""
"Mycoplasmoidaceae,0.06609,NA,""Candidatus Malacoplasma girerdii"""
"Mycosphaerellaceae,0.29808,0.0211768310053363,""Zymoseptoria brevis"""
"Myricaceae,0.28687,NA,""Morella rubra"""
"Myrtaceae,0.253645,0.0266791388541684,""Eucalyptus grandis"""
"Mytilidae,0.26246,0.00541134918481516,""Mytilus coruscus"""
"Mytilinidiaceae,0.310105,0.000813172798364519,""Mytilinidion resinicola"""
"Myxinidae,0.30674,NA,""Eptatretus burgeri"""
"Myxobolidae,0.20712,NA,""Thelohanellus kitauei"""
"Myxococcaceae,0.11026,0.0170120310368868,""Aggregicoccus sp. 17bor-14"""
"Naemateliaceae,0.33164,NA,""Naematelia encephala"""
"Nakamurellaceae,0.13483,0.0201257285582411,""Nakamurella panacisegetis"""
"Nannocystaceae,0.1766975,0.0257348225497412,""Nannocystis exedens"""
"Nanopusillaceae,0.04245,NA,""Candidatus Nanobsidianus stetteri"""
"Natranaerobiaceae,0.07095,NA,""Natranaerobius trueperi"""
"Natranaerovirgaceae,0.04898,0.00282842712474619,""Natranaerovirga hydrolytica"""
"Natrialbaceae,0.159465,0.0112901262171864,""Halostagnicola sp. A56"""
"Natronincolaceae,0.04351625,0.00634642067287876,""Anaerovirgula multivorans"""
"Natronoarchaeaceae,0.146132,0.01421054432455,""Salinarchaeum sp. Harcht-Bsk1"""
"Natronospirillaceae,0.06066,NA,""Natronospirillum operosum"""
"Nautiliaceae,0.03057,NA,""Lebetimonas natsushimae"""
"Naviculaceae,0.29497,0.0600050814514904,""Fistulifera solaris"""
"Nectariniidae,0.241825,0.0012515790027002,""Leptocoma aspasia"""
"Nectriaceae,0.251517234042553,0.0132819759697654,""Fusarium odoratissimum"""
"Neisseriaceae,0.0901696,0.0375226019087163,""Morococcus cerebrosus"""
"Nelumbonaceae,0.27927,NA,""Nelumbo nucifera"""
"Nemacheilidae,0.312365,0.00757311362650792,""Triplophysa tibetana"""
"Neocallimastigaceae,0.289565,0.00726236646463581,""Piromyces finnis"""
"Neodiplogasteridae,0.33894,NA,""Pristionchus pacificus"""
"Neomorphidae,0.23622,NA,""Geococcyx californianus"""
"Nephilidae,0.339753333333333,0.046960495454513,""Nephila pilipes"""
"Nephropidae,0.4019,NA,""Homarus americanus"""
"Nevskiaceae,0.0826975,0.00785786013550069,""Solimonas aquatica"""
"Nidulariaceae,0.29922,NA,""Crucibulum laeve"""
"Niphatidae,0.2706,NA,""Amphimedon queenslandica"""
"Nitidulidae,0.28515,NA,""Brassicogethes aeneus"""
"Nitratiruptoraceae,0.03484,NA,""Nitratiruptor sp. SB155-2"""
"Nitrobacteraceae,0.114065714285714,0.0230190398521373,""Bradyrhizobium sp. ORS 278"""
"Nitrosomonadaceae,0.111047222222222,0.0194195916251833,""Nitrosomonas sp. AL212"""
"Nitrosopumilaceae,0.12236,0.0780787307786186,""Nitrosopumilaceae archaeon"""
"Nitrososphaeraceae,0.1704075,0.0315875644043665,""Candidatus Nitrosocosmicus oleophilus"""
"Nitrospinaceae,0.10318,0.00589727055509581,""Candidatus Nitromaritima sp. SCGC AAA799-A02"""
"Nitrospiraceae,0.133877333333333,0.030929153714963,""Leptospirillum ferrodiazotrophum"""
"Nocardiaceae,0.107507796610169,0.0139120349868436,""Nocardia seriolae"""
"Nocardioidaceae,0.101043333333333,0.0174584001598185,""Nocardioides sp. JS614"""
"Nocardiopsaceae,0.155187272727273,0.0165864230713867,""Streptomonospora alba"""
"Noctuidae,0.313511428571429,0.018176695178691,""Heliothis virescens"""
"Nodosilineaceae,0.09264,NA,""Nodosilinea sp. LEGE 07088"""
"Noelaerhabdaceae,0.3118,NA,""Emiliania huxleyi"""
"Nosematidae,0.195525,0.0632648437127604,""Vairimorpha ceranae"""
"Nostocaceae,0.095231,0.0122095394853551,""Nostoc sp. PCC 7120 = FACHB-418"""
"Nothobranchiidae,0.2443,NA,""Nothobranchius furzeri"""
"Notiomystidae,0.23986,NA,""Notiomystis cincta"""
"Notoacmeibacteraceae,0.08854,0.0101257691065914,""Notoacmeibacter marinus"""
"Nototheniidae,0.373165,0.0400575991542179,""Notothenia coriiceps"""
"Novispirillaceae,0.09022,0.00224417765191024,""Haematospirillum jordaniae"""
"Nyctibiidae,0.237975,0.00251022907321224,""Nyctibius bracteatus"""
"Nymphalidae,0.3261575,0.0256018441718561,""Bicyclus anynana"""
"Nyssaceae,0.30554,NA,""Nyssa sinensis"""
"Oceanibaculaceae,0.06813,NA,""Oceanibaculum pacificum"""
"Oceanipulchritudinaceae,0.06731,NA,""Oceanipulchritudo coccoides"""
"Oceanococcaceae,0.08014,0.0145663996924429,""Oceanococcus atlanticus"""
"Oceanospirillaceae,0.0678278048780488,0.0194597934871102,""Neptuniibacter caesariensis"""
"Octodontidae,0.32963,NA,""Octodon degus"""
"Octopodidae,0.29814,NA,""Octopus vulgaris"""
"Oculatellaceae,0.113503333333333,0.00777903807249542,""Elainella sp. C42_A2020_010"""
"Odontophoridae,0.26702,0.0302500280991605,""Callipepla squamata"""
"Odoribacteraceae,0.05651,0.00956008368164213,""Odoribacter sp. CAG:788"""
"Oikopleuridae,0.27954,NA,""Oikopleura dioica"""
"Oleiphilaceae,0.0699625,0.00934775329513283,""Oleiphilus sp. HI0066"""
"Oligoflexaceae,0.1096,NA,""Oligoflexus sp."""
"Olpidiaceae,0.50449,NA,""Olpidium bornovanus"""
"Omphalotaceae,0.293325,0.0109200160256293,""Lentinula edodes"""
"Onchocercidae,0.300665454545455,0.0130667971313833,""Brugia malayi"""
"Ophiocordycipitaceae,0.328661538461538,0.0257350755604596,""Ophiocordyceps unilateralis"""
"Opisthocomidae,0.23933,NA,""Opisthocomus hoazin"""
"Opisthorchiidae,0.332923333333333,0.0527437544485917,""Clonorchis sinensis"""
"Opitutaceae,0.0956684615384615,0.0158620205975121,""Opitutaceae bacterium TAV5"""
"Oppiidae,0.21533,0.000452548339959392,""Oppiella nova"""
"Orbaceae,0.0445125,0.00377890967520174,""Frischella perrara"""
"Orbiliaceae,0.32487,NA,""Arthrobotrys flagrans"""
"Orchesellidae,0.28987,NA,""Orchesella cincta"""
"Orchidaceae,0.33452,0.0150478791418148,""Dendrobium catenatum"""
"Ornithinimicrobiaceae,0.121865555555556,0.0122829618894539,""Serinicoccus chungangensis"""
"Ornithorhynchidae,0.3227,NA,""Ornithorhynchus anatinus"""
"Orobanchaceae,0.299496666666667,0.0512242953424772,""Striga asiatica"""
"Orthonychidae,0.2446,NA,""Orthonyx spaldingii"""
"Oscillatoriaceae,0.10689,0.0167483551431178,""Planktothricoides sp. SR001"""
"Oscillochloridaceae,0.075705,0.007516545084013,""Candidatus Viridilinea mediisalina"""
"Oscillospiraceae,0.0667845348837209,0.0166654984681793,""Ruminococcaceae bacterium D16"""
"Osphronemidae,0.34749,NA,""Betta splendens"""
"Osteoglossidae,0.3107,NA,""Scleropages formosus"""
"Ostreibacteriaceae,0.07659,NA,""Ostreibacterium oceani"""
"Ostreidae,0.282165,0.009355022715098,""Magallana gigas"""
"Ostreobiaceae,0.29621,NA,""Ostreobium quekettii"""
"Otariidae,0.33461,NA,""Callorhinus ursinus"""
"Otididae,0.239136666666667,0.00352165207442946,""Chlamydotis macqueenii"""
"Oweniidae,0.28143,NA,""Owenia fusiformis"""
"Owenweeksiaceae,0.05544,NA,""Croceimicrobium hydrocarbonivorans"""
"Oxalobacteraceae,0.0902908333333333,0.0128628617881202,""Oxalobacter paraformigenes"""
"Oxytrichidae,0.343235,0.0127491352647934,""Stylonychia lemnae"""
"Oxyuridae,0.27974,NA,""Enterobius vermicularis"""
"Paenibacillaceae,0.0647398064516129,0.0123098021585676,""Paenibacillus sp. HGF7"""
"Paludibacteraceae,0.07024,NA,""Paludibacter jiangxiensis"""
"Panagrolaimidae,0.272935714285714,0.0310034873614474,""Halicephalobus sp. NKZ332"""
"Pandionidae,0.23623,NA,""Pandion haliaetus"""
"Pangasiidae,0.3222,NA,""Pangasianodon hypophthalmus"""
"Papaveraceae,0.275903333333333,0.0178695840279882,""Macleaya cordata"""
"Papilionidae,0.345016666666667,0.0176877820354428,""Papilio machaon"""
"Parachlamydiaceae,0.1043125,0.0168381241532423,""Candidatus Protochlamydia naegleriophila"""
"Paracoccaceae,0.0795500465116279,0.0149591051727007,""Rhodovulum sp. PH10"""
"Paraconexibacteraceae,0.12682,NA,""Paraconexibacter algicola"""
"Paraglomeraceae,0.26894,0.00219203102167829,""Paraglomus occultum"""
"Parameciidae,0.249396,0.0056272133423214,""Paramecium tetraurelia"""
"Paramythiidae,0.24235,NA,""Oreocharis arfaki"""
"Pardalotidae,0.23936,NA,""Pardalotus punctatus"""
"Paridae,0.26395,0.031860679528221,""Poecile atricapillus"""
"Parmeliaceae,0.3220975,0.0204721963892495,""Letharia columbiana"""
"Parulidae,0.2463,NA,""Setophaga kirtlandii"""
"Parvibaculaceae,0.080472,0.00655455337914034,""Tepidicaulis marinus"""
"Parvicellaceae,0.07258,NA,""Parvicella tangerina"""
"Parvularculaceae,0.0952728571428571,0.00655860939093472,""Amphiplicatus metriothermophilus"""
"Passerellidae,0.27691,0.0374980621721532,""Melospiza melodia"""
"Passeridae,0.37351,NA,""Chloebia gouldiae"""
"Passifloraceae,0.29321,NA,""Turnera subulata"""
"Pasteurellaceae,0.0515092592592593,0.00660016195950811,""Chelonobacter oris"""
"Patulibacteraceae,0.14693,NA,""Patulibacter medicamentivorans"""
"Paulinellidae,0.07982,NA,""Paulinella micropora"""
"Pavlovaceae,0.31426,NA,""Diacronema lutheri"""
"Pectinidae,0.30517,NA,""Mizuhopecten yessoensis"""
"Pectobacteriaceae,0.075555,0.0229809240458255,""Prodigiosinella confusarubida"""
"Pedaliaceae,0.2789,NA,""Sesamum indicum"""
"Pedionomidae,0.23397,NA,""Pedionomus torquatus"""
"Pelagicoccaceae,0.0755933333333333,0.00212974959404465,""Pelagicoccus albus"""
"Pelagomonadaceae,0.2192,0.06212640179505,""Aureococcus anophagefferens"""
"Pelecanidae,0.24035,NA,""Pelecanus crispus"""
"Pelomedusidae,0.26561,NA,""Pelusios castaneus"""
"Penaeidae,0.47499,NA,""Penaeus vannamei"""
"Peniophoraceae,0.287425,9.19238815542646e-05,""Peniophora sp. CONT"""
"Pentatomidae,0.35294,NA,""Nezara viridula"""
"Peptococcaceae,0.068409,0.0258860595044257,""Peptococcaceae bacterium SCADC1_2_3"""
"Peptoniphilaceae,0.05342375,0.0176953867575705,""Peptoniphilus sp. BV3C26"""
"Peptostreptococcaceae,0.0476975,0.00629579098214903,""Peptostreptococcaceae bacterium AS15"""
"Percidae,0.3195575,0.0693495385108413,""Perca flavescens"""
"Periconiaceae,0.333015,0.0662771186006151,""Periconia macrospinosa"""
"Perkinsidae,0.259826666666667,0.0160621957818143,""Perkinsus sp. BL_2016"""
"Peronosporaceae,0.297007058823529,0.051274846631256,""Phytophthora ramorum"""
"Petroicidae,0.24009,NA,""Drymodes brunneopygia"""
"Petromyzontidae,0.21352,NA,""Petromyzon marinus"""
"Petrotogaceae,0.034785,0.00361976518575446,""Defluviitoga tunisiensis"""
"Pezizellaceae,0.30148,NA,""Calycina marina"""
"Phaeocystidibacteraceae,0.060015,0.000332340187157676,""Phaeocystidibacter luteus"""
"Phaeomoniellaceae,0.277,NA,""Phaeomoniella chlamydospora"""
"Phaeosphaeriaceae,0.288524,0.0312621541164393,""Phaeosphaeria sp. MPI-PUGE-AT-0046c"""
"Phaeotrichaceae,0.39033,NA,""Trichodelitschia bisporula"""
"Phaethontidae,0.24415,NA,""Phaethon lepturus"""
"Phaffomycetaceae,0.2377,NA,""Cyberlindnera fabianii"""
"Phalacrocoracidae,0.24431,NA,""Phalacrocorax carbo"""
"Phanerochaetaceae,0.34724,NA,""Phanerochaete sordida"""
"Phascolarctidae,0.3331,NA,""Phascolarctos cinereus"""
"Phasianidae,0.296786666666667,0.0155835344728552,""Gallus gallus"""
"Philepittidae,0.2343,NA,""Neodrepanis coruscans"""
"Philodinidae,0.26329,NA,""Didymodactylos carnosus"""
"Phocidae,0.32509,0.0102813325984524,""Leptonychotes weddellii"""
"Phocoenidae,0.31928,NA,""Phocoena sinus"""
"Phoridae,0.33745,NA,""Megaselia scalaris"""
"Phototrophicaceae,0.07039,NA,""Phototrophicus methaneseepsis"""
"Phreatobacteraceae,0.086585,0.00224152849636135,""Phreatobacter cathodiphilus"""
"Phrymaceae,0.26239,NA,""Erythranthe guttata"""
"Phycisphaeraceae,0.106345,0.0157122998528753,""Phycisphaera sp."""
"Phyllobacteriaceae,0.085420612244898,0.00961753983792184,""Phyllobacterium sp. YR531"""
"Phylloscopidae,0.24316,NA,""Rhadina sibilatrix"""
"Phyllostomidae,0.34827,NA,""Phyllostomus discolor"""
"Physalacriaceae,0.264185714285714,0.0170809902690514,""Armillaria gallica"""
"Physciaceae,0.30517,NA,""Heterodermia speciosa"""
"Physeteridae,0.35095,NA,""Physeter catodon"""
"Picathartidae,0.244395,0.00187383297014434,""Chaetops frenatus"""
"Pichiaceae,0.287703636363636,0.0457341507568966,""Pichia membranifaciens"""
"Picidae,0.2603,NA,""Dryobates pubescens"""
"Pieridae,0.324453333333333,0.012793910009584,""Leptidea sinapis"""
"Pipidae,0.323983333333333,0.0143100745397546,""Xenopus tropicalis"""
"Pipridae,0.29437,0.0567998080982674,""Manacus vitellinus"""
"Piptocephalidaceae,0.25081,0.0362887200104936,""Piptocephalis cylindrospora"""
"Pirellulaceae,0.156880769230769,0.0249401462582844,""Pirellula sp. SH-Sr6A"""
"Piscirickettsiaceae,0.0691978571428571,0.0124548125876469,""Cycloclasticus sp. P1"""
"Pittidae,0.23619,NA,""Pitta sordida"""
"Plakobranchidae,0.35595,NA,""Elysia chlorotica"""
"Planctomycetaceae,0.133847727272727,0.0221265614852415,""Planctomyces sp. SH-PL14"""
"Planococcaceae,0.0589408108108108,0.0144652177420295,""Paenisporosarcina sp. HGH0030"""
"Planorbidae,0.3067,NA,""Biomphalaria glabrata"""
"Plasmodiidae,0.417576,0.020632705348548,""Plasmodium gonderi"""
"Plasmodiophoridae,0.21773,NA,""Plasmodiophora brassicae"""
"Platysternidae,0.36662,NA,""Platysternon megacephalum"""
"Plectidae,0.32324,NA,""Plectus sambesii"""
"Plectosphaerellaceae,0.299955,0.0255584773933556,""Verticillium longisporum"""
"Pleioneaceae,0.0800233333333333,0.0120623063024172,""Pleionea mediterranea"""
"Pleistophoridae,0.24113,NA,""Trachipleistophora hominis"""
"Pleomorphomonadaceae,0.09754,0.0314104648166817,""Methylobrevis pamukkalensis"""
"Pleosporaceae,0.294263333333333,0.0194651399943591,""Alternaria alternata"""
"Pleuroascaceae,0.29073,NA,""Venustampulla echinocandica"""
"Pleuronectidae,0.55515,NA,""Pleuronectes platessa"""
"Pleurostomataceae,0.25199,NA,""Pleurostoma richardsiae"""
"Pleurotaceae,0.31596,0.0223304321498712,""Pleurotus ostreatus"""
"Plexauridae,0.25107,NA,""Paramuricea clavata"""
"Ploceidae,0.23959,NA,""Ploceus nigricollis"""
"Ploettnerulaceae,0.2799775,0.0273743765530225,""Rhynchosporium commune"""
"Plutellidae,0.32281,NA,""Plutella xylostella"""
"Pneumocystaceae,0.23023,0.0137262048651475,""Pneumocystis jirovecii"""
"Poaceae,0.364346086956522,0.0345319815848137,""Sorghum bicolor"""
"Pocilloporidae,0.26649,0.0132936074863071,""Stylophora pistillata"""
"Podargidae,0.2405,NA,""Podargus strigoides"""
"Podicipedidae,0.242845,0.00620132647100602,""Podiceps cristatus"""
"Poeciliidae,0.301595,0.0294923023855378,""Xiphophorus maculatus"""
"Polyangiaceae,0.158355,0.0121340031866377,""Chondromyces crocatus"""
"Polyporaceae,0.33656,0.0314292984331499,""Trametes cinnabarina"""
"Polypteridae,0.26382,0.0397111168314365,""Erpetoichthys calabaricus"""
"Polystomatidae,0.59846,NA,""Protopolystoma xenopodis"""
"Pomacentridae,0.29892,0.0242093563180299,""Amphiprion ocellaris"""
"Pontiellaceae,0.085855,0.00323147799002252,""Pontiella sulfatireligans"""
"Porphyridiaceae,0.28721,NA,""Porphyridium purpureum"""
"Porphyromonadaceae,0.0641946153846154,0.01332906699372,""Porphyromonas macacae"""
"Porticoccaceae,0.063785,0.00871862661203013,""Gammaproteobacteria bacterium MOLA455"""
"Portunidae,0.70611,NA,""Portunus trituberculatus"""
"Postiaceae,0.34335,NA,""Postia placenta"""
"Powellomycetaceae,0.25427,NA,""Powellomyces hirtus"""
"Prevotellaceae,0.0812835897435897,0.014730457077837,""Prevotella sp. CAG:1124"""
"Procellariidae,0.240783333333333,0.000825005050489584,""Fulmarus glacialis"""
"Prochlorococcaceae,0.145405,0.0282064895015314,""Cyanobium sp. PCC 7001"""
"Prolixibacteraceae,0.07232,0.0266281358090773,""Draconibacterium sediminis"""
"Promicromonosporaceae,0.12914625,0.0300644046174209,""Cellulosimicrobium sp. MM"""
"Propionibacteriaceae,0.104003421052632,0.012890779918182,""Tessaracoccus lapidicaptus"""
"Propylenellaceae,0.09183,NA,""Propylenella binzhouense"""
"Proteaceae,0.31535,NA,""Protea cynaroides"""
"Proteinivoraceae,0.03957,NA,""Alkalicella caledoniensis"""
"Protomycetaceae,0.26252,NA,""Protomyces lactucae-debilis"""
"Prunellidae,0.245305,0.00133643181644258,""Prunella fulvescens"""
"Psathyrellaceae,0.303244,0.0423661720007838,""Candolleomyces aberdarensis"""
"Pseudanabaenaceae,0.110526666666667,0.0234758306917277,""Pseudanabaena sp. PCC 7367"""
"Pseudoalteromonadaceae,0.0832385714285714,0.0643055227748026,""Pseudoalteromonas citrea"""
"Pseudobacteriovoracaceae,0.10528,NA,""Pseudobacteriovorax antillogorgiicola"""
"Pseudobdellovibrionaceae,0.098868,0.00591437824289248,""Bdellovibrio bacteriovorus"""
"Pseudocohnilembidae,0.33192,NA,""Pseudocohnilembus persalinus"""
"Pseudohongiellaceae,0.07666,0.0130589088364993,""Pseudohongiella spirulinae"""
"Pseudomassariaceae,0.29301,NA,""Pseudomassariella vexata"""
"Pseudomonadaceae,0.07367,0.0133100376217551,""Pseudomonas sp. M47T1"""
"Pseudonocardiaceae,0.119559722222222,0.0224202311616691,""Amycolatopsis keratiniphila"""
"Psittacicellaceae,0.08365,0.0118369675170628,""Psittacicella hinzii"""
"Psittacidae,0.275604,0.0346110232440476,""Amazona aestiva"""
"Psittaculidae,0.29448,NA,""Melopsittacus undulatus"""
"Psophiidae,0.2333,NA,""Psophia crepitans"""
"Psychidae,0.513,NA,""Eumeta japonica"""
"Psychromonadaceae,0.0562225,0.00759845990034447,""Psychromonas sp. CNPT3"""
"Psyllidae,0.32385,NA,""Diaphorina citri"""
"Pteridaceae,0.32173,0.0256114076145767,""Ceratopteris richardii"""
"Pteroclidae,0.245863333333333,0.00395071301581542,""Pterocles gutturalis"""
"Pteromalidae,0.34565,0.0081741543905165,""Nasonia vitripennis"""
"Pteropodidae,0.353613333333333,0.00931348663677216,""Pteropus alecto"""
"Pterulaceae,0.33098,NA,""Pterula gracilis"""
"Ptilonorhynchidae,0.23898,NA,""Ptilonorhynchus violaceus"""
