proteome_id	per_protein	total_proteome
UP000208099	0.11008	0.15659
UP001161545	0.16191	0.10413
UP000290614	0.29216	0.29216
UP000202270	0.21999	0.16399
UP000007451	0.14028	0.07115
UP000232714	0.17125	0.09365
UP000202337	0.15121	0.07253
UP000202957	0.14737	0.10097
UP000104365	0.10464	0.06211
UP000502394	0.09324	0.12256
UP000202176	0.13621	0.1252
UP000201516	0.09816	0.03298
UP000201999	0.17192	0.29496
UP000279389	0.75243	0.75243
UP000680721	0.09621	0.09561
UP000680232	0.11667	0.11111
UP000678880	0.0974	0.09449
UP000681658	0.11736	0.11388
UP000680399	0.39783	0.38939
UP000676836	0.13192	0.12939
UP000682817	0.13973	0.13175
UP000676940	0.20167	0.19579
UP000676026	0.23898	0.22632
UP000677786	0.12097	0.11398
UP000678071	0.1087	0.10501
UP000009190	0.20842	0.13882
UP000232606	0.31068	0.25418
UP000203966	0.29122	0.17677
UP000676376	0.19437	0.07226
UP000682647	0.0	0.0
UP000678483	0.0	0.0
UP000677586	0.0	0.0
UP000678394	0.02182	0.02182
UP001055383	0.18385	0.13893
UP000676167	0.00459	0.01133
UP001161647	0.15588	0.09714
UP000201684	0.14516	0.07373
UP000243908	0.02895	0.02906
UP000204293	0.13381	0.10663
UP000202495	0.09631	0.1623
UP000201310	0.12012	0.08778
UP000133604	0.28381	0.15332
UP000123326	0.30013	0.21886
UP000153683	0.16732	0.13341
UP000106941	0.07193	0.05807
UP000148838	0.12023	0.09942
UP000126644	0.07581	0.08423
UP000297102	0.31047	0.22572
UP000207646	0.16265	0.16265
UP000240547	0.17437	0.15625
UP000679593	0.05461	0.14425
UP000203562	0.2402	0.09314
UP000128218	0.38096	0.27217
UP000681260	0.03922	0.04667
UP000201172	0.0	0.0
UP000201627	0.04795	0.05757
UP000207752	0.0	0.0
UP000132454	0.54222	0.31104
UP000180335	0.14143	0.12731
UP000000470	0.11099	0.14561
UP000141916	0.80605	0.58865
UP000115701	0.09393	0.06756
UP000110085	0.10452	0.04292
UP000202556	0.0	0.0
UP000202574	0.37834	0.19352
UP000000407	0.06331	0.06331
UP000289309	0.07371	0.06968
UP000267456	0.04982	0.04737
UP000103471	0.1446	0.1487
UP000105858	0.22566	0.26209
UP000202512	0.09429	0.09429
UP000290434	0.3582	0.25713
UP000201935	0.31632	0.16618
UP000202664	0.26033	0.12067
UP000203689	0.12394	0.04741
UP000203490	0.16785	0.06453
UP000111976	0.22228	0.0815
UP000202874	0.20645	0.12298
UP000201433	0.21426	0.11937
UP000201535	0.30648	0.19839
UP000204090	0.32149	0.1768
UP000680508	0.32288	0.18664
UP000289833	0.34546	0.13632
UP000203106	0.26281	0.23794
UP000202312	0.39736	0.25889
UP000173942	0.16957	0.14404
UP000129376	0.32881	0.29649
UP000214373	0.25082	0.2524
UP000214374	0.30627	0.2368
UP000207618	0.12471	0.12084
UP000202132	0.13946	0.10833
UP000204529	0.20638	0.16835
UP001162227	0.33131	0.18956
UP000323261	0.24977	0.18786
UP000233833	0.17907	0.08127
UP000173965	0.29285	0.23744
UP000203626	0.15131	0.10164
UP000111010	0.07849	0.08806
UP000115668	0.06303	0.07074
UP000168861	0.15245	0.14932
UP000168191	0.12108	0.12317
UP000107872	0.01961	0.02138
UP000133700	0.17079	0.17864
UP000241855	0.26644	0.28279
UP000158370	0.11891	0.12181
UP000127453	0.22485	0.13075
UP000243266	0.08294	0.0705
UP000142668	0.08908	0.07164
UP000097718	0.3842	0.43448
UP000678224	0.03552	0.03552
UP000678741	0.03834	0.03834
UP000274183	0.22107	0.33227
UP000289336	0.04147	0.04224
UP000289569	0.25541	0.25541
UP000145001	0.1919	0.23066
UP000132221	0.13276	0.13276
UP000143187	0.14595	0.2476
UP000201136	0.25774	0.20937
UP001055065	0.19315	0.14703
UP000202650	0.32358	0.25657
UP000120576	0.12416	0.14045
UP000203507	0.21498	0.14582
UP000297133	0.14629	0.14378
UP000242605	0.09604	0.08998
UP000243621	0.11936	0.10598
UP000243909	0.05214	0.04561
UP000162892	0.2806	0.16283
UP000218191	0.12334	0.12334
UP000173026	0.25664	0.14908
UP000202496	0.1226	0.17319
UP000501211	0.17605	0.1196
UP000008288	0.43386	0.35417
UP000201368	0.10143	0.03706
UP000154424	0.34761	0.3993
UP000167195	0.25675	0.27825
UP000097131	0.11523	0.10487
UP000243289	0.02821	0.02821
UP000008651	0.14594	0.09909
UP000207734	0.01468	0.0135
UP000202303	0.03806	0.03982
UP000204557	0.05912	0.05458
UP000203256	0.02862	0.02857
UP000202002	0.0	0.0
UP000202366	0.02285	0.02285
UP000242569	0.06572	0.06572
UP000204053	0.10894	0.04271
UP000500766	0.34645	0.18459
UP000677738	0.16604	0.16747
UP000680137	0.03433	0.03433
UP000290229	0.19267	0.18102
UP000201363	0.11141	0.09716
UP000134372	0.25949	0.22401
UP000136988	0.09267	0.125
UP000156693	0.0	0.0
UP000166619	0.08919	0.04791
UP000139850	0.31386	0.35101
UP000289908	0.25608	0.19436
UP000290478	0.21915	0.11036
UP000242220	0.11362	0.11362
UP000202644	0.21007	0.19395
UP000290683	0.08111	0.08111
UP000202935	0.15	0.15
UP000677017	0.22869	0.20225
UP000243345	0.05521	0.04856
UP000242779	0.15557	0.1405
UP000289133	0.01327	0.0225
UP000503137	0.06442	0.06442
UP000243949	0.29451	0.29451
UP000678361	0.10714	0.10714
UP000201732	0.0	0.0
UP000243271	0.0205	0.01982
UP000290081	0.05379	0.05379
UP000290499	0.07398	0.07398
UP000269274	0.0	0.0
UP000290744	0.03659	0.03659
UP001161633	0.1897	0.17295
UP000243767	0.20979	0.15665
UP000290636	0.29603	0.51677
UP000139727	0.2921	0.24706
UP000290750	0.21478	0.09688
UP000204335	0.06874	0.04406
UP000116552	0.14553	0.11592
UP000006720	0.13928	0.08301
UP000289407	0.3298	0.27854
UP000289491	0.17272	0.12252
UP000234920	0.28624	0.21666
UP000002325	0.29841	0.14922
UP000202989	0.20082	0.26113
UP000116944	0.03647	0.03183
UP000501392	0.02186	0.03767
UP000099166	0.16684	0.11078
UP000201683	0.0928	0.10759
UP001145895	0.43837	0.41139
UP001145914	0.47483	0.27836
UP001145874	0.37073	0.24274
UP001145912	0.51723	0.42368
UP001144567	0.31411	0.43861
UP001144589	0.22149	0.2414
UP001144603	0.36911	0.29156
UP001144556	0.42474	0.29106
UP001144586	0.36295	0.36864
UP001144584	0.47734	0.31497
UP001144551	0.39664	0.30731
UP001144564	0.40502	0.28325
UP001144563	0.20801	0.17391
UP001144549	0.47178	0.36594
UP001144512	0.49631	0.32359
UP001144547	0.56408	0.41398
UP001144525	0.67937	0.63395
UP001144581	0.47476	0.48886
UP001144511	0.27965	0.25246
UP001144438	0.66667	0.41872
UP001144745	0.31695	0.25957
UP001144713	0.55545	0.34853
UP001144770	0.48237	0.414
UP001144691	0.68313	0.45334
UP001144716	0.10503	0.08387
UP001144781	0.58173	0.37783
UP001144747	0.54475	0.33045
UP001149138	0.58978	0.40595
UP001149137	0.51757	0.29576
UP001149193	0.12268	0.12964
UP001149224	0.1244	0.10943
UP001149223	0.54033	0.35191
UP001149197	0.45092	0.25868
UP001145598	0.23439	0.18235
UP001145653	0.62182	0.38116
UP001145652	0.40276	0.20184
UP001145631	0.51153	0.35578
UP001145689	0.60564	0.36411
UP001145688	0.3795	0.16887
UP001145939	0.42839	0.20127
UP001145985	0.2078	0.27749
UP001146005	0.4015	0.36918
UP001145936	0.57241	0.51742
UP001146023	0.51001	0.42563
UP001145984	0.42148	0.337
UP001145966	0.51086	0.38889
UP001146021	0.58263	0.52742
UP001146020	0.50748	0.30521
UP001145957	0.45388	0.28582
UP001145879	0.50267	0.37467
UP001145918	0.60511	0.50141
UP001145909	0.33233	0.2986
UP001145948	0.33126	0.21986
UP001145897	0.37986	0.20027
UP001157383	0.32642	0.25301
UP001157405	0.09389	0.08366
UP001157404	0.24388	0.22684
UP001157403	0.16592	0.13989
UP001157331	0.1519	0.13458
UP001157426	0.32045	0.27011
UP000145727	0.22115	0.14973
UP000297034	0.0	0.0
UP000679345	1.0	1.0
UP000116434	0.69563	0.57207
UP000120459	0.37243	0.37174
UP000290803	0.33333	0.33333
UP000290511	0.34435	0.34435
UP000680208	0.4089	0.37293
UP000203089	0.45864	0.17045
UP000243557	0.08152	0.07246
UP000204080	0.10661	0.13785
UP000204276	0.49748	0.31205
UP001162129	0.14215	0.05435
UP000202720	0.12651	0.12651
UP000052104	0.33654	0.2708
UP000242808	0.09403	0.09403
UP000207616	0.06374	0.03731
UP000248937	0.09771	0.09771
UP000011276	0.1716	0.0532
UP000243398	0.02624	0.02581
UP000242440	0.10126	0.09392
UP000203574	0.11533	0.10966
UP000204532	0.15511	0.09939
UP000159125	0.13504	0.0623
UP000501712	0.1355	0.13492
UP000201781	0.22894	0.30288
UP000114582	0.25312	0.27819
UP000052098	0.35535	0.37655
UP000201766	0.23511	0.13178
UP000006576	0.19347	0.31376
UP000203280	0.2094	0.09078
UP000204385	0.29547	0.26896
UP000201408	0.2179	0.2161
UP000166347	0.30288	0.34058
UP000290390	0.53794	0.46496
UP000679894	0.22711	0.20865
UP000203842	0.13715	0.11724
UP000001104	0.10977	0.10977
UP000243666	0.0	0.0
UP000000351	0.0	0.0
UP000207604	0.04651	0.03667
UP000203414	0.33731	0.11502
UP000052090	0.32365	0.35568
UP000127069	0.35692	0.30881
UP000097892	0.20915	0.18015
UP000172856	0.06293	0.0627
UP000153605	0.28557	0.18413
UP000029742	0.22452	0.22452
UP000105007	0.16157	0.1433
UP000682750	0.14137	0.14751
UP000515429	0.25798	0.15583
UP000202362	0.25307	0.21656
UP000289186	0.17871	0.10275
UP000290245	0.15507	0.12178
UP000680490	0.31198	0.18045
UP000113480	0.15146	0.16734
UP001157367	0.30688	0.16863
UP000007049	0.16304	0.04643
UP000288857	0.07911	0.11013
UP000202324	0.13303	0.13303
UP000228460	0.0796	0.0796
UP000204569	0.40129	0.33564
UP000682558	0.07708	0.06849
UP000510602	0.10701	0.07617
UP000888120	0.07362	0.06642
UP000232482	0.01201	0.00819
UP000201447	0.21034	0.16283
UP000202735	0.14404	0.1698
UP000289296	0.08284	0.08284
UP000202021	0.15612	0.15019
UP000232240	0.05666	0.05666
UP000214656	0.2352	0.23194
UP000241608	0.10518	0.31494
UP000290085	0.11873	0.11873
UP000203578	0.3099	0.10591
UP000204590	0.22596	0.2217
UP000243671	0.0932	0.0932
UP000214351	0.05462	0.03447
UP000289709	0.0	0.0
UP000201704	0.0	0.0
UP000202205	0.0	0.0
UP000203518	0.30138	0.08426
UP000681199	0.02326	0.02326
UP000676046	0.36307	0.36307
UP000243549	0.19494	0.19026
UP000243918	0.27073	0.21752
UP000242453	0.22668	0.19035
UP000101020	0.43231	0.16758
UP000112478	0.12466	0.10916
UP000249273	0.14435	0.08829
UP000203402	0.59253	0.5654
UP000119077	0.49976	0.44619
UP000128597	0.58269	0.46367
UP000243664	0.44393	0.44393
UP000119281	0.44251	0.43367
UP000000570	0.07166	0.06676
UP000203248	0.16155	0.07575
UP000203293	0.39537	0.16087
UP000677266	0.30428	0.20072
UP000290855	0.40222	0.45573
UP000464024	0.21781	0.05811
UP000000354	0.30249	0.23079
UP000201130	0.04092	0.08934
UP000001663	0.23055	0.22069
UP000680083	0.18397	0.09946
UP000201777	0.24812	0.24812
UP000202700	0.39799	0.39799
UP000203331	0.02374	0.0281
UP000204343	0.08782	0.10114
UP000136088	0.35207	0.22842
UP000290858	0.23791	0.252
UP000297192	0.1953	0.15632
UP000202570	0.04398	0.03772
UP000203312	0.62074	0.62074
UP000052109	0.17318	0.17318
UP000137422	0.12177	0.11905
UP000241210	0.35951	0.22791
UP000207663	0.0	0.0
UP000202446	0.42857	0.42857
UP000204172	0.44682	0.34533
UP000203286	0.34146	0.34146
UP000242122	0.62638	0.5741
UP000272688	0.10552	0.10285
UP000273112	0.13878	0.12875
UP000127615	0.28743	0.1654
UP000171189	0.37494	0.30686
UP000129765	0.37051	0.29352
UP000122874	0.36941	0.33944
UP000112894	0.28343	0.25156
UP000134610	0.24784	0.16847
UP000201862	0.33566	0.27829
UP000161882	0.22505	0.15788
UP000106311	0.24831	0.13719
UP000204000	0.26074	0.16897
UP000148789	0.17324	0.14569
UP000161274	0.2759	0.21232
UP000130460	0.19642	0.17461
UP000175303	0.7091	0.51313
UP000165545	0.74702	0.57409
UP000149493	0.70757	0.50593
UP000099935	0.8234	0.68218
UP000107967	0.72363	0.53815
UP000242703	0.08756	0.07913
UP000006710	0.17016	0.1568
UP000172127	0.29296	0.2273
UP000888380	0.04538	0.03847
UP000131520	0.55718	0.36265
UP000162416	0.66109	0.59007
UP000136605	0.37436	0.27584
UP000289185	1.0	1.0
UP000164617	0.53571	0.21994
UP000007219	0.22479	0.08
UP000201865	0.35996	0.10965
UP000290435	0.04536	0.02262
UP000281649	0.08	0.06792
UP000289472	0.10787	0.10525
UP000289380	0.07018	0.0671
UP000204665	0.22608	0.18097
UP000594046	0.03	0.05597
UP000241996	0.23933	0.12728
UP000207613	0.14389	0.15059
UP000002326	0.14702	0.10388
UP001156851	0.07015	0.09425
UP000240882	0.0	0.0
UP000242914	0.16906	0.16742
UP000203686	0.1984	0.16583
UP000143765	0.28272	0.16511
UP000679782	0.12308	0.18237
UP000008033	0.17202	0.18173
UP000029782	0.16747	0.12092
UP000201264	0.14321	0.16384
UP000120119	0.5	0.47302
UP000204042	0.41323	0.34536
UP000001065	0.28115	0.21372
UP000243295	0.4018	0.33112
UP000267492	0.20917	0.08845
UP000279185	0.0155	0.0155
UP000007016	0.13494	0.11631
UP000297027	0.16521	0.13762
UP000203882	0.37277	0.167
UP000142997	0.16699	0.0766
UP000131472	0.30731	0.26478
UP000165577	0.68982	0.55803
UP000201763	0.09544	0.09515
UP000203542	0.29695	0.24455
UP000282493	0.25974	0.21818
UP000109780	0.2263	0.16363
UP000243941	0.17591	0.12222
UP000201964	0.3418	0.22312
UP000276212	0.24611	0.23558
UP000002142	0.0197	0.028
UP000109796	0.07314	0.06381
UP000242952	0.10137	0.09471
UP000503509	0.15054	0.12006
UP000008030	0.17935	0.16117
UP000201335	0.12302	0.11019
UP000204663	0.16236	0.14007
UP000102185	0.10969	0.0693
UP000202531	0.17769	0.15195
UP000203720	0.25213	0.19938
UP000007541	0.16431	0.1224
UP000009151	0.29044	0.24008
UP000203394	0.27987	0.19231
UP000135044	0.06365	0.08072
UP000154225	0.22465	0.15063
UP000144311	0.18968	0.18154
UP000204558	0.18154	0.10572
UP000202863	0.17877	0.12093
UP000116215	0.09709	0.13919
UP000201555	0.10223	0.1432
UP000201075	0.35952	0.35952
UP000007225	0.4839	0.19011
UP000217264	0.13868	0.13273
UP000203888	0.40374	0.34802
UP000203364	0.2505	0.23805
UP000201645	0.07784	0.03926
UP000516215	0.05588	0.04661
UP000516130	0.06276	0.07435
UP000516102	0.05819	0.04515
UP000516196	0.07144	0.04312
UP000516114	0.05331	0.04533
UP000516225	0.05394	0.04244
UP000516067	0.0828	0.05354
UP000225166	0.06335	0.03452
UP000000414	0.09204	0.13734
UP000202801	0.40997	0.34781
UP000207726	0.23408	0.17745
UP000201917	0.16056	0.14427
UP000218499	0.17603	0.04494
UP000204121	0.05283	0.13543
UP000204447	0.13806	0.1536
UP000204106	0.10081	0.05315
UP000203716	0.27652	0.22901
UP000204656	0.33414	0.27964
UP000203342	0.40619	0.35606
UP001156816	0.08435	0.10041
UP000160503	0.13624	0.08311
UP000242859	0.5	0.51273
UP000007218	0.0936	0.05542
UP000153330	0.1555	0.14277
UP001161496	0.02271	0.02271
UP000052081	0.32455	0.33913
UP000217306	0.39689	0.45777
UP000147829	0.23789	0.23699
UP000203912	0.01868	0.01868
UP000203648	0.22952	0.21779
UP000204548	0.17292	0.09251
UP000202836	0.05358	0.0824
UP000208098	0.13233	0.07333
UP000207680	0.34391	0.17645
UP000201143	0.34091	0.2449
UP000502532	0.33648	0.27811
UP000232775	0.36195	0.27907
UP000250097	0.26777	0.19234
UP000204449	0.1434	0.20427
UP000201936	0.23028	0.16301
UP000290732	0.3356	0.38423
UP000139373	0.11711	0.14754
UP000500835	0.1739	0.12933
UP000204256	0.23494	0.23494
UP001161589	0.10677	0.07763
UP000593780	0.09955	0.13676
UP000158204	0.37878	0.26578
UP000502791	0.34015	0.11642
UP000113835	0.27729	0.25384
UP000204278	0.28179	0.22389
UP000281344	0.16598	0.1703
UP000136225	0.07776	0.10228
UP000202594	0.19914	0.16112
UP000208089	0.24187	0.1953
UP000297110	0.04366	0.05851
UP000111222	0.03289	0.05072
UP000241576	0.13145	0.12649
UP000201756	0.27089	0.22406
UP000151918	0.2213	0.20903
UP000275869	0.02553	0.03058
UP000203270	0.05868	0.06423
UP000278471	0.27659	0.27667
UP000279070	0.153	0.14586
UP000272237	0.26076	0.26056
UP000277274	0.07276	0.06511
UP000290520	0.17565	0.19653
UP000289815	0.58508	0.41001
UP000680104	1.0	1.0
UP000683171	0.36868	0.21293
UP000152551	0.21678	0.18488
UP000202230	0.24179	0.19559
UP000204411	0.13381	0.13241
UP000244773	0.19346	0.14832
UP000234780	0.22201	0.12472
UP000201153	0.11227	0.11029
UP000289788	0.14819	0.14827
UP000155591	0.46112	0.28933
UP000203510	0.04965	0.04965
UP000203555	0.13757	0.13757
UP001162018	0.19201	0.10998
UP000202748	0.07628	0.08558
UP000203693	0.3457	0.30092
UP000204144	0.08221	0.09023
UP000201497	0.13474	0.14007
UP000011786	0.22207	0.06875
UP000201574	0.05193	0.07222
UP000174232	0.32543	0.33714
UP000681272	0.57809	0.39925
UP000274800	0.06452	0.05882
UP000503481	0.06489	0.11575
UP000201867	0.15202	0.10428
UP000118722	0.36996	0.19129
UP000201058	0.26843	0.22472
UP000214360	0.2715	0.1752
UP000000575	0.63456	0.24516
UP000203805	0.38287	0.15706
UP000203533	0.1378	0.2107
UP000202933	0.38295	0.36538
UP000204668	0.14225	0.12019
UP000201425	0.16534	0.16083
UP000235618	0.28282	0.2213
UP000007399	0.28584	0.17055
UP000217335	0.10443	0.06694
UP000242503	0.56526	0.61422
UP000242982	0.37247	0.26767
UP000202675	0.23864	0.10106
UP000681978	0.33893	0.2252
UP000007405	0.34679	0.25636
UP000204277	0.14748	0.08523
UP000297005	0.32604	0.23364
UP000202261	0.33702	0.23049
UP000208070	0.40495	0.31588
UP000232403	0.30394	0.1946
UP000204533	0.39997	0.27264
UP000203970	0.22549	0.22549
UP000201637	0.30308	0.22943
UP000232486	0.29463	0.1859
UP000240443	0.40831	0.28351
UP000201066	0.0	0.0
UP000290752	0.14407	0.14407
UP000007068	0.28629	0.18592
UP000201940	0.0	0.0
UP000008267	0.33308	0.23883
UP000002323	0.30276	0.22222
UP000204233	0.27753	0.26141
UP000007547	0.40639	0.29326
UP000203647	0.23077	0.12437
UP000289333	0.14994	0.13557
UP000125409	0.09062	0.09062
UP000677749	0.57445	0.48813
UP000680011	0.83843	0.70635
UP000677376	0.60559	0.51166
UP000115631	0.82402	0.5136
UP000132161	0.60124	0.50156
UP000232604	0.6833	0.59479
UP000679294	0.75975	0.59134
UP000675982	0.66049	0.55128
UP000201804	0.75705	0.46241
UP000297018	0.55828	0.60944
UP000201802	0.60591	0.543
UP000118000	0.71281	0.76292
UP000139264	0.57019	0.50871
UP000111166	0.62339	0.60462
UP000141160	0.46361	0.37519
UP000113296	0.49963	0.44528
UP000147262	0.56617	0.48473
UP000232409	0.50924	0.46533
UP000232525	0.57104	0.47374
UP000162179	0.47084	0.45008
UP000179300	0.56032	0.43568
UP000116093	0.47204	0.39107
UP000677553	0.49356	0.51014
UP000232879	0.45319	0.37002
UP000232595	0.64146	0.3847
UP000116498	0.74215	0.77063
UP000157177	0.43674	0.37041
UP000158564	0.55725	0.37403
UP000152857	0.32151	0.27383
UP000114391	0.50991	0.30726
UP000133488	0.49155	0.32475
UP000114428	0.36019	0.35294
UP000155130	0.76222	0.58527
UP000114767	0.60165	0.37652
UP000151607	0.53753	0.38944
UP000140929	0.31974	0.29799
UP000683093	0.66494	0.6423
UP000682577	0.77559	0.58982
UP000106432	0.38595	0.42797
UP000135983	0.89314	0.80719
UP000011264	0.76416	0.58787
UP000108023	0.68013	0.53411
UP000164947	0.75539	0.55657
UP000171073	0.688	0.6024
UP000232560	0.67049	0.45424
UP000232671	0.56531	0.28944
UP000148310	0.65948	0.42047
UP000140739	0.54012	0.39737
UP000144241	0.57293	0.29117
UP000203082	0.65131	0.40212
UP000232833	0.62403	0.4892
UP000232847	0.51544	0.44154
UP000008261	0.76487	0.46032
UP000170849	0.86931	0.70104
UP000007551	0.79804	0.62552
UP000232736	0.86676	0.69949
UP000008257	0.80835	0.64629
UP000007553	0.60584	0.51973
UP000232856	0.35867	0.30536
UP000008258	0.70668	0.56677
UP000172761	0.66894	0.41068
UP000011277	0.69655	0.59351
UP000681496	0.1234	0.11994
UP000677267	0.17264	0.16719
UP000322652	0.39638	0.17101
UP000324601	0.20295	0.2438
UP000323076	0.47989	0.30429
UP000324998	0.27914	0.11805
UP000325306	0.32041	0.16215
UP000325025	0.17896	0.11705
UP000325266	0.32849	0.1855
UP000323333	0.19465	0.13548
UP000325075	0.15859	0.08486
UP000323199	0.09656	0.08725
UP000322909	0.1377	0.10963
UP000324756	0.21891	0.15964
UP000325088	0.12231	0.1156
UP000322946	0.13275	0.07988
UP000322811	0.35477	0.2535
UP000323642	0.38924	0.2272
UP000324744	0.20147	0.1534
UP000325065	0.33958	0.30007
UP000322649	0.13349	0.11111
UP000322872	0.32195	0.25939
UP000324827	0.24535	0.1448
UP000324700	0.41845	0.22696
UP000325162	0.16347	0.20599
UP000323381	0.08799	0.06591
UP000325017	0.2107	0.11308
UP000323442	0.29114	0.19243
UP000323702	0.34498	0.25103
UP000323793	0.38146	0.23892
UP000324563	0.31113	0.27156
UP000324794	0.19915	0.18055
UP000322121	0.24898	0.20684
UP000324848	0.1277	0.13861
UP000324181	0.13916	0.11568
UP000324730	0.38257	0.26994
UP000322932	0.46058	0.2731
UP000322458	0.38377	0.25676
UP000324059	0.22625	0.15955
UP000322754	0.19791	0.14137
UP000324718	0.47883	0.33858
UP000324056	0.18542	0.15981
UP000322866	0.26798	0.27844
UP000324394	0.20571	0.14835
UP000323066	0.20806	0.23091
UP000323716	0.22584	0.21078
UP000322691	0.07524	0.07953
UP000324979	0.08201	0.08715
UP000323778	0.31837	0.24569
UP000325148	0.06948	0.05668
UP000323887	0.26084	0.17666
UP000323453	0.34455	0.33267
UP000324177	0.30658	0.30921
UP000324712	0.4118	0.32611
UP000322089	0.34894	0.28798
UP000322151	0.28924	0.21548
UP000323486	0.43748	0.30933
UP000322717	0.31213	0.28954
UP000324425	0.14458	0.08696
UP000323558	0.4572	0.26636
UP000322682	0.32427	0.23661
UP000323586	0.05792	0.05663
UP000323915	0.30684	0.21215
UP000322477	0.45913	0.32253
UP000322835	0.34563	0.25658
UP000323307	0.51107	0.33703
UP000322908	0.26699	0.27759
UP000324495	0.19477	0.12221
UP000203584	0.53875	0.53875
UP000204292	0.00716	0.01689
UP001161587	0.10408	0.06356
UP000202159	0.11567	0.07881
UP000152383	0.19313	0.06154
UP000501815	0.06501	0.07021
UP001161493	0.05326	0.03368
UP000204168	0.03877	0.03943
UP000103020	0.31128	0.37156
UP000174148	0.39158	0.44715
UP000142472	0.34454	0.34578
UP000289390	0.09879	0.1042
UP000242334	0.1589	0.16988
UP000112218	0.09457	0.12838
UP000011272	0.03171	0.02999
UP000201281	0.06183	0.06165
UP000208101	0.10664	0.10871
UP000232683	0.09978	0.08936
UP000001323	0.21736	0.18136
UP000137940	0.0	0.0
UP000242179	0.24895	0.20252
UP001161503	0.01231	0.01231
UP000679124	0.22608	0.14286
UP000676365	0.13345	0.0834
UP000203563	0.51435	0.45073
UP000242538	0.12807	0.12807
UP000201894	0.20429	0.20429
UP000232569	0.02276	0.021
UP000281697	0.12783	0.12305
UP000096793	0.2589	0.14523
UP000097651	0.28642	0.16413
UP000831682	0.28878	0.35889
UP000204401	0.28958	0.14443
UP000289772	0.06282	0.08834
UP000232615	0.12029	0.10444
UP000289461	0.24746	0.2015
UP000136220	0.32423	0.22245
UP000137095	0.4987	0.36643
UP000240399	0.15618	0.14233
UP000110521	0.33707	0.3086
UP000161081	0.2539	0.20393
UP000315075	0.36091	0.22559
UP000019066	0.05797	0.06803
UP000029749	0.08852	0.08852
UP000142477	0.07321	0.05136
UP000007403	0.58836	0.25019
UP000203386	0.42699	0.30175
UP000201106	0.07885	0.09009
UP000232451	0.12588	0.16175
UP000008264	0.00583	0.01383
UP000000401	0.50707	0.54453
UP000052102	0.51319	0.37525
UP000114966	0.39403	0.39041
UP000153366	0.55511	0.45768
UP000113124	0.44641	0.4028
UP000006574	0.15493	0.06892
UP000232767	0.28586	0.07096
UP000201861	0.18979	0.13655
UP000681952	0.1139	0.10826
UP000052096	0.31793	0.36521
UP000289305	0.05681	0.07072
UP000243586	0.0	0.0
UP000203277	0.05606	0.05441
UP000207747	0.10648	0.09963
UP000214350	0.0	0.0
UP000242304	0.16948	0.16806
UP000242340	0.0467	0.0467
UP000204371	0.27801	0.27801
UP000242946	0.04116	0.04116
UP000201713	0.13412	0.15508
UP000203745	0.08894	0.10819
UP000297178	0.18247	0.0964
UP000366725	0.09007	0.1123
UP000240298	0.0	0.0
UP000240680	0.05769	0.05376
UP000241374	0.30087	0.21668
UP000202555	0.23716	0.26594
UP000201573	0.0	0.0
UP000202135	0.3646	0.31378
UP000201175	0.16667	0.16667
UP000204402	0.12403	0.12403
UP000242325	0.07374	0.07815
UP000154645	0.19202	0.09272
UP000232420	0.19571	0.10736
UP000169682	0.13796	0.06442
UP000150235	0.15412	0.07981
UP000242585	0.16361	0.16361
UP000154838	0.09986	0.06715
UP000679767	0.20971	0.14949
UP000125000	0.36643	0.4099
UP000202024	0.12292	0.08853
UP000140123	0.23995	0.07967
UP000103080	0.1696	0.08746
UP000202811	0.08152	0.05168
UP000007081	0.18607	0.21959
UP000154153	0.15624	0.09176
UP000275952	0.16147	0.16765
UP000201102	0.11362	0.14812
UP000201995	0.15152	0.1047
UP000181615	0.05506	0.06345
UP000202100	0.09557	0.05094
UP000201856	0.15918	0.10766
UP000683136	0.04131	0.02809
UP000290712	0.12583	0.15009
UP000297055	0.2227	0.14502
UP000297129	0.10567	0.10567
UP000297191	0.1853	0.12135
UP000297076	0.07383	0.07383
UP000297177	0.15301	0.1358
UP000297063	0.04304	0.05957
UP000297175	0.17237	0.14475
UP000297050	0.05507	0.05507
UP000297009	0.24109	0.18688
UP001162224	0.02131	0.02584
UP001162028	0.12554	0.11328
UP000318778	0.23515	0.17403
UP000201830	0.26224	0.1982
UP000007629	0.16747	0.10674
UP000217288	0.32665	0.30593
UP000203713	0.3875	0.3275
UP000503360	0.26716	0.15975
UP000242266	0.06422	0.06554
UP000318653	0.2655	0.18383
UP000154329	0.3415	0.35338
UP000144843	0.1847	0.15266
UP000167590	0.18603	0.07081
UP000297204	0.50662	0.46516
UP000207636	0.0	0.0
UP000202622	0.04775	0.04775
UP000203746	0.08154	0.08154
UP000243298	0.08255	0.08255
UP000202758	0.34041	0.29062
UP000203107	0.34374	0.07753
UP000274267	0.09653	0.09328
UP000153939	0.11131	0.11624
UP000203860	0.04235	0.04277
UP000204061	0.03557	0.02972
UP000201759	0.12907	0.12907
UP000202837	0.03247	0.02722
UP000202988	0.09405	0.09405
UP000203262	0.04167	0.04167
UP000201206	0.01011	0.01674
UP000501042	0.2005	0.14244
UP000297116	0.30822	0.11815
UP000203411	0.01248	0.01179
UP000232647	0.02196	0.01996
UP000106287	0.0	0.0
UP000002240	0.27687	0.22066
UP001157219	0.11904	0.11743
UP000134478	0.16272	0.06339
UP000218283	0.11247	0.07893
