"Entry","Method","PDB_ID","Chain","FD","Start_Coverage","End_Coverage"
"Q96DE0","X-ray diffraction","3COU","A","FD1","1","195"
"Q96DE0","X-ray diffraction","3MGM","A, B","FD1","1","195"
"Q96DE0","X-ray diffraction","5VY2","A, B","FD1","1","195"
"Q96DE0","X-ray diffraction","5W6X","A, B","FD1","1","195"
"Q96DE0","X-ray diffraction","5W6Z","A, B, D, E","FD1","1","195"
"Q96DE0","X-ray diffraction","5WJI","A, B","FD1","1","195"
"Q96DE0","X-ray diffraction","6B09","A, B","FD1","1","195"
"Q96DE0","X-ray diffraction","6CO2","A, B","FD1","1","104"
"Q9BSD7","Solution NMR","2I3B","A","FD1","2","190"
"P04181","X-ray diffraction","1GBN","A, B, C","FD1","38","439"
"P04181","X-ray diffraction","1OAT","A, B, C","FD1","1","439"
"P04181","X-ray diffraction","2BYJ","A, B, C","FD1","1","439"
"P04181","X-ray diffraction","2BYL","A, B, C","FD1","1","439"
"P04181","X-ray diffraction","2CAN","A, B, C","FD1","38","439"
"P04181","X-ray diffraction","2OAT","A, B, C","FD1","1","439"
"P04181","X-ray diffraction","5VWO","A, B, C","FD1","36","439"
"P04181","X-ray diffraction","6HX7","A, B, C","FD1","26","439"
"P04181","X-ray diffraction","6OIA","A, B, C","FD1","36","439"
"O75147","Solution NMR","2CPC","A","FD1","893","992"
"O75147","Solution NMR","2E6P","A","FD1","714","804"
"O75147","Solution NMR","2E6Q","A","FD1","615","713"
"O75147","Solution NMR","2LU7","A","FD1","1277","1357"
"O75147","Solution NMR","2LVC","A","FD1","805","892"
"O75147","X-ray diffraction","2WP3","O","FD1","1","106"
"O75147","X-ray diffraction","2WWK","O","FD1","1","106"
"O75147","X-ray diffraction","2WWM","C, O","FD1","1","106"
"O75147","X-ray diffraction","3KNB","B","FD1","1","105"
"O75147","X-ray diffraction","5FM5","O, P","FD1","251","339"
"Q9HAT8","X-ray diffraction","3EGA","A","FD1","15","275"
"Q9HAT8","X-ray diffraction","3EGB","A, B","FD1","7","289"
"Q8TBX8","X-ray diffraction","2GK9","A, B, C, D","FD1","32","421"
"Q9Y2H5","Solution NMR","2D9Y","A","FD1","57","160"
"Q9Y2H5","Solution NMR","2YRY","A","FD1","46","160"
"Q8NDX5","X-ray diffraction","4PZN","A, B, C, D, E","FD1","909","909"
"Q8NDX5","X-ray diffraction","4PZO","A, B, C, D, E, F","FD1","909","909"
"P98160","X-ray diffraction","3SH4","A","FD1","4197","4391"
"P98160","X-ray diffraction","3SH5","A","FD1","4197","4391"
"Q5T6S3","Solution NMR","2E5Q","A","FD1","40","95"
"Q5T6S3","Solution NMR","4BD3","A","FD1","38","95"
"P78364","Solution NMR","2L8E","A","FD1","783","828"
"Q9Y4D7","X-ray diffraction","3H6N","A","FD1","1553","1678"
"P48147","X-ray diffraction","3DDU","A","FD1","2","710"
"Q9UMR5","X-ray diffraction","1PJA","A","FD1","1","302"
"P25789","X-ray diffraction","4R3O","C, Q","FD1","2","251"
"P25789","X-ray diffraction","4R67","C, Q, e, s","FD1","2","251"
"P25789","Electron Microscopy","5A0Q","C, Q","FD1","1","261"
"P25789","Electron Microscopy","5GJQ","D, j","FD1","1","261"
"P25789","Electron Microscopy","5GJR","D, j","FD1","1","261"
"P25789","Electron Microscopy","5L4G","C, P","FD1","1","261"
"P25789","X-ray diffraction","5LE5","B, P","FD1","1","261"
"P25789","X-ray diffraction","5LEX","B, P","FD1","1","261"
"P25789","X-ray diffraction","5LEY","B, P","FD1","1","261"
"P25789","X-ray diffraction","5LEZ","B, P","FD1","1","261"
"P25789","X-ray diffraction","5LF0","B, P","FD1","1","261"
"P25789","X-ray diffraction","5LF1","B, P","FD1","1","261"
"P25789","X-ray diffraction","5LF3","B, P","FD1","1","261"
"P25789","X-ray diffraction","5LF4","B, P","FD1","1","261"
"P25789","X-ray diffraction","5LF6","B, P","FD1","1","261"
"P25789","X-ray diffraction","5LF7","B, P","FD1","1","261"
"P25789","Electron Microscopy","5LN3","C","FD1","1","261"
"P25789","Electron Microscopy","5M32","B, P","FD1","1","261"
"P25789","Electron Microscopy","5T0C","AI, BI","FD1","2","261"
"P25789","Electron Microscopy","5T0G","I","FD1","2","261"
"P25789","Electron Microscopy","5T0H","I","FD1","2","261"
"P25789","Electron Microscopy","5T0I","I","FD1","2","261"
"P25789","Electron Microscopy","5T0J","I","FD1","2","261"
"P25789","Electron Microscopy","5VFO","I, i","FD1","2","251"
"P25789","Electron Microscopy","5VFP","I, i","FD1","2","251"
"P25789","Electron Microscopy","5VFQ","I, i","FD1","2","251"
"P25789","Electron Microscopy","5VFR","I, i","FD1","2","251"
"P25789","Electron Microscopy","5VFS","I, i","FD1","2","251"
"P25789","Electron Microscopy","5VFT","I, i","FD1","2","251"
"P25789","Electron Microscopy","5VFU","I, i","FD1","2","251"
"P25789","Electron Microscopy","6AVO","O, Z","FD1","1","261"
"P25789","X-ray diffraction","6E5B","B, P","FD1","1","261"
"P25789","Electron Microscopy","6MSB","I, i","FD1","2","261"
"P25789","Electron Microscopy","6MSD","I, i","FD1","2","261"
"P25789","Electron Microscopy","6MSE","I, i","FD1","2","261"
"P25789","Electron Microscopy","6MSG","I, i","FD1","2","261"
"P25789","Electron Microscopy","6MSH","I, i","FD1","2","261"
"P25789","Electron Microscopy","6MSJ","I, i","FD1","2","261"
"P25789","Electron Microscopy","6MSK","I, i","FD1","2","261"
"P25789","Electron Microscopy","6R70","B, P","FD1","2","249"
"P25789","Electron Microscopy","6REY","C, Q","FD1","1","261"
"P25789","Electron Microscopy","6RGQ","C, Q","FD1","1","261"
"O60508","Electron Microscopy","5MQF","E","FD1","1","579"
"O60508","Electron Microscopy","5XJC","G","FD1","1","579"
"O60508","Electron Microscopy","5YZG","G","FD1","1","579"
"O60508","Electron Microscopy","5Z56","G","FD1","1","579"
"O60508","Electron Microscopy","5Z57","G","FD1","1","579"
"O60508","Electron Microscopy","6FF4","E","FD1","1","579"
"O60508","Electron Microscopy","6FF7","Z","FD1","1","579"
"O60508","Electron Microscopy","6ICZ","G","FD1","1","579"
"O60508","Electron Microscopy","6ID0","G","FD1","1","579"
"O60508","Electron Microscopy","6ID1","G","FD1","1","579"
"O60508","Electron Microscopy","6QDV","o","FD1","67","579"
"P10586","X-ray diffraction","1LAR","A, B","FD1","1333","1907"
"P10586","Solution NMR","2DJU","A","FD1","319","411"
"P10586","Solution NMR","2DN7","A","FD1","821","914"
"P10586","Solution NMR","2EDX","A","FD1","596","716"
"P10586","Solution NMR","2EDY","A","FD1","915","1010"
"P10586","X-ray diffraction","2YD5","A","FD1","29","231"
"P10586","X-ray diffraction","2YD8","A","FD1","29","231"
"P10586","X-ray diffraction","4N5U","A","FD1","601","705"
"P10586","X-ray diffraction","6KR4","A, B, C, D","FD1","1332","1907"
"P23467","X-ray diffraction","2AHS","A, B","FD1","1686","1971"
"P23467","X-ray diffraction","2H02","A, B","FD1","1662","1973"
"P23467","X-ray diffraction","2H03","A","FD1","1676","1970"
"P23467","X-ray diffraction","2H04","A","FD1","1662","1973"
"P23467","X-ray diffraction","2HC1","A","FD1","1676","1970"
"P23467","X-ray diffraction","2HC2","A","FD1","1676","1970"
"P23467","X-ray diffraction","2I3R","A, B","FD1","1662","1973"
"P23467","X-ray diffraction","2I3U","A","FD1","1662","1973"
"P23467","X-ray diffraction","2I4E","A, B","FD1","1662","1973"
"P23467","X-ray diffraction","2I4G","A","FD1","1662","1973"
"P23467","X-ray diffraction","2I4H","A","FD1","1662","1973"
"P23467","X-ray diffraction","2I5X","A, B","FD1","1662","1973"
"P61018","X-ray diffraction","2O52","A, B","FD1","6","183"
"P61020","X-ray diffraction","2HEI","A, B","FD1","15","191"
"O75154","X-ray diffraction","2D7C","C, D","FD1","715","756"
"O75154","X-ray diffraction","2HV8","D, E, F","FD1","695","756"
"O75154","X-ray diffraction","4D0M","E, F, K, L, U, V, a, b, e, f, i, j","FD1","713","756"
"O75154","X-ray diffraction","4UJ3","C, F, I, L, O, R, U, X","FD1","695","756"
"O75154","X-ray diffraction","4UJ4","C, F, I, L","FD1","695","756"
"P61587","X-ray diffraction","1M7B","A","FD1","19","200"
"P61587","X-ray diffraction","2V55","B, D","FD1","1","200"
"P61587","X-ray diffraction","4BG6","Q, R","FD1","232","241"
"Q8TEB7","X-ray diffraction","3ICU","A","FD1","38","204"
"Q15287","X-ray diffraction","4A8X","A","FD1","159","244"
"Q8TEU7","Solution NMR","2D93","A","FD1","264","385"
"Q8TEU7","X-ray diffraction","3LNY","B","FD1","1596","1601"
"Q9NQX4","X-ray diffraction","4L8T","A","FD1","1319","1742"
"Q9NQX4","X-ray diffraction","4ZG4","B, E","FD1","1","755"
"Q9NQX4","X-ray diffraction","5HMP","A, B","FD1","5","754"
"P17568","Electron Microscopy","5XTC","v","FD1","3","124"
"P17568","Electron Microscopy","5XTD","v","FD1","1","137"
"P17568","Electron Microscopy","5XTH","v","FD1","3","124"
"P17568","Electron Microscopy","5XTI","Bv, v","FD1","3","124"
"Q9Y6M9","Electron Microscopy","5XTC","p","FD1","8","179"
"Q9Y6M9","Electron Microscopy","5XTD","p","FD1","8","179"
"Q9Y6M9","Electron Microscopy","5XTH","p","FD1","8","179"
"Q9Y6M9","Electron Microscopy","5XTI","Bp, p","FD1","8","179"
"Q7Z3B1","X-ray diffraction","6DLD","B, D","FD1","38","324"
"Q9NWW6","X-ray diffraction","2P0E","A","FD1","2","189"
"Q9NWW6","X-ray diffraction","2QG6","A","FD1","1","199"
"Q9NWW6","X-ray diffraction","2QL6","A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P","FD1","1","199"
"Q9NWW6","X-ray diffraction","2QSY","A","FD1","2","189"
"Q9NWW6","X-ray diffraction","2QSZ","A","FD1","2","189"
"Q9NWW6","X-ray diffraction","2QT0","A","FD1","2","189"
"Q9NWW6","X-ray diffraction","2QT1","A","FD1","2","189"
"P03891","Electron Microscopy","5XTC","i","FD1","1","347"
"P03891","Electron Microscopy","5XTD","i","FD1","1","347"
"P03891","Electron Microscopy","5XTH","i","FD1","1","347"
"P03891","Electron Microscopy","5XTI","Bi, i","FD1","1","347"
"Q9UHK0","Solution NMR","5L85","B","FD1","462","495"
"P04629","X-ray diffraction","1HE7","A","FD1","285","413"
"P04629","Solution NMR","1SHC","B","FD1","489","500"
"P04629","X-ray diffraction","1WWA","X, Y","FD1","278","386"
"P04629","X-ray diffraction","1WWW","X, Y","FD1","282","382"
"P04629","X-ray diffraction","2IFG","A, B","FD1","36","382"
"P04629","Solution NMR","2N90","A, B","FD1","410","447"
"P04629","X-ray diffraction","4AOJ","A, B, C","FD1","473","796"
"P04629","Solution NMR","4CRP","A","FD1","279","279"
"P04629","X-ray diffraction","4F0I","A, B","FD1","498","796"
"P04629","X-ray diffraction","4GT5","A","FD1","498","796"
"P04629","X-ray diffraction","4PMM","A","FD1","501","787"
"P04629","X-ray diffraction","4PMP","A","FD1","501","787"
"P04629","X-ray diffraction","4PMS","A","FD1","501","787"
"P04629","X-ray diffraction","4PMT","A","FD1","501","787"
"P04629","X-ray diffraction","4YNE","A","FD1","502","796"
"P04629","X-ray diffraction","4YPS","A","FD1","502","796"
"P04629","X-ray diffraction","5H3Q","A","FD1","473","796"
"P04629","X-ray diffraction","5I8A","A","FD1","498","787"
"P04629","X-ray diffraction","5JFS","A","FD1","502","796"
"P04629","X-ray diffraction","5JFV","A","FD1","502","796"
"P04629","X-ray diffraction","5JFW","A","FD1","502","796"
"P04629","X-ray diffraction","5JFX","A","FD1","502","796"
"P04629","X-ray diffraction","5KMI","A","FD1","474","796"
"P04629","X-ray diffraction","5KMJ","A","FD1","474","796"
"P04629","X-ray diffraction","5KMK","A","FD1","474","796"
"P04629","X-ray diffraction","5KML","A","FD1","474","796"
"P04629","X-ray diffraction","5KMM","A","FD1","474","796"
"P04629","X-ray diffraction","5KMN","A","FD1","474","796"
"P04629","X-ray diffraction","5KMO","A","FD1","474","796"
"P04629","X-ray diffraction","5KVT","A","FD1","501","787"
"P04629","X-ray diffraction","5WR7","A","FD1","489","792"
"P04629","X-ray diffraction","6D1Y","A","FD1","479","796"
"P04629","X-ray diffraction","6D1Z","A","FD1","479","796"
"P04629","X-ray diffraction","6D20","A","FD1","479","796"
"P04629","X-ray diffraction","6D22","A","FD1","502","796"
"P04629","X-ray diffraction","6DKB","A","FD1","479","796"
"P04629","X-ray diffraction","6DKG","A","FD1","479","796"
"P04629","X-ray diffraction","6DKI","A","FD1","479","796"
"P04629","X-ray diffraction","6DKW","A, B","FD1","502","796"
"P04629","X-ray diffraction","6IQN","A, B","FD1","502","796"
"P04629","X-ray diffraction","6J5L","A","FD1","502","796"
"P04629","X-ray diffraction","6NPT","A","FD1","491","795"
"P04629","X-ray diffraction","6NSP","A","FD1","500","796"
"P04629","X-ray diffraction","6NSS","A","FD1","485","795"
"P04629","X-ray diffraction","6PL1","A","FD1","485","795"
"P04629","X-ray diffraction","6PL2","A","FD1","485","795"
"P04629","X-ray diffraction","6PL3","A","FD1","485","795"
"P61970","X-ray diffraction","1GY5","A, B","FD1","1","127"
"O43613","X-ray diffraction","4ZJ8","A","FD1","1","246"
"O43613","X-ray diffraction","4ZJC","A","FD1","1","246"
"O43613","X-ray diffraction","6TO7","A, B","FD1","28","380"
"O43613","X-ray diffraction","6TOD","A, B","FD1","28","380"
"O43613","X-ray diffraction","6TOS","A, B","FD1","28","380"
"O43613","X-ray diffraction","6TOT","A, B","FD1","28","380"
"O43613","X-ray diffraction","6TP3","A, B","FD1","28","380"
"O43613","X-ray diffraction","6TP4","A, B","FD1","28","380"
"O43613","X-ray diffraction","6TP6","A, B","FD1","28","380"
"O43613","X-ray diffraction","6TQ4","A, B","FD1","28","380"
"O43613","X-ray diffraction","6TQ6","A, B","FD1","28","380"
"O43613","X-ray diffraction","6TQ7","A, B","FD1","28","380"
"O43613","X-ray diffraction","6TQ9","A, B","FD1","28","381"
"O00443","X-ray diffraction","2AR5","A","FD1","1421","1534"
"O00443","X-ray diffraction","2IWL","X","FD1","1405","1544"
"O00443","X-ray diffraction","2REA","A","FD1","1421","1532"
"O00443","X-ray diffraction","2RED","A","FD1","1421","1532"
"O00443","X-ray diffraction","6BTY","A, B","FD1","1559","1686"
"O00443","X-ray diffraction","6BTZ","A, B, C, D","FD1","1559","1686"
"O00443","X-ray diffraction","6BU0","A, B, C","FD1","1559","1686"
"O00443","X-ray diffraction","6BUB","A","FD1","1405","1544"
"O43913","X-ray diffraction","5UJ7","E, F","FD1","1","284"
"O43913","Electron Microscopy","5UJM","E","FD1","1","435"
"Q9H3D4","Solution NMR","1RG6","A","FD1","540","614"
"Q9H3D4","Solution NMR","2NB1","B, D","FD1","397","455"
"Q9H3D4","Solution NMR","2RMN","A","FD1","153","388"
"Q9H3D4","Solution NMR","2Y9T","A","FD1","543","622"
"Q9H3D4","X-ray diffraction","2Y9U","A","FD1","545","611"
"Q9H3D4","X-ray diffraction","3QYM","A, B, C, D, E, F, G, H","FD1","166","362"
"Q9H3D4","X-ray diffraction","3QYN","A, B, C, D","FD1","166","362"
"Q9H3D4","X-ray diffraction","3US0","A, B, C, D","FD1","166","362"
"Q9H3D4","X-ray diffraction","3US1","A, D","FD1","166","362"
"Q9H3D4","X-ray diffraction","3US2","A, B, C, D, G, H, I, J","FD1","166","362"
"Q9H3D4","X-ray diffraction","3ZY0","A, B, C, D","FD1","398","427"
"Q9H3D4","X-ray diffraction","3ZY1","A","FD1","398","441"
"Q9H3D4","X-ray diffraction","4A9Z","A, B, C, D","FD1","397","455"
"Q9H3D4","Solution NMR","6FGN","A","FD1","47","73"
"Q96QU1","X-ray diffraction","4XHZ","A","FD1","816","1144"
"Q96QU1","X-ray diffraction","5T4M","A, B","FD1","263","616"
"Q96QU1","X-ray diffraction","5T4N","A, B","FD1","263","616"
"Q96QU1","X-ray diffraction","5ULY","A, B, C, D","FD1","143","390"
"Q96QU1","X-ray diffraction","6E8F","A, B, C","FD1","263","435"
"Q96QU1","X-ray diffraction","6EB5","A, B","FD1","143","390"
"Q9BUL8","X-ray diffraction","3AJM","A, B","FD1","8","212"
"Q9BUL8","X-ray diffraction","3L8I","A, B, C, D","FD1","1","212"
"Q9BUL8","X-ray diffraction","3L8J","A","FD1","14","212"
"Q9BUL8","X-ray diffraction","3RQE","A, B, C, D","FD1","1","212"
"Q9BUL8","X-ray diffraction","3RQF","A, B, C, D","FD1","1","212"
"Q9BUL8","X-ray diffraction","3RQG","A, B, C, D","FD1","1","212"
"Q9BUL8","X-ray diffraction","3W8H","A","FD1","8","212"
"Q9BUL8","X-ray diffraction","3W8I","A","FD1","8","212"
"Q9BUL8","X-ray diffraction","4GEH","A, C","FD1","9","212"
"Q9BUL8","X-ray diffraction","4TVQ","A, B, C, D","FD1","1","212"
"P52945","X-ray diffraction","6F8F","G","FD1","223","233"
"Q9NWS0","X-ray diffraction","4PSF","A, B","FD1","51","174"
"Q9NWS0","X-ray diffraction","4PSI","A, B","FD1","51","174"
"Q9NWS0","X-ray diffraction","6GXZ","D, E","FD1","199","290"
"Q13563","Solution NMR","2KLD","A","FD1","680","796"
"Q13563","Solution NMR","2KLE","A","FD1","680","796"
"Q13563","Solution NMR","2KQ6","A","FD1","720","797"
"Q13563","Solution NMR","2Y4Q","A","FD1","717","792"
"Q13563","X-ray diffraction","3HRN","A","FD1","833","895"
"Q13563","X-ray diffraction","3HRO","A","FD1","833","872"
"Q13563","Electron Microscopy","5K47","A, B, C, D","FD1","185","723"
"Q13563","Electron Microscopy","5MKE","A, B, C, D","FD1","1","968"
"Q13563","Electron Microscopy","5MKF","A, B, C, D","FD1","1","968"
"Q13563","Electron Microscopy","5T4D","A, B, C, D","FD1","198","702"
"Q13563","Electron Microscopy","6A70","A, F, G","FD1","185","723"
"Q13563","Electron Microscopy","6D1W","A, B, C, D","FD1","53","792"
"Q13563","Electron Microscopy","6T9N","A, B, C, D","FD1","185","723"
"Q13563","Electron Microscopy","6T9O","A, B, C, D","FD1","185","723"
"P53350","X-ray diffraction","1Q4K","A, B, C","FD1","345","603"
"P53350","X-ray diffraction","1Q4O","A, B","FD1","367","603"
"P53350","X-ray diffraction","1UMW","A, B","FD1","367","603"
"P53350","X-ray diffraction","2OGQ","A","FD1","365","603"
"P53350","X-ray diffraction","2OJX","A","FD1","365","603"
"P53350","X-ray diffraction","2OU7","A","FD1","13","345"
"P53350","X-ray diffraction","2OWB","A","FD1","13","345"
"P53350","X-ray diffraction","2RKU","A","FD1","37","330"
"P53350","X-ray diffraction","2V5Q","A, B","FD1","32","345"
"P53350","X-ray diffraction","2YAC","A","FD1","36","345"
"P53350","X-ray diffraction","3BZI","A","FD1","365","603"
"P53350","X-ray diffraction","3C5L","A","FD1","373","593"
"P53350","X-ray diffraction","3FC2","A","FD1","13","345"
"P53350","X-ray diffraction","3FVH","A","FD1","371","603"
"P53350","X-ray diffraction","3HIH","A, B","FD1","371","593"
"P53350","X-ray diffraction","3HIK","A","FD1","367","603"
"P53350","X-ray diffraction","3KB7","A","FD1","36","345"
"P53350","X-ray diffraction","3P2W","A","FD1","371","594"
"P53350","X-ray diffraction","3P2Z","A","FD1","371","594"
"P53350","X-ray diffraction","3P34","A","FD1","371","594"
"P53350","X-ray diffraction","3P35","A, B, C","FD1","371","594"
"P53350","X-ray diffraction","3P36","A","FD1","371","594"
"P53350","X-ray diffraction","3P37","A, B, C","FD1","371","594"
"P53350","X-ray diffraction","3Q1I","A","FD1","371","594"
"P53350","X-ray diffraction","3RQ7","A","FD1","371","603"
"P53350","X-ray diffraction","3THB","A","FD1","13","345"
"P53350","X-ray diffraction","4A4L","A","FD1","36","345"
"P53350","X-ray diffraction","4A4O","A","FD1","36","345"
"P53350","X-ray diffraction","4DFW","A","FD1","367","603"
"P53350","X-ray diffraction","4E67","A","FD1","371","594"
"P53350","X-ray diffraction","4E9C","A","FD1","371","594"
"P53350","X-ray diffraction","4E9D","A","FD1","371","594"
"P53350","X-ray diffraction","4H5X","A, B","FD1","367","603"
"P53350","X-ray diffraction","4H71","A, B","FD1","367","603"
"P53350","X-ray diffraction","4HAB","A, B, C","FD1","371","593"
"P53350","X-ray diffraction","4HCO","A, B","FD1","367","603"
"P53350","X-ray diffraction","4HY2","A","FD1","371","595"
"P53350","X-ray diffraction","4J52","A","FD1","38","330"
"P53350","X-ray diffraction","4J53","A","FD1","38","330"
"P53350","X-ray diffraction","4LKL","A","FD1","372","593"
"P53350","X-ray diffraction","4LKM","A, C","FD1","371","601"
"P53350","X-ray diffraction","4O56","A","FD1","367","603"
"P53350","X-ray diffraction","4O6W","A","FD1","371","603"
"P53350","X-ray diffraction","4O9W","A","FD1","373","594"
"P53350","X-ray diffraction","4RCP","A","FD1","372","599"
"P53350","X-ray diffraction","4WHH","A","FD1","371","603"
"P53350","X-ray diffraction","4WHK","A","FD1","371","603"
"P53350","X-ray diffraction","4WHL","A","FD1","371","603"
"P53350","X-ray diffraction","4X9R","A","FD1","371","603"
"P53350","X-ray diffraction","4X9V","A","FD1","371","603"
"P53350","X-ray diffraction","4X9W","A","FD1","371","603"
"P53350","X-ray diffraction","5J19","A, B","FD1","367","594"
"P53350","X-ray diffraction","5NEI","A","FD1","371","603"
"P53350","X-ray diffraction","5NFU","A","FD1","371","602"
"P53350","X-ray diffraction","5NJE","A","FD1","371","603"
"P53350","X-ray diffraction","5NMM","A","FD1","371","603"
"P53350","X-ray diffraction","5NN1","A","FD1","371","603"
"P53350","X-ray diffraction","5NN2","A","FD1","371","594"
"P53350","X-ray diffraction","5TA6","A","FD1","13","345"
"P53350","X-ray diffraction","5TA8","A","FD1","13","345"
"P53350","X-ray diffraction","6AX4","A","FD1","371","603"
"P53350","X-ray diffraction","6GY2","A, B","FD1","365","603"
"P00558","X-ray diffraction","2WZB","A","FD1","2","417"
"P00558","X-ray diffraction","2WZC","A","FD1","2","417"
"P00558","X-ray diffraction","2WZD","A","FD1","1","417"
"P00558","X-ray diffraction","2X13","A","FD1","2","417"
"P00558","X-ray diffraction","2X14","A","FD1","2","417"
"P00558","X-ray diffraction","2X15","A","FD1","2","417"
"P00558","X-ray diffraction","2XE6","A","FD1","1","417"
"P00558","X-ray diffraction","2XE7","A","FD1","1","417"
"P00558","X-ray diffraction","2XE8","A","FD1","1","417"
"P00558","X-ray diffraction","2Y3I","A, D","FD1","1","416"
"P00558","X-ray diffraction","2YBE","A","FD1","1","417"
"P00558","X-ray diffraction","2ZGV","A","FD1","1","417"
"P00558","X-ray diffraction","3C39","A, B","FD1","1","417"
"P00558","X-ray diffraction","3C3A","A, B","FD1","1","417"
"P00558","X-ray diffraction","3C3B","A, B","FD1","1","417"
"P00558","X-ray diffraction","3C3C","A, B","FD1","1","417"
"P00558","X-ray diffraction","3ZOZ","A","FD1","1","417"
"P00558","X-ray diffraction","4AXX","A","FD1","1","417"
"P00558","X-ray diffraction","4O33","A","FD1","1","417"
"P00558","X-ray diffraction","5M1R","A","FD1","2","417"
"P00558","X-ray diffraction","5M3U","A","FD1","2","417"
"P00558","X-ray diffraction","5M6Z","A","FD1","2","417"
"P00558","X-ray diffraction","5MXM","A","FD1","2","417"
"P00558","X-ray diffraction","5NP8","A","FD1","1","417"
"P00558","X-ray diffraction","5O7D","A","FD1","1","417"
"P30044","X-ray diffraction","1H4O","A, B, C, D, E, F, G, H","FD1","54","214"
"P30044","X-ray diffraction","1HD2","A","FD1","54","214"
"P30044","X-ray diffraction","1OC3","A, B, C","FD1","54","214"
"P30044","X-ray diffraction","1URM","A","FD1","54","214"
"P30044","X-ray diffraction","2VL2","C","FD1","54","214"
"P30044","X-ray diffraction","2VL3","A, B, C","FD1","54","214"
"P30044","X-ray diffraction","2VL9","A, B, C, D","FD1","54","214"
"P30044","X-ray diffraction","3MNG","A","FD1","54","214"
"P30044","X-ray diffraction","4K7I","A, B, C","FD1","54","214"
"P30044","X-ray diffraction","4K7N","A, B, C","FD1","54","214"
"P30044","X-ray diffraction","4K7O","A, B, C","FD1","54","214"
"P30044","X-ray diffraction","4MMM","A, C, E, G","FD1","54","214"
"Q13356","X-ray diffraction","1ZKC","A, B","FD1","280","457"
"P61006","X-ray diffraction","3QBT","A, C, E, G","FD1","6","176"
"P61006","X-ray diffraction","3TNF","A","FD1","6","176"
"P61006","X-ray diffraction","4LHV","A, B, C, D, E","FD1","6","176"
"P61006","X-ray diffraction","4LHW","A, B, C, D, E","FD1","6","176"
"P61006","X-ray diffraction","4LHX","A, B","FD1","1","184"
"P61006","X-ray diffraction","4LHY","A, B","FD1","1","184"
"P61006","X-ray diffraction","4LHZ","A, B","FD1","1","184"
"P61006","X-ray diffraction","4LI0","A, B","FD1","1","184"
"P61006","X-ray diffraction","5SZI","A","FD1","1","207"
"P28749","X-ray diffraction","1H28","E, F","FD1","653","663"
"P28749","X-ray diffraction","4YOO","A","FD1","391","972"
"P28749","X-ray diffraction","4YOS","A","FD1","391","599"
"P28749","X-ray diffraction","4YOZ","A","FD1","391","593"
"P28749","X-ray diffraction","5TUV","C, F","FD1","994","1031"
"O15492","X-ray diffraction","2BT2","A, B, C, D, E","FD1","53","190"
"O15492","X-ray diffraction","2IK8","B, D","FD1","53","190"
"P49758","X-ray diffraction","2ES0","A","FD1","325","470"
"P50914","Electron Microscopy","4UG0","LM","FD1","1","215"
"P50914","Electron Microscopy","4V6X","CM","FD1","1","215"
"P50914","Electron Microscopy","5AJ0","AM","FD1","1","215"
"P50914","Electron Microscopy","5LKS","LM","FD1","1","215"
"P50914","Electron Microscopy","5T2C","s","FD1","1","215"
"P50914","Electron Microscopy","6EK0","LM","FD1","1","215"
"P50914","Electron Microscopy","6IP5","2G","FD1","1","215"
"P50914","Electron Microscopy","6IP6","2G","FD1","1","215"
"P50914","Electron Microscopy","6IP8","2G","FD1","1","215"
"P50914","Electron Microscopy","6OLE","N","FD1","2","140"
"P50914","Electron Microscopy","6OLF","N","FD1","2","140"
"P50914","Electron Microscopy","6OLG","AM","FD1","2","140"
"P50914","Electron Microscopy","6OLI","N","FD1","2","140"
"P50914","Electron Microscopy","6OLZ","AM","FD1","2","140"
"P50914","Electron Microscopy","6OM0","N","FD1","2","140"
"P50914","Electron Microscopy","6OM7","N","FD1","2","140"
"P50914","Electron Microscopy","6QZP","LM","FD1","2","140"
"Q02878","Electron Microscopy","4UG0","LE","FD1","1","288"
"Q02878","Electron Microscopy","4V6X","CE","FD1","1","288"
"Q02878","Electron Microscopy","5AJ0","AE","FD1","1","288"
"Q02878","Electron Microscopy","5LKS","LE","FD1","1","288"
"Q02878","Electron Microscopy","5T2C","H","FD1","1","288"
"Q02878","Electron Microscopy","6EK0","LE","FD1","1","288"
"Q02878","Electron Microscopy","6IP5","1H","FD1","1","288"
"Q02878","Electron Microscopy","6IP6","1H","FD1","1","288"
"Q02878","Electron Microscopy","6IP8","1H","FD1","1","288"
"Q02878","Electron Microscopy","6OLE","G","FD1","42","288"
"Q02878","Electron Microscopy","6OLF","G","FD1","42","288"
"Q02878","Electron Microscopy","6OLG","AE","FD1","95","288"
"Q02878","Electron Microscopy","6OLI","G","FD1","42","288"
"Q02878","Electron Microscopy","6OLZ","AE","FD1","42","288"
"Q02878","Electron Microscopy","6OM0","G","FD1","42","288"
"Q02878","Electron Microscopy","6OM7","G","FD1","42","288"
"Q02878","Electron Microscopy","6QZP","LE","FD1","42","288"
"Q9Y3B7","Electron Microscopy","3J7Y","J","FD1","1","192"
"Q9Y3B7","Electron Microscopy","3J9M","J","FD1","1","192"
"Q9Y3B7","Electron Microscopy","5OOL","J","FD1","1","192"
"Q9Y3B7","Electron Microscopy","5OOM","J","FD1","1","192"
"Q9Y3B7","Electron Microscopy","6NU2","J","FD1","18","157"
