index, quantile, uniprot, number of domains, S over T mean
0, 54, P32479, 2, 0.2736
0, 54, P38207, 1, 0.2738
0, 54, Q12348, 3, 0.2741
0, 54, P40541, 3, 0.2745
0, 54, P53946, 3, 0.2745
0, 54, Q03705, 1, 0.2746
0, 54, P38759, 1, 0.2749
0, 54, Q06628, 1, 0.275
0, 54, Q12125, 1, 0.2751
0, 54, P31374, 4, 0.2755
0, 54, P05749, 1, 0.2757
0, 54, P0C2H6, 1, 0.2757
0, 54, Q04418, 2, 0.2758
0, 54, Q07457, 2, 0.2758
0, 54, Q12508, 2, 0.276
0, 54, Q02908, 2, 0.2762
0, 54, P80428, 2, 0.2763
0, 54, P22211, 1, 0.2764
0, 54, P35056, 1, 0.2764
0, 54, P53179, 2, 0.2765
0, 54, P89105, 3, 0.2765
0, 54, P12689, 3, 0.2766
0, 54, Q12283, 3, 0.2766
0, 54, P17629, 2, 0.277
0, 54, P39526, 5, 0.277
0, 54, Q02326, 1, 0.277
0, 54, P34217, 1, 0.2773
0, 54, P40529, 1, 0.2773
0, 54, P42942, 1, 0.2773
0, 54, P41814, 1, 0.2774
0, 54, Q08491, 3, 0.2774
0, 54, P40157, 3, 0.2777
0, 54, Q03497, 2, 0.2779
0, 54, P05739, 1, 0.2782
0, 54, P14540, 1, 0.2782
0, 54, Q06479, 2, 0.2782
0, 54, P26783, 1, 0.2783
0, 54, O13563, 1, 0.2784
0, 54, P53893, 4, 0.2785
0, 54, P24783, 2, 0.2786
0, 54, P38193, 1, 0.2787
0, 54, P39937, 1, 0.2787
0, 54, P53859, 2, 0.279
0, 54, P53883, 2, 0.279
0, 54, P40084, 1, 0.2791
0, 54, P21672, 4, 0.2792
0, 54, P40547, 3, 0.2792
0, 54, Q12291, 1, 0.2793
0, 54, Q99369, 1, 0.2794
0, 54, P25044, 1, 0.2795
0, 54, P53256, 1, 0.2797
0, 54, P36145, 1, 0.2798
0, 54, P32349, 3, 0.2799
0, 54, P40217, 1, 0.2801
0, 54, P53277, 1, 0.2802
0, 54, Q04406, 1, 0.2802
0, 54, Q12045, 1, 0.2802
0, 54, Q05791, 2, 0.2803
0, 54, P05737, 1, 0.2805
0, 54, P07347, 1, 0.2805
0, 54, P10862, 2, 0.2806
0, 54, P36131, 2, 0.2806
0, 54, P46959, 1, 0.2809
0, 54, Q12168, 2, 0.281
0, 54, P32325, 1, 0.2811
0, 54, P28519, 1, 0.2812
0, 54, P53867, 1, 0.2812
0, 54, Q12139, 2, 0.2812
0, 54, P53980, 2, 0.2813
0, 54, Q06629, 1, 0.2815
0, 54, P08432, 2, 0.2816
0, 54, Q02884, 1, 0.2818
0, 54, Q08979, 1, 0.2819
0, 54, P39938, 1, 0.282
0, 54, P12945, 3, 0.2821
0, 54, Q05930, 2, 0.2821
0, 54, P38827, 2, 0.2822
0, 54, Q12082, 1, 0.2822
0, 54, P09032, 2, 0.2824
0, 54, P26785, 1, 0.2825
0, 54, P40484, 1, 0.2827
0, 54, P25343, 1, 0.2828
0, 54, P47011, 1, 0.2828
0, 54, P50090, 3, 0.2829
0, 54, P43132, 2, 0.283
0, 54, O13539, 1, 0.2831
0, 54, P53215, 1, 0.2831
0, 54, P38836, 1, 0.2832
0, 54, P10356, 2, 0.2833
0, 54, P14682, 1, 0.2837
0, 54, P38903, 1, 0.2837
0, 54, P33441, 2, 0.2838
0, 54, Q03630, 1, 0.2845
0, 54, P33297, 1, 0.2847
0, 54, Q01662, 1, 0.2847
0, 54, P40099, 1, 0.2848
0, 54, P53854, 1, 0.285
0, 54, P53227, 1, 0.2851
0, 54, P29469, 4, 0.2854
0, 54, P36069, 1, 0.2855
0, 54, P32453, 1, 0.2856
0, 54, Q12056, 1, 0.2857
0, 54, P53155, 1, 0.286
0, 54, P53924, 2, 0.286
0, 54, P32356, 3, 0.2862
0, 54, P53064, 2, 0.2862
0, 54, P40316, 1, 0.2863
0, 54, P40456, 3, 0.2866
0, 54, Q12084, 1, 0.2866
0, 54, P53169, 2, 0.2868
0, 54, O13577, 1, 0.2871
0, 54, P36106, 2, 0.2872
0, 54, P38249, 2, 0.2876
0, 54, Q12094, 1, 0.2876
0, 54, P38122, 1, 0.2877
0, 54, P32461, 3, 0.2878
0, 54, Q03496, 3, 0.2881
0, 54, P46957, 2, 0.2882
0, 54, P32569, 3, 0.2887
0, 54, P40160, 2, 0.2888
0, 54, P53973, 2, 0.2888
0, 54, P33309, 3, 0.289
0, 54, P43579, 2, 0.289
0, 54, P25441, 1, 0.2892
0, 54, P32501, 3, 0.2895
0, 54, P53298, 2, 0.2897
0, 54, P13434, 1, 0.29
0, 54, P34216, 2, 0.2902
0, 54, P07278, 2, 0.2903
0, 54, P09880, 3, 0.2903
0, 54, Q04949, 1, 0.2904
0, 54, Q05947, 2, 0.2904
0, 54, P07267, 2, 0.2905
0, 54, P38202, 1, 0.2905
0, 54, P38254, 2, 0.2905
0, 54, P32497, 3, 0.2906
0, 54, Q03162, 2, 0.2906
0, 54, P00447, 1, 0.2907
0, 54, Q12347, 2, 0.2907
0, 54, P38148, 3, 0.2908
0, 54, Q04372, 1, 0.2909
0, 54, P31244, 3, 0.291
0, 54, P38768, 1, 0.2912
0, 54, P47005, 3, 0.2912
0, 54, P32445, 1, 0.2913
0, 54, Q08816, 1, 0.2919
0, 54, P36115, 1, 0.292
0, 54, P38732, 3, 0.2922
0, 54, P40553, 1, 0.2922
0, 54, P51401, 1, 0.2922
0, 54, P24279, 3, 0.2923
0, 54, P38274, 2, 0.2925
0, 54, P20967, 4, 0.2927
0, 54, P29496, 3, 0.2927
0, 54, Q04477, 1, 0.2927
0, 54, Q07381, 3, 0.2927
0, 54, P32794, 3, 0.2931
0, 54, P23542, 2, 0.2932
0, 54, P33299, 1, 0.2932
0, 54, P35727, 1, 0.2932
0, 54, P40208, 2, 0.2932
0, 54, P32528, 8, 0.2933
0, 54, Q99344, 1, 0.2933
0, 54, P06103, 2, 0.2936
0, 54, P46946, 1, 0.2937
0, 54, P22517, 3, 0.2938
0, 54, Q03631, 1, 0.2938
0, 54, P32502, 2, 0.2939
0, 54, P36159, 3, 0.294
0, 54, P53933, 1, 0.2943
0, 54, P38741, 1, 0.2944
0, 54, Q07527, 5, 0.2948
0, 54, P14164, 1, 0.2953
0, 54, P29703, 1, 0.2953
0, 54, P35182, 1, 0.2953
0, 54, P19262, 1, 0.2955
0, 54, P25382, 2, 0.2956
0, 54, P56628, 1, 0.2959
0, 54, Q12146, 1, 0.2959
0, 54, P34221, 1, 0.296
0, 54, P32474, 4, 0.2962
0, 54, P38431, 2, 0.2962
0, 54, Q02932, 2, 0.2963
0, 54, P53204, 1, 0.2965
0, 54, P16521, 5, 0.2966
0, 54, Q03338, 2, 0.2967
0, 54, P27515, 2, 0.297
0, 54, P33324, 1, 0.2971
0, 54, P46669, 2, 0.2971
0, 54, P48582, 2, 0.2971
0, 54, Q08968, 3, 0.2971
0, 54, P43605, 1, 0.2973
0, 54, Q05015, 1, 0.2977
0, 54, P09232, 2, 0.2979
0, 54, P40969, 2, 0.2981
0, 54, P40317, 2, 0.2982
0, 54, P38139, 1, 0.2983
0, 54, P40433, 2, 0.2983
0, 54, P38219, 1, 0.2987
0, 54, P40359, 1, 0.2987
0, 54, P06245, 1, 0.2988
0, 54, P54005, 1, 0.2988
0, 54, Q03656, 3, 0.299
0, 54, P18544, 2, 0.2992
0, 54, Q04322, 1, 0.2992
0, 54, Q12069, 2, 0.2994
0, 54, P32807, 3, 0.2995
0, 54, P38714, 3, 0.2996
0, 54, Q08920, 1, 0.2996
0, 54, Q12504, 2, 0.2997
0, 54, P21827, 1, 0.2998
0, 54, P39078, 3, 0.2999
0, 54, Q05636, 1, 0.2999
0, 54, Q06706, 6, 0.2999
0, 54, P53221, 1, 0.3
0, 54, P53962, 1, 0.3
0, 54, P08566, 7, 0.3003
0, 54, Q12059, 2, 0.3004
0, 54, Q02516, 1, 0.3006
0, 54, P47047, 4, 0.3007
0, 54, P32527, 2, 0.3008
0, 54, P53738, 1, 0.3009
0, 54, Q02933, 2, 0.3011
0, 54, P16639, 3, 0.3012
0, 54, P22855, 5, 0.3012
0, 54, P40327, 1, 0.3013
0, 54, P38265, 2, 0.3015
0, 54, Q08748, 6, 0.3015
0, 54, P21192, 2, 0.3018
0, 54, P26321, 1, 0.3018
0, 54, P38890, 1, 0.3019
0, 54, P10961, 2, 0.3021
0, 54, P51534, 2, 0.3021
0, 54, P53295, 1, 0.3021
0, 54, P08593, 1, 0.3022
0, 54, P07884, 2, 0.3024
0, 54, Q04149, 1, 0.3024
0, 54, P07834, 2, 0.3025
0, 54, Q12277, 1, 0.303
0, 54, P38306, 1, 0.3036
0, 54, P23595, 1, 0.3038
0, 54, P39692, 5, 0.3038
0, 54, P39933, 1, 0.3039
0, 54, P40164, 4, 0.3039
0, 54, Q12318, 1, 0.3042
0, 54, Q01939, 1, 0.3043
0, 54, P38689, 2, 0.3046
0, 54, Q04368, 1, 0.3046
0, 54, P53960, 3, 0.3051
0, 54, Q08689, 1, 0.3051
0, 54, P32496, 1, 0.3053
0, 54, Q08213, 1, 0.3056
0, 54, Q12271, 2, 0.3058
0, 54, P38174, 1, 0.3059
0, 54, P38205, 3, 0.3059
0, 54, P32608, 3, 0.306
0, 54, P22438, 2, 0.3061
0, 54, P22023, 7, 0.3063
0, 54, Q12523, 1, 0.3063
0, 54, Q08723, 1, 0.3068
0, 54, P15807, 1, 0.3069
0, 54, P04819, 3, 0.3071
0, 54, P33419, 2, 0.3077
0, 54, P40335, 2, 0.3077
0, 54, P36151, 2, 0.3079
0, 54, P47001, 1, 0.3079
0, 54, Q12234, 1, 0.3079
0, 54, Q04636, 3, 0.308
0, 54, P36038, 1, 0.3081
0, 54, P18898, 1, 0.3082
0, 54, P07269, 1, 0.3083
0, 54, P53294, 2, 0.3088
0, 66, Q02961, 2, 0.3089
0, 66, P40344, 1, 0.309
0, 66, P53549, 1, 0.309
0, 66, Q12393, 1, 0.3093
0, 66, Q07471, 3, 0.3094
0, 66, Q04437, 2, 0.3096
0, 66, P11747, 1, 0.3098
0, 66, Q12509, 2, 0.3103
0, 66, P48526, 6, 0.3104
0, 66, P47095, 1, 0.3105
0, 66, P38238, 1, 0.3106
0, 66, P41734, 1, 0.3106
0, 66, Q03406, 1, 0.3109
0, 66, P38634, 1, 0.3112
0, 66, P53974, 2, 0.3112
0, 66, P35189, 1, 0.3115
0, 66, Q12488, 1, 0.3115
0, 66, P07283, 1, 0.3116
0, 66, Q12211, 2, 0.3118
0, 66, Q03652, 1, 0.3119
0, 66, P54000, 1, 0.3121
0, 66, P33418, 3, 0.3122
0, 66, P46958, 1, 0.3122
0, 66, P35192, 1, 0.3123
0, 66, Q12427, 1, 0.3123
0, 66, P54860, 3, 0.3127
0, 66, P38866, 3, 0.313
0, 66, P40454, 1, 0.3131
0, 66, P32190, 2, 0.3133
0, 66, P35691, 1, 0.3135
0, 66, P26449, 1, 0.3137
0, 66, P43588, 1, 0.3137
0, 66, Q03954, 1, 0.3138
0, 66, P39112, 4, 0.3139
0, 66, Q06625, 6, 0.3139
0, 66, Q08930, 1, 0.3139
0, 66, P25355, 2, 0.3144
0, 66, Q02732, 3, 0.3148
0, 66, P39079, 3, 0.3149
0, 66, P21965, 2, 0.315
0, 66, P53250, 2, 0.3151
0, 66, P16550, 1, 0.3153
0, 66, P21373, 2, 0.3154
0, 66, Q03764, 2, 0.3156
0, 66, P20459, 1, 0.3157
0, 66, P17967, 4, 0.3158
0, 66, P20486, 1, 0.3158
0, 66, P36100, 2, 0.3158
0, 66, P38590, 1, 0.3161
0, 66, P40034, 1, 0.3161
0, 66, Q03048, 1, 0.3161
0, 66, P16370, 1, 0.3166
0, 66, P41895, 3, 0.3166
0, 66, Q06336, 3, 0.3167
0, 66, Q03768, 1, 0.3169
0, 66, P53749, 1, 0.317
0, 66, P32838, 1, 0.3173
0, 66, P25566, 1, 0.3174
0, 66, P32324, 4, 0.3174
0, 66, P41696, 1, 0.3175
0, 66, P25037, 3, 0.3176
0, 66, P60010, 1, 0.3177
0, 66, Q03533, 2, 0.3178
0, 66, Q08726, 1, 0.3178
0, 66, Q08966, 1, 0.3178
0, 66, Q12676, 2, 0.3178
0, 66, P32611, 1, 0.318
0, 66, P40483, 3, 0.318
0, 66, P07258, 2, 0.3181
0, 66, P53929, 1, 0.3181
0, 66, P38737, 6, 0.3188
0, 66, P12962, 1, 0.3192
0, 66, P37898, 3, 0.3192
0, 66, P53193, 1, 0.3192
0, 66, Q12322, 1, 0.3192
0, 66, Q12344, 1, 0.3193
0, 66, P39015, 1, 0.3194
0, 66, Q12012, 1, 0.3194
0, 66, Q12511, 1, 0.3194
0, 66, P06776, 3, 0.3195
0, 66, P32579, 2, 0.3196
0, 66, Q08647, 4, 0.3196
0, 66, P29029, 1, 0.3198
0, 66, P12612, 3, 0.32
0, 66, P39108, 1, 0.32
0, 66, Q02890, 2, 0.32
0, 66, P53125, 6, 0.3205
0, 66, P11938, 2, 0.3206
0, 66, P40361, 1, 0.3208
0, 66, Q02793, 1, 0.3208
0, 66, P53275, 1, 0.321
0, 66, P20485, 2, 0.3211
0, 66, P53846, 1, 0.3211
0, 66, P18961, 2, 0.3212
0, 66, P32912, 2, 0.3212
0, 66, P38705, 2, 0.3213
0, 66, Q01454, 3, 0.3213
0, 66, P38332, 1, 0.3215
0, 66, P39077, 3, 0.3215
0, 66, P53200, 1, 0.3215
0, 66, P25631, 1, 0.3216
0, 66, Q12338, 1, 0.3216
0, 66, P32783, 1, 0.3218
0, 66, P14736, 2, 0.322
0, 66, P43637, 1, 0.322
0, 66, Q03375, 1, 0.3223
0, 66, P48240, 1, 0.3228
0, 66, P53078, 1, 0.3228
0, 66, Q12362, 2, 0.3228
0, 66, Q07395, 2, 0.3229
0, 66, P32769, 3, 0.3232
0, 66, P40154, 1, 0.3235
0, 66, P25569, 2, 0.3237
0, 66, P36123, 3, 0.3238
0, 66, P52960, 2, 0.3238
0, 66, P36008, 2, 0.324
0, 66, P40161, 2, 0.324
0, 66, Q06505, 1, 0.324
0, 66, P38746, 1, 0.3241
0, 66, P20433, 1, 0.3246
0, 66, P39076, 3, 0.3247
0, 66, Q03833, 1, 0.3248
0, 66, P39011, 2, 0.3251
0, 66, O13585, 3, 0.3256
0, 66, P40956, 1, 0.3258
0, 66, Q9URQ3, 2, 0.3258
0, 66, Q12429, 2, 0.326
0, 66, Q00362, 2, 0.3267
0, 66, Q12386, 3, 0.3267
0, 66, P38790, 1, 0.3272
0, 66, P06773, 2, 0.3275
0, 66, P38764, 4, 0.3275
0, 66, P00927, 3, 0.3276
0, 66, P40581, 1, 0.3276
0, 66, P37261, 1, 0.3279
0, 66, P32642, 2, 0.328
0, 66, P29547, 2, 0.3283
0, 66, P13517, 1, 0.3284
0, 66, P25627, 1, 0.3284
0, 66, Q02648, 2, 0.3284
0, 66, P33401, 3, 0.3293
0, 66, Q12181, 3, 0.3293
0, 66, P25846, 5, 0.3295
0, 66, Q03002, 1, 0.3295
0, 66, Q12154, 1, 0.3297
0, 66, P40150, 3, 0.3298
0, 66, P43615, 1, 0.33
0, 66, P42943, 3, 0.3301
0, 66, Q12091, 1, 0.3302
0, 66, P53219, 1, 0.3303
0, 66, Q06892, 2, 0.3303
0, 66, P38747, 2, 0.3305
0, 66, Q04081, 1, 0.3306
0, 66, P36016, 4, 0.3307
0, 66, P21524, 4, 0.3308
0, 66, P53583, 2, 0.331
0, 66, P21538, 3, 0.3312
0, 66, Q06340, 1, 0.3312
0, 66, P14743, 2, 0.3314
0, 66, P39958, 2, 0.3319
0, 66, P38123, 1, 0.3322
0, 66, Q03942, 2, 0.3326
0, 66, Q12400, 1, 0.3333
0, 66, P05986, 1, 0.3335
0, 66, P38340, 1, 0.3338
0, 66, P33298, 1, 0.3341
0, 66, P52918, 3, 0.3342
0, 66, P53942, 1, 0.3343
0, 66, P08425, 2, 0.3344
0, 66, P53319, 2, 0.3344
0, 66, Q12009, 1, 0.3345
0, 66, P06244, 2, 0.3346
0, 66, P40047, 2, 0.3347
0, 66, P53759, 1, 0.3351
0, 66, Q00816, 1, 0.3351
0, 66, Q08971, 1, 0.3352
0, 66, Q3E793, 1, 0.3352
0, 66, Q00578, 3, 0.3355
0, 66, P40354, 1, 0.3357
0, 66, P53731, 1, 0.336
0, 66, Q08641, 2, 0.336
0, 66, Q08952, 1, 0.3361
0, 66, P53164, 2, 0.3364
0, 66, P32598, 1, 0.3367
0, 66, P40957, 3, 0.3367
0, 66, P42842, 3, 0.3369
0, 66, Q12335, 1, 0.3369
0, 66, Q03220, 1, 0.3372
0, 66, Q12206, 1, 0.3372
0, 66, Q06408, 3, 0.3374
0, 66, Q08581, 3, 0.3378
0, 66, P06168, 2, 0.3382
0, 66, P32345, 1, 0.3384
0, 66, P33753, 3, 0.3386
0, 66, Q06667, 2, 0.3392
0, 66, P40565, 1, 0.3399
0, 66, Q03195, 2, 0.3399
0, 66, Q05778, 1, 0.34
0, 66, P04173, 1, 0.3401
0, 66, Q03020, 1, 0.3404
0, 66, Q05911, 2, 0.3405
0, 66, Q08924, 3, 0.3407
0, 66, P13711, 4, 0.3408
0, 66, P23337, 3, 0.3408
0, 66, Q06523, 1, 0.3408
0, 66, P38862, 3, 0.341
0, 66, P40032, 2, 0.3414
0, 66, Q06640, 1, 0.3414
0, 66, P31115, 2, 0.3416
0, 66, P53183, 1, 0.3416
0, 66, P38822, 2, 0.3418
0, 66, P02992, 2, 0.342
0, 66, Q01649, 1, 0.342
0, 66, P49095, 4, 0.3421
0, 66, P05694, 2, 0.3422
0, 66, P32864, 3, 0.3422
0, 66, P48362, 1, 0.3425
0, 66, P32788, 1, 0.343
0, 66, P08679, 3, 0.3432
0, 66, P13188, 4, 0.3437
0, 66, P39538, 5, 0.3439
0, 66, Q08412, 1, 0.3441
0, 66, Q12104, 2, 0.3441
0, 66, P00890, 3, 0.3444
0, 66, Q99288, 1, 0.3444
0, 66, Q10740, 3, 0.3446
0, 66, P38315, 3, 0.3449
0, 66, Q05080, 1, 0.345
0, 66, P15108, 4, 0.3452
0, 66, Q07938, 1, 0.3452
0, 66, P40993, 1, 0.3458
0, 66, P32565, 3, 0.346
0, 66, P25375, 2, 0.3462
0, 66, P38064, 1, 0.3464
0, 66, P38888, 2, 0.3465
0, 66, Q12032, 1, 0.3466
0, 66, Q12464, 2, 0.3469
0, 66, P34234, 1, 0.3472
0, 66, P25454, 1, 0.3473
0, 66, P32604, 2, 0.3474
0, 66, Q06103, 2, 0.3474
0, 66, P22434, 1, 0.3476
0, 66, P27472, 2, 0.3476
0, 66, P47122, 1, 0.3476
0, 66, Q03254, 3, 0.3478
0, 66, Q12449, 2, 0.3478
0, 66, Q01476, 5, 0.3479
0, 66, P11484, 3, 0.3481
0, 66, P38427, 4, 0.3481
0, 66, P47107, 3, 0.3481
0, 66, Q00764, 2, 0.3481
0, 66, Q08634, 1, 0.3483
0, 66, P32861, 2, 0.3487
0, 66, Q12446, 1, 0.3488
0, 66, P38116, 1, 0.3489
0, 66, P40314, 1, 0.3491
0, 66, P37262, 1, 0.3493
0, 66, Q12496, 4, 0.3493
0, 66, P40518, 1, 0.3494
0, 66, P40825, 5, 0.3496
0, 66, P23615, 6, 0.3501
0, 66, P37012, 3, 0.3501
0, 66, P38271, 2, 0.3502
0, 66, Q05933, 1, 0.3502
0, 66, P38840, 2, 0.3503
0, 66, P40080, 1, 0.3503
0, 66, P38426, 4, 0.3504
0, 66, P23285, 1, 0.3505
0, 66, P04387, 2, 0.3506
0, 66, P00724, 2, 0.351
0, 66, P25043, 1, 0.351
0, 66, P04801, 4, 0.3516
0, 66, Q01217, 4, 0.3518
0, 66, Q12377, 1, 0.3519
0, 66, P22336, 4, 0.3522
0, 66, Q02770, 1, 0.3523
0, 66, Q01159, 2, 0.3527
0, 66, P36775, 4, 0.3528
0, 66, P30775, 2, 0.353
0, 66, P53090, 2, 0.3534
0, 66, Q00618, 1, 0.3535
0, 66, Q12331, 1, 0.3536
0, 66, P06174, 2, 0.3537
0, 66, Q04231, 1, 0.3537
0, 66, P24309, 1, 0.3539
0, 66, P47079, 3, 0.354
0, 66, P49626, 1, 0.354
0, 66, Q06822, 1, 0.3541
0, 66, Q03835, 2, 0.3542
0, 66, P48581, 2, 0.3543
0, 66, P38829, 1, 0.3544
0, 66, Q05881, 2, 0.3546
0, 66, P25616, 1, 0.3552
0, 66, P23180, 2, 0.3553
0, 66, Q03219, 1, 0.3553
0, 66, P11076, 1, 0.3556
0, 66, P42935, 2, 0.3558
0, 66, Q00772, 2, 0.3561
0, 66, P40486, 2, 0.3562
0, 66, P31688, 4, 0.3565
0, 66, P03965, 6, 0.3566
0, 66, P35127, 1, 0.3572
0, 66, P38430, 1, 0.3575
0, 66, P22136, 1, 0.3576
0, 66, Q06338, 1, 0.3577
0, 66, P40053, 2, 0.358
0, 66, P32626, 1, 0.3581
0, 66, P39533, 3, 0.3581
0, 66, Q04062, 1, 0.3584
0, 66, P09938, 1, 0.3586
0, 66, Q12250, 1, 0.3586
0, 66, P07149, 10, 0.3587
0, 66, P24521, 2, 0.359
0, 66, P28495, 1, 0.3591
0, 66, Q06624, 1, 0.3592
0, 66, P53920, 6, 0.3594
0, 66, P32381, 1, 0.3595
0, 66, P40081, 1, 0.3598
0, 66, Q02754, 1, 0.3601
0, 66, P38796, 1, 0.3602
0, 66, P31111, 1, 0.3603
0, 66, Q02256, 2, 0.3604
0, 66, P47039, 2, 0.3605
0, 66, P38109, 2, 0.3609
0, 66, P38797, 1, 0.3609
0, 66, P47068, 1, 0.3609
0, 66, P19146, 1, 0.3613
0, 66, Q02455, 5, 0.3613
0, 66, P49723, 1, 0.3615
0, 66, Q06204, 2, 0.3615
0, 66, P34246, 2, 0.3619
0, 66, P47087, 1, 0.3622
0, 66, P38628, 3, 0.3623
0, 66, P38257, 1, 0.3625
0, 66, Q12425, 1, 0.3627
0, 66, P47117, 1, 0.363
0, 66, Q08961, 3, 0.363
0, 66, Q99312, 3, 0.363
0, 66, P40366, 1, 0.3631
0, 66, P34227, 1, 0.3632
0, 66, P52286, 1, 0.3634
0, 66, Q01532, 1, 0.3635
0, 66, P28241, 1, 0.3636
0, 66, Q12242, 3, 0.3641
0, 66, P38817, 3, 0.3642
0, 66, P09624, 3, 0.3643
0, 66, P40016, 1, 0.3652
0, 66, P40093, 2, 0.3652
0, 66, P43123, 1, 0.3652
0, 66, P47169, 7, 0.3652
0, 66, P30656, 1, 0.3653
0, 66, P38715, 1, 0.3654
0, 66, Q04371, 2, 0.3654
0, 66, P14832, 1, 0.3656
0, 66, P48510, 1, 0.3657
0, 66, P33204, 1, 0.366
0, 66, P52910, 2, 0.366
0, 66, P39683, 2, 0.3662
0, 66, P12709, 3, 0.3663
0, 66, Q04120, 1, 0.3663
0, 78, P38352, 2, 0.3663
0, 78, Q04585, 2, 0.3665
0, 78, Q07980, 2, 0.3665
0, 78, P25040, 2, 0.3667
0, 78, Q05874, 1, 0.3672
0, 78, P32454, 3, 0.3673
0, 78, P38623, 2, 0.3674
0, 78, P53144, 1, 0.3675
0, 78, P15624, 2, 0.368
0, 78, P32452, 3, 0.3683
0, 78, P23724, 1, 0.3684
0, 78, P32613, 1, 0.3684
0, 78, P38891, 2, 0.369
0, 78, P17106, 1, 0.3692
0, 78, P38620, 2, 0.3693
0, 78, P53196, 1, 0.3693
0, 78, P50107, 2, 0.3694
0, 78, P19097, 7, 0.3695
0, 78, P21242, 1, 0.3695
0, 78, P40469, 3, 0.3697
0, 78, P49367, 3, 0.3699
0, 78, Q04439, 3, 0.3701
0, 78, Q03920, 1, 0.3702
0, 78, Q08231, 2, 0.3703
0, 78, P38276, 1, 0.3705
0, 78, Q06137, 2, 0.3705
0, 78, Q03264, 1, 0.3706
0, 78, P38217, 2, 0.3712
0, 78, P53265, 2, 0.3715
0, 78, P11745, 1, 0.3717
0, 78, P50113, 1, 0.3718
0, 78, P53323, 2, 0.3721
0, 78, P47164, 3, 0.3728
0, 78, P53834, 1, 0.373
0, 78, Q07478, 2, 0.373
0, 78, P16649, 1, 0.3731
0, 78, P52893, 2, 0.3732
0, 78, Q07729, 2, 0.3732
0, 78, Q02733, 2, 0.3733
0, 78, P11412, 2, 0.3734
0, 78, P53904, 2, 0.3734
0, 78, P38293, 1, 0.3735
0, 78, P48567, 2, 0.3736
0, 78, Q03703, 1, 0.3736
0, 78, P38892, 1, 0.3737
0, 78, P38818, 2, 0.3738
0, 78, Q12265, 2, 0.3742
0, 78, P22936, 1, 0.3744
0, 78, P15274, 1, 0.3747
0, 78, P22007, 1, 0.3747
0, 78, P40491, 1, 0.3748
0, 78, Q03774, 1, 0.3748
0, 78, P32327, 5, 0.3751
0, 78, P37291, 2, 0.3751
0, 78, P53044, 1, 0.3752
0, 78, Q12178, 1, 0.3752
0, 78, Q99189, 2, 0.3752
0, 78, P17649, 2, 0.3755
0, 78, P32898, 4, 0.3757
0, 78, P39522, 3, 0.3761
0, 78, P46655, 3, 0.3763
0, 78, P47058, 1, 0.3763
0, 78, Q12033, 3, 0.3763
0, 78, P36040, 1, 0.3766
0, 78, P52491, 1, 0.3766
0, 78, P40077, 1, 0.377
0, 78, P50278, 1, 0.377
0, 78, Q02642, 1, 0.3771
0, 78, P25577, 1, 0.3772
0, 78, P40563, 1, 0.3774
0, 78, P25390, 6, 0.3776
0, 78, P23503, 2, 0.3778
0, 78, Q05931, 3, 0.3778
0, 78, P53889, 1, 0.3779
0, 78, P28274, 2, 0.378
0, 78, P17157, 1, 0.3782
0, 78, P25372, 1, 0.3783
0, 78, P40851, 5, 0.3783
0, 78, P53128, 2, 0.3789
0, 78, Q05583, 1, 0.3793
0, 78, P36059, 1, 0.3794
0, 78, P38237, 4, 0.3798
0, 78, Q08199, 1, 0.3801
0, 78, Q12373, 1, 0.3801
0, 78, P52488, 3, 0.3803
0, 78, P14904, 2, 0.3806
0, 78, P06169, 3, 0.3812
0, 78, P30822, 3, 0.3812
0, 78, Q03677, 1, 0.3814
0, 78, Q12341, 2, 0.3814
0, 78, P38063, 2, 0.3816
0, 78, P49960, 2, 0.3817
0, 78, P53043, 2, 0.3819
0, 78, Q12522, 1, 0.3819
0, 78, P19414, 3, 0.3823
0, 78, P14306, 1, 0.3825
0, 78, P53691, 2, 0.3826
0, 78, P38081, 1, 0.3833
0, 78, Q08446, 1, 0.3833
0, 78, P39677, 4, 0.3834
0, 78, P23287, 2, 0.3836
0, 78, P40186, 1, 0.3838
0, 78, P53915, 1, 0.3838
0, 78, P11353, 1, 0.384
0, 78, P37303, 2, 0.3841
0, 78, P40302, 1, 0.3841
0, 78, P0C5N3, 1, 0.3845
0, 78, P48445, 2, 0.3846
0, 78, P09436, 5, 0.3852
0, 78, P28834, 1, 0.3852
0, 78, P38347, 2, 0.3853
0, 78, P38845, 1, 0.3853
0, 78, P25451, 1, 0.3854
0, 78, P15179, 4, 0.3856
0, 78, P24720, 2, 0.3857
0, 78, P38281, 2, 0.3857
0, 78, Q06151, 2, 0.3857
0, 78, Q08225, 2, 0.3858
0, 78, P07259, 9, 0.386
0, 78, P00330, 2, 0.3861
0, 78, P07285, 1, 0.3862
0, 78, P38071, 2, 0.3863
0, 78, Q06543, 1, 0.3863
0, 78, P32379, 1, 0.3867
0, 78, P00572, 1, 0.387
0, 78, P04807, 2, 0.3875
0, 78, P47118, 1, 0.3878
0, 78, P16474, 3, 0.388
0, 78, P50946, 1, 0.388
0, 78, P20133, 1, 0.3882
0, 78, P38149, 3, 0.3883
0, 78, P11154, 5, 0.3885
0, 78, P36077, 1, 0.3885
0, 78, P37254, 2, 0.3886
0, 78, P40069, 2, 0.3887
0, 78, P38852, 1, 0.3888
