### DATA:
#
# 1249
#      Q             I(Q)           Error     
3.01346578E-01  4.08048801E-07  4.48045052E-07
3.01633319E-01  -3.30068139E-07  4.31729626E-07
3.01920058E-01  1.46895683E-06  4.51228965E-07
3.02206796E-01  3.00803731E-07  4.45731653E-07
3.02493532E-01  1.13788008E-06  4.42193631E-07
3.02780267E-01  9.34028492E-07  4.58969836E-07
3.03067000E-01  2.08897585E-07  4.45066682E-07
3.03353732E-01  1.22725820E-06  4.51678429E-07
3.03640462E-01  1.90703102E-07  4.53732615E-07
3.03927190E-01  5.06349056E-07  4.56050345E-07
3.04213918E-01  8.60693643E-07  4.58992313E-07
3.04500643E-01  5.86921422E-07  4.52833811E-07
3.04787367E-01  1.28427951E-07  4.64245371E-07
3.05074090E-01  8.37950982E-07  4.53254813E-07
3.05360811E-01  5.81594933E-07  4.59944771E-07
3.05647530E-01  9.69385757E-07  4.62559669E-07
3.05934248E-01  1.24250478E-06  4.54072399E-07
3.06220965E-01  1.31989569E-06  4.71338419E-07
3.06507679E-01  1.41543978E-06  4.60965743E-07
3.06794393E-01  6.07282630E-08  4.63980279E-07
3.07081105E-01  6.31123500E-07  4.68466943E-07
3.07367815E-01  1.18060153E-06  4.64488785E-07
3.07654524E-01  8.33867183E-07  4.79691067E-07
3.07941231E-01  -3.70810272E-07  4.56885958E-07
3.08227936E-01  1.02657237E-06  4.75960943E-07
3.08514640E-01  8.23543431E-07  4.85768542E-07
3.08801343E-01  5.98394462E-07  4.76075259E-07
3.09088044E-01  1.12344971E-06  4.88238920E-07
3.09374743E-01  4.69792114E-07  4.67844193E-07
3.09661441E-01  7.78572055E-07  4.84030288E-07
3.09948138E-01  3.53541558E-07  4.77952064E-07
3.10234833E-01  -2.06699254E-07  4.88249773E-07
3.10521526E-01  1.04163585E-06  4.86203777E-07
3.10808218E-01  9.17816212E-08  4.81537102E-07
3.11094908E-01  8.03027931E-07  4.96793274E-07
3.11381596E-01  1.61826650E-06  4.89604407E-07
3.11668283E-01  4.41680058E-07  4.94257616E-07
3.11954969E-01  8.23720764E-07  4.97392235E-07
3.12241653E-01  -1.80700698E-07  4.94508749E-07
3.12528335E-01  2.83791996E-07  5.01440306E-07
3.12815016E-01  9.39868252E-07  4.88813315E-07
3.13101695E-01  4.74433548E-07  5.01888926E-07
3.13388373E-01  3.54515561E-07  4.90305956E-07
3.13675049E-01  6.13349540E-07  5.06240062E-07
3.13961723E-01  1.20410594E-06  5.10095985E-07
3.14248396E-01  8.97431045E-07  5.00122685E-07
3.14535067E-01  -7.07909414E-08  5.20658492E-07
3.14821737E-01  3.34065981E-07  5.04257773E-07
3.15108405E-01  1.04962833E-06  5.16067278E-07
3.15395072E-01  5.82401196E-07  5.09668393E-07
3.15681737E-01  9.33019919E-07  5.12129787E-07
3.15968401E-01  1.33684949E-06  5.37053331E-07
3.16255063E-01  2.70835451E-07  5.13597028E-07
3.16541723E-01  3.54526603E-07  5.21838046E-07
3.16828382E-01  1.32885759E-06  5.17811059E-07
3.17115039E-01  1.39962238E-07  5.14994289E-07
3.17401694E-01  1.96861569E-06  5.42335016E-07
3.17688348E-01  -4.02942048E-07  5.09705958E-07
3.17975001E-01  7.76890826E-07  5.35496921E-07
3.18261651E-01  3.26857600E-07  5.23560151E-07
3.18548301E-01  7.32145722E-07  5.44226855E-07
3.18834948E-01  1.49405265E-06  5.45282740E-07
3.19121594E-01  1.38312278E-06  5.40518213E-07
3.19408239E-01  5.10956231E-07  5.45425364E-07
3.19694881E-01  8.87420609E-07  5.28162543E-07
3.19981523E-01  5.49041610E-07  5.51032349E-07
3.20268162E-01  1.34441490E-06  5.42765592E-07
3.20554800E-01  7.38366863E-07  5.42105003E-07
3.20841436E-01  1.17702909E-06  5.53468336E-07
3.21128071E-01  1.05676210E-06  5.41479961E-07
3.21414704E-01  1.40847273E-06  5.56936901E-07
3.21701336E-01  8.73072761E-07  5.51256653E-07
3.21987966E-01  1.06497387E-07  5.56071026E-07
3.22274594E-01  5.13091604E-07  5.54563849E-07
3.22561221E-01  1.44162143E-06  5.56638846E-07
3.22847846E-01  1.66232796E-06  5.74997796E-07
3.23134470E-01  6.54158593E-07  5.60094496E-07
3.23421092E-01  8.57015543E-07  5.75348275E-07
3.23707712E-01  5.83892595E-07  5.74848326E-07
3.23994330E-01  1.31662901E-06  5.71462313E-07
3.24280948E-01  1.22310082E-06  5.83576521E-07
3.24567563E-01  1.50888628E-07  5.61324881E-07
3.24854177E-01  1.63791065E-06  5.90939481E-07
3.25140789E-01  1.63301845E-06  5.71803124E-07
3.25427399E-01  5.90103810E-07  5.80708261E-07
3.25714008E-01  8.29223304E-08  5.92829032E-07
3.26000616E-01  9.59641383E-07  5.66007895E-07
3.26287221E-01  1.42018790E-06  6.07456124E-07
3.26573825E-01  5.98632055E-07  5.89429520E-07
3.26860428E-01  8.63419290E-07  6.09374643E-07
3.27147028E-01  8.94159195E-07  5.81639389E-07
3.27433627E-01  1.19952083E-06  6.01060839E-07
3.27720225E-01  1.34036264E-06  6.04144720E-07
3.28006821E-01  1.81508231E-06  5.95390662E-07
3.28293415E-01  -3.16963380E-07  6.03091729E-07
3.28580007E-01  8.63271659E-07  6.08233220E-07
3.28866598E-01  2.56531971E-07  6.05326892E-07
3.29153187E-01  1.32639135E-06  6.20354838E-07
3.29439775E-01  4.29802272E-07  5.93314474E-07
3.29726361E-01  4.58736506E-07  6.36067757E-07
3.30012945E-01  1.03850565E-06  6.00479867E-07
3.30299528E-01  1.14364695E-06  6.35092442E-07
3.30586109E-01  9.97154808E-08  6.22055879E-07
3.30872688E-01  7.58829572E-07  6.02342121E-07
3.31159266E-01  3.58617888E-07  6.23701863E-07
3.31445842E-01  6.75196761E-07  5.98620673E-07
3.31732416E-01  1.36135344E-06  6.28724505E-07
3.32018989E-01  2.17942527E-07  6.13717606E-07
3.32305560E-01  2.33399795E-07  6.26755351E-07
3.32592129E-01  1.34668901E-06  6.43414235E-07
3.32878697E-01  1.04049607E-06  5.94235121E-07
3.33165263E-01  -5.19198724E-07  6.46734772E-07
3.33451828E-01  1.08185293E-06  6.21985095E-07
3.33738390E-01  1.07660388E-06  6.20543888E-07
3.34024951E-01  8.75675705E-07  6.47416369E-07
3.34311511E-01  4.69447267E-07  6.19348556E-07
3.34598069E-01  3.80603977E-07  6.57196265E-07
3.34884625E-01  1.01846627E-06  6.29693912E-07
3.35171179E-01  4.03622939E-07  6.58361850E-07
3.35457732E-01  1.21352894E-07  6.34072944E-07
3.35744283E-01  -1.85181024E-07  6.36650916E-07
3.36030832E-01  5.52313968E-07  6.88544751E-07
3.36317380E-01  3.82858092E-07  6.47089162E-07
3.36603925E-01  8.34310012E-08  6.63778341E-07
3.36890470E-01  -7.38195852E-07  6.38898108E-07
3.37177012E-01  3.53815711E-07  6.77237374E-07
3.37463553E-01  5.82946765E-07  6.72741229E-07
3.37750092E-01  4.34116713E-07  6.44185409E-07
3.38036630E-01  9.83630758E-07  6.86401463E-07
3.38323166E-01  6.22076531E-07  6.67421133E-07
3.38609700E-01  -2.14778507E-07  6.90016723E-07
3.38896232E-01  -2.82066099E-08  6.98645308E-07
3.39182763E-01  1.29232619E-06  6.73006596E-07
3.39469292E-01  6.84692603E-07  7.27992985E-07
3.39755820E-01  -7.18935415E-07  6.79386050E-07
3.40042345E-01  1.53597119E-06  7.16468882E-07
3.40328869E-01  1.90496397E-07  6.99652337E-07
3.40615391E-01  1.66581030E-06  7.09982301E-07
3.40901912E-01  8.35400128E-07  7.31808547E-07
3.41188431E-01  1.24586503E-06  6.98825293E-07
3.41474948E-01  1.69743771E-07  7.52958419E-07
3.41761463E-01  6.59820405E-07  6.97093737E-07
3.42047977E-01  -4.09535885E-07  7.24845337E-07
3.42334489E-01  1.93864495E-07  7.45053421E-07
3.42620999E-01  2.76340377E-07  7.16915405E-07
3.42907508E-01  7.18561424E-07  7.68109647E-07
3.43194015E-01  1.11660209E-06  7.16973755E-07
3.43480520E-01  1.96984973E-07  7.63980375E-07
3.43767023E-01  1.36898021E-06  7.30259252E-07
3.44053525E-01  3.35355653E-07  7.41423466E-07
3.44340025E-01  7.18277422E-07  7.59000430E-07
3.44626523E-01  1.36712567E-06  7.48864831E-07
3.44913020E-01  1.73480791E-06  7.80470182E-07
3.45199515E-01  1.17210503E-06  7.72783200E-07
3.45486008E-01  -8.12268817E-07  7.71859229E-07
3.45772499E-01  2.47063455E-06  8.32710275E-07
3.46058989E-01  1.75581351E-06  7.56665693E-07
3.46345477E-01  1.64373021E-06  8.11800944E-07
3.46631963E-01  1.07208160E-06  7.83228879E-07
3.46918447E-01  4.50564583E-07  8.28319590E-07
3.47204930E-01  8.26190359E-07  8.09586083E-07
3.47491411E-01  1.09742932E-06  7.98957581E-07
3.47777890E-01  7.84902446E-07  8.46292118E-07
3.48064368E-01  1.79978380E-06  7.88800471E-07
3.48350844E-01  2.35631525E-06  8.64833096E-07
3.48637318E-01  -4.44086152E-07  8.15776679E-07
3.48923790E-01  5.38229271E-08  8.51478943E-07
3.49210260E-01  -1.61097529E-07  8.72695439E-07
3.49496729E-01  1.29634611E-06  8.05446680E-07
3.49783196E-01  -2.85785134E-07  8.87483646E-07
3.50069662E-01  1.98608363E-06  8.51738504E-07
3.50356125E-01  -7.55243057E-07  9.06664183E-07
3.50642587E-01  6.07210882E-07  9.30811600E-07
3.50929047E-01  1.11437039E-06  8.97137341E-07
3.51215505E-01  -2.36520474E-07  9.28668603E-07
3.51501962E-01  5.90890908E-07  8.73399648E-07
3.51788416E-01  7.91834699E-07  9.54727933E-07
3.52074869E-01  1.47701532E-06  9.32339021E-07
3.52361321E-01  4.39261796E-07  9.14025013E-07
3.52647770E-01  6.07363865E-07  9.96663651E-07
3.52934218E-01  1.80500884E-08  8.84158486E-07
3.53220664E-01  1.51218973E-06  9.90393196E-07
3.53507108E-01  1.23466070E-06  9.45778013E-07
3.53793550E-01  2.06972167E-06  1.01032289E-06
3.54079991E-01  3.50859857E-07  1.02826438E-06
3.54366430E-01  1.08844525E-06  9.30735786E-07
3.54652867E-01  1.36844176E-06  1.06550912E-06
3.54939302E-01  9.05752888E-07  9.57060925E-07
3.55225736E-01  -1.45612543E-06  1.07337653E-06
3.55512168E-01  4.06091988E-07  1.02214545E-06
3.55798598E-01  -2.30167073E-07  1.03694498E-06
3.56085026E-01  9.54503637E-07  1.12849623E-06
3.56371452E-01  -2.64323040E-07  9.79449113E-07
3.56657877E-01  -6.60563226E-07  1.11917242E-06
3.56944300E-01  1.66622578E-06  1.06349793E-06
3.57230721E-01  2.67612120E-06  1.14930445E-06
3.57517140E-01  -1.40065442E-06  1.19157505E-06
3.57803558E-01  3.29850571E-07  1.09429161E-06
3.58089973E-01  2.11799730E-06  1.22072322E-06
3.58376387E-01  2.01461047E-06  1.15860342E-06
3.58662800E-01  9.21707847E-07  1.18594890E-06
3.58949210E-01  1.10801402E-06  1.24323658E-06
3.59235618E-01  5.35988065E-08  1.20651754E-06
3.59522025E-01  5.44064814E-07  1.27941947E-06
3.59808430E-01  2.94934084E-07  1.20333537E-06
3.60094833E-01  3.33512167E-06  1.37368934E-06
3.60381235E-01  7.38586355E-07  1.24833401E-06
3.60667634E-01  9.53582695E-07  1.35765753E-06
3.60954032E-01  1.65532417E-06  1.36863243E-06
3.61240428E-01  5.76915584E-07  1.34058013E-06
3.61526822E-01  -2.89772974E-07  1.43169735E-06
3.61813215E-01  2.28164811E-08  1.36524488E-06
3.62099605E-01  1.21541477E-06  1.40063817E-06
3.62385994E-01  1.72191676E-06  1.65511943E-06
3.62672381E-01  1.06596310E-06  1.40741022E-06
3.62958766E-01  3.39067523E-07  1.66711358E-06


### HEADER:
#
#{
#    "analysis": {}, 
#    "calibration_params": {
#        "Beam_Center_X": 928.6272904649098, 
#        "Beam_Center_Y": 888.50456087491, 
#        "Detector_Pixel_Size": 0.172, 
#        "Radial_Average_Method": "RAW", 
#        "Sample-to-detector distance (mm)": 3637.745036113966, 
#        "Wavelength (A)": 1.03320164497
#    }, 
#    "config_file": "C:\\Users\\sosnicklab\\Documents\\z20190319Sosnick\\SAXS", 
#    "counters": {
#        "Coflow_on": "\tTrue\n", 
#        "D_hutch_shutter_open": "\tTrue\n", 
#        "Date": "\t2019-07-25 16:32:49.954967\n", 
#        "Exposure time/frame (s)": "\t0.5\n", 
#        "Exposure_period/frame_s": "\t2.0\n", 
#        "File_prefix": "\tTS08_098\n", 
#        "Flow rate (ml/min)": "\t0.7\n", 
#        "Front_end_shutter_open": "\tTrue\n", 
#        "I0_gain": "\t1e+06\n", 
#        "I1_gain": "\t1e+06\n", 
#        "I2_gain": "\t1e+03\n", 
#        "I3_gain": "\t1e+05\n", 
#        "Instrument": "\tBioCAT (Sector 18, APS)\n", 
#        "Number_of_frames": "\t1800\n", 
#        "Outlet_flow_rate_mL/min": "\t1.4\n", 
#        "Save_directory": "\t/nas_data/20190723Srinivas/Sosnick/TS08\n", 
#        "Sheath_excess_ratio": "\t2.1\n", 
#        "Sheath_inlet_flow_rate_including_excess_mL/min": "\t1.47\n", 
#        "Sheath_ratio": "\t0.5\n", 
#        "Wait_for_trigger": "\tFalse\n"
#    }, 
#    "filename": "LAF1-G2MAX-autopick.dat", 
#    "history": {
#        "subtraction": {
#            "initial_file": [
#                "A_TS08_098_0565.tif", 
#                {
#                    "averaged_files": [
#                        [
#                            "TS08_098_0565.tif"
#                        ], 
#                        [
#                            "TS08_098_0566.tif"
#                        ], 
#                        [
#                            "TS08_098_0567.tif"
#                        ], 
#                        [
#                            "TS08_098_0568.tif"
#                        ], 
#                        [
#                            "TS08_098_0569.tif"
#                        ], 
#                        [
#                            "TS08_098_0570.tif"
#                        ], 
#                        [
#                            "TS08_098_0571.tif"
#                        ], 
#                        [
#                            "TS08_098_0572.tif"
#                        ], 
#                        [
#                            "TS08_098_0573.tif"
#                        ], 
#                        [
#                            "TS08_098_0574.tif"
#                        ], 
#                        [
#                            "TS08_098_0575.tif"
#                        ], 
#                        [
#                            "TS08_098_0576.tif"
#                        ]
#                    ]
#                }
#            ], 
#            "subtracted_file": [
#                "A_TS08_098_0320.tif", 
#                {
#                    "averaged_files": [
#                        [
#                            "TS08_098_0320.tif"
#                        ], 
#                        [
#                            "TS08_098_0321.tif"
#                        ], 
#                        [
#                            "TS08_098_0322.tif"
#                        ], 
#                        [
#                            "TS08_098_0323.tif"
#                        ], 
#                        [
#                            "TS08_098_0324.tif"
#                        ], 
#                        [
#                            "TS08_098_0325.tif"
#                        ], 
#                        [
#                            "TS08_098_0326.tif"
#                        ], 
#                        [
#                            "TS08_098_0327.tif"
#                        ], 
#                        [
#                            "TS08_098_0328.tif"
#                        ], 
#                        [
#                            "TS08_098_0329.tif"
#                        ], 
#                        [
#                            "TS08_098_0330.tif"
#                        ], 
#                        [
#                            "TS08_098_0331.tif"
#                        ], 
#                        [
#                            "TS08_098_0332.tif"
#                        ], 
#                        [
#                            "TS08_098_0333.tif"
#                        ], 
#                        [
#                            "TS08_098_0334.tif"
#                        ], 
#                        [
#                            "TS08_098_0335.tif"
#                        ], 
#                        [
#                            "TS08_098_0336.tif"
#                        ], 
#                        [
#                            "TS08_098_0337.tif"
#                        ], 
#                        [
#                            "TS08_098_0338.tif"
#                        ], 
#                        [
#                            "TS08_098_0339.tif"
#                        ], 
#                        [
#                            "TS08_098_0340.tif"
#                        ], 
#                        [
#                            "TS08_098_0341.tif"
#                        ], 
#                        [
#                            "TS08_098_0342.tif"
#                        ], 
#                        [
#                            "TS08_098_0343.tif"
#                        ], 
#                        [
#                            "TS08_098_0344.tif"
#                        ], 
#                        [
#                            "TS08_098_0345.tif"
#                        ], 
#                        [
#                            "TS08_098_0346.tif"
#                        ], 
#                        [
#                            "TS08_098_0347.tif"
#                        ], 
#                        [
#                            "TS08_098_0348.tif"
#                        ], 
#                        [
#                            "TS08_098_0349.tif"
#                        ], 
#                        [
#                            "TS08_098_0350.tif"
#                        ], 
#                        [
#                            "TS08_098_0351.tif"
#                        ], 
#                        [
#                            "TS08_098_0352.tif"
#                        ], 
#                        [
#                            "TS08_098_0353.tif"
#                        ], 
#                        [
#                            "TS08_098_0354.tif"
#                        ], 
#                        [
#                            "TS08_098_0355.tif"
#                        ], 
#                        [
#                            "TS08_098_0356.tif"
#                        ], 
#                        [
#                            "TS08_098_0357.tif"
#                        ], 
#                        [
#                            "TS08_098_0358.tif"
#                        ], 
#                        [
#                            "TS08_098_0359.tif"
#                        ], 
#                        [
#                            "TS08_098_0360.tif"
#                        ], 
#                        [
#                            "TS08_098_0361.tif"
#                        ], 
#                        [
#                            "TS08_098_0362.tif"
#                        ], 
#                        [
#                            "TS08_098_0363.tif"
#                        ]
#                    ]
#                }
#            ]
#        }
#    }, 
#    "imageHeader": {
#        "Count_cutoff": "1157021 counts", 
#        "Excluded_pixels": "badpix_mask.tif", 
#        "Exposure_period": "1.0025000 s", 
#        "Exposure_time": "1.0000000 s", 
#        "Flat_field": "FF_p10-0130_E12000_T6000_vrf_m0p100.tif", 
#        "Gain_setting": "autog (vrf = 1.000)", 
#        "Image_path": "/ramdisk/Sosnick/TS08/", 
#        "N_excluded_pixels": "35", 
#        "Pixel_size": "172e-6 m x 172e-6 m", 
#        "Ratecorr_lut_directory": "ContinuousStandard_v1.1", 
#        "Retrigger_mode": "1", 
#        "Silicon": "sensor, thickness 0.000450 m", 
#        "Tau": "0 s", 
#        "Threshold_setting": "6000 eV", 
#        "Trim_file": "p10-0130_E12000_T6000.bin"
#    }, 
#    "normalizations": {
#        "Counter_norms": [
#            [
#                "/", 
#                "I1"
#            ]
#        ], 
#        "Solid_Angle_Correction": "On"
#    }, 
#    "raw_version": "1.6.0"
#}

